"","Kod","Nazwa","rok","Budynki_mieszkalne_podaaczone_do_infrastruktury_technicznej_w_proc_ogolu_budynkow_mieszkalnych_ogolem_kanalizacja_proc"
"2533",2264000,"Powiat m.Sopot",2017,100
"2534",2401000,"Powiat będziński",2017,46.8
"2535",2402000,"Powiat bielski",2017,46.3
"2536",2403000,"Powiat cieszyński",2017,47
"2537",2404000,"Powiat częstochowski",2017,36.7
"2538",2405000,"Powiat gliwicki",2017,42.8
"2539",2406000,"Powiat kłobucki",2017,44.9
"2540",2407000,"Powiat lubliniecki",2017,67.2
"2541",2408000,"Powiat mikołowski",2017,65.6
"2542",2409000,"Powiat myszkowski",2017,28.3
"2543",2410000,"Powiat pszczyński",2017,57.5
"2544",2411000,"Powiat raciborski",2017,36.8
"2545",2412000,"Powiat rybnicki",2017,33.7
"2546",2413000,"Powiat tarnogórski",2017,55
"2547",2414000,"Powiat bieruńsko-lędziński",2017,87
"2548",2415000,"Powiat wodzisławski",2017,52.3
"2549",2416000,"Powiat zawierciański",2017,29.6
"2550",2417000,"Powiat żywiecki",2017,76.4
"2551",2461000,"Powiat m.Bielsko-Biała",2017,75.2
"2552",2462000,"Powiat m.Bytom",2017,100
"2553",2463000,"Powiat m.Chorzów",2017,47.4
"2554",2464000,"Powiat m.Częstochowa",2017,66.5
"2555",2465000,"Powiat m.Dąbrowa Górnicza",2017,50.5
"2556",2466000,"Powiat m.Gliwice",2017,75.5
"2557",2467000,"Powiat m.Jastrzębie-Zdrój",2017,67.5
"2558",2468000,"Powiat m.Jaworzno",2017,48.1
"2559",2469000,"Powiat m.Katowice",2017,8.9
"2560",2470000,"Powiat m.Mysłowice",2017,75.9
"2561",2471000,"Powiat m.Piekary Śląskie",2017,89.5
"2562",2472000,"Powiat m.Ruda Śląska",2017,79.7
"2563",2473000,"Powiat m.Rybnik",2017,85.3
"2564",2474000,"Powiat m.Siemianowice Śląskie",2017,89.3
"2565",2475000,"Powiat m.Sosnowiec",2017,60.4
"2566",2476000,"Powiat m.Świętochłowice",2017,100
"2567",2477000,"Powiat m.Tychy",2017,100
"2568",2478000,"Powiat m.Zabrze",2017,92.6
"2569",2479000,"Powiat m.Żory",2017,91.2
"2570",2601000,"Powiat buski",2017,43.2
"2571",2602000,"Powiat jędrzejowski",2017,24.5
"2572",2603000,"Powiat kazimierski",2017,22.5
"2573",2604000,"Powiat kielecki",2017,48.6
"2574",2605000,"Powiat konecki",2017,38.4
"2575",2606000,"Powiat opatowski",2017,20.2
"2576",2607000,"Powiat ostrowiecki",2017,51.2
"2577",2608000,"Powiat pińczowski",2017,31.1
"2578",2609000,"Powiat sandomierski",2017,27.9
"2579",2610000,"Powiat skarżyski",2017,55.1
"2580",2611000,"Powiat starachowicki",2017,65.5
"2581",2612000,"Powiat staszowski",2017,42.3
"2582",2613000,"Powiat włoszczowski",2017,42.9
"2583",2661000,"Powiat m.Kielce",2017,82.7
"2584",2801000,"Powiat bartoszycki",2017,48.8
"2585",2802000,"Powiat braniewski",2017,51.6
"2586",2803000,"Powiat działdowski",2017,57.3
"2587",2804000,"Powiat elbląski",2017,33.1
"2588",2805000,"Powiat ełcki",2017,36.8
"2589",2806000,"Powiat giżycki",2017,66
"2590",2807000,"Powiat iławski",2017,58.2
"2591",2808000,"Powiat kętrzyński",2017,57.2
"2592",2809000,"Powiat lidzbarski",2017,41
"2593",2810000,"Powiat mrągowski",2017,59
"2594",2811000,"Powiat nidzicki",2017,50.7
"2595",2812000,"Powiat nowomiejski",2017,46.8
"2596",2813000,"Powiat olecki",2017,44.7
"2597",2814000,"Powiat olsztyński",2017,56.5
"2598",2815000,"Powiat ostródzki",2017,58.8
"2599",2816000,"Powiat piski",2017,57.3
"2600",2817000,"Powiat szczycieński",2017,47.3
"2601",2818000,"Powiat gołdapski",2017,47
"2602",2819000,"Powiat węgorzewski",2017,37.4
"2603",2861000,"Powiat m.Elbląg",2017,49.8
"2604",2862000,"Powiat m.Olsztyn",2017,99
"2605",3001000,"Powiat chodzieski",2017,75.8
"2606",3002000,"Powiat czarnkowsko-trzcianecki",2017,46.3
"2607",3003000,"Powiat gnieźnieński",2017,65.4
"2608",3004000,"Powiat gostyński",2017,61.8
"2609",3005000,"Powiat grodziski",2017,52
"2610",3006000,"Powiat jarociński",2017,71.3
"2611",3007000,"Powiat kaliski",2017,30
"2612",3008000,"Powiat kępiński",2017,61.1
"2613",3009000,"Powiat kolski",2017,29.6
"2614",3010000,"Powiat koniński",2017,35.3
"2615",3011000,"Powiat kościański",2017,64.6
"2616",3012000,"Powiat krotoszyński",2017,45
"2617",3013000,"Powiat leszczyński",2017,47.9
"2618",3014000,"Powiat międzychodzki",2017,52.5
"2619",3015000,"Powiat nowotomyski",2017,46.3
"2620",3016000,"Powiat obornicki",2017,59
"2621",3017000,"Powiat ostrowski",2017,47.1
"2622",3018000,"Powiat ostrzeszowski",2017,36.1
"2623",3019000,"Powiat pilski",2017,67.6
"2624",3020000,"Powiat pleszewski",2017,46.4
"2625",3021000,"Powiat poznański",2017,71
"2626",3022000,"Powiat rawicki",2017,59.9
"2627",3023000,"Powiat słupecki",2017,47
"2628",3024000,"Powiat szamotulski",2017,58.1
"2629",3025000,"Powiat średzki",2017,60.3
"2630",3026000,"Powiat śremski",2017,71.6
"2631",3027000,"Powiat turecki",2017,34.7
"2632",3028000,"Powiat wągrowiecki",2017,62.5
"2633",3029000,"Powiat wolsztyński",2017,77.3
"2634",3030000,"Powiat wrzesiński",2017,44.3
"2635",3031000,"Powiat złotowski",2017,61.3
"2636",3061000,"Powiat m.Kalisz",2017,70
"2637",3062000,"Powiat m.Konin",2017,54.9
"2638",3063000,"Powiat m.Leszno",2017,96
"2639",3064000,"Powiat m.Poznań",2017,93
"2640",3201000,"Powiat białogardzki",2017,79.7
"2641",3202000,"Powiat choszczeński",2017,57.7
"2642",3203000,"Powiat drawski",2017,58.2
"2643",3204000,"Powiat goleniowski",2017,51.9
"2644",3205000,"Powiat gryficki",2017,52.8
"2645",3206000,"Powiat gryfiński",2017,46.7
"2646",3207000,"Powiat kamieński",2017,48.2
"2647",3208000,"Powiat kołobrzeski",2017,88.9
"2648",3209000,"Powiat koszaliński",2017,62.6
"2649",3210000,"Powiat myśliborski",2017,50.8
"2650",3211000,"Powiat policki",2017,62.9
"2651",3212000,"Powiat pyrzycki",2017,46.9
"2652",3213000,"Powiat sławieński",2017,48.8
"2653",3214000,"Powiat stargardzki",2017,61.1
"2654",3215000,"Powiat szczecinecki",2017,72
"2655",3216000,"Powiat świdwiński",2017,67.4
"2656",3217000,"Powiat wałecki",2017,50.5
"2657",3218000,"Powiat łobeski",2017,42.1
"2658",3261000,"Powiat m.Koszalin",2017,82.8
"2659",3262000,"Powiat m.Szczecin",2017,65.6
"2660",3263000,"Powiat m.Świnoujście",2017,91.1
"2661",201000,"Powiat bolesławiecki",2018,74.5
"2662",202000,"Powiat dzierżoniowski",2018,57.1
"2663",203000,"Powiat głogowski",2018,55
"2664",204000,"Powiat górowski",2018,34.4
"2665",205000,"Powiat jaworski",2018,70.3
"2666",206000,"Powiat jeleniogórski",2018,63.6
"2667",207000,"Powiat kamiennogórski",2018,64.3
"2668",208000,"Powiat kłodzki",2018,47.3
"2669",209000,"Powiat legnicki",2018,69.4
"2670",210000,"Powiat lubański",2018,51.7
"2671",211000,"Powiat lubiński",2018,90.2
"2672",212000,"Powiat lwówecki",2018,37.8
"2673",213000,"Powiat milicki",2018,53.1
"2674",214000,"Powiat oleśnicki",2018,47.2
"2675",215000,"Powiat oławski",2018,53
"2676",216000,"Powiat polkowicki",2018,75.7
"2677",217000,"Powiat strzeliński",2018,41.8
"2678",218000,"Powiat średzki",2018,57.4
"2679",219000,"Powiat świdnicki",2018,57.9
"2680",220000,"Powiat trzebnicki",2018,29.5
"2681",221000,"Powiat wałbrzyski",2018,52.4
"2682",222000,"Powiat wołowski",2018,48.7
"2683",223000,"Powiat wrocławski",2018,52.6
"2684",224000,"Powiat ząbkowicki",2018,37.6
"2685",225000,"Powiat zgorzelecki",2018,51.6
"2686",226000,"Powiat złotoryjski",2018,55
"2687",261000,"Powiat m.Jelenia Góra",2018,84.5
"2688",262000,"Powiat m.Legnica",2018,93
"2689",264000,"Powiat m.Wrocław",2018,84.4
"2690",265000,"Powiat m.Wałbrzych od 2013",2018,93.7
"2691",401000,"Powiat aleksandrowski",2018,48.1
"2692",402000,"Powiat brodnicki",2018,50.9
"2693",403000,"Powiat bydgoski",2018,44.1
"2694",404000,"Powiat chełmiński",2018,49.2
"2695",405000,"Powiat golubsko-dobrzyński",2018,39.1
"2696",406000,"Powiat grudziądzki",2018,28.9
"2697",407000,"Powiat inowrocławski",2018,49.8
"2698",408000,"Powiat lipnowski",2018,32
"2699",409000,"Powiat mogileński",2018,45.1
"2700",410000,"Powiat nakielski",2018,38.8
"2701",411000,"Powiat radziejowski",2018,32.8
"2702",412000,"Powiat rypiński",2018,35
"2703",413000,"Powiat sępoleński",2018,51.6
"2704",414000,"Powiat świecki",2018,54
"2705",415000,"Powiat toruński",2018,45.6
"2706",416000,"Powiat tucholski",2018,65.5
"2707",417000,"Powiat wąbrzeski",2018,32
"2708",418000,"Powiat włocławski",2018,32.4
"2709",419000,"Powiat żniński",2018,44.5
"2710",461000,"Powiat m.Bydgoszcz",2018,87.4
"2711",462000,"Powiat m.Grudziądz",2018,57.7
"2712",463000,"Powiat m.Toruń",2018,84.2
"2713",464000,"Powiat m.Włocławek",2018,80.6
"2714",601000,"Powiat bialski",2018,31.7
"2715",602000,"Powiat biłgorajski",2018,54.2
"2716",603000,"Powiat chełmski",2018,17.5
"2717",604000,"Powiat hrubieszowski",2018,23.1
"2718",605000,"Powiat janowski",2018,24.3
"2719",606000,"Powiat krasnostawski",2018,17
"2720",607000,"Powiat kraśnicki",2018,23.3
"2721",608000,"Powiat lubartowski",2018,38.3
"2722",609000,"Powiat lubelski",2018,14.3
"2723",610000,"Powiat łęczyński",2018,26.5
"2724",611000,"Powiat łukowski",2018,31.1
"2725",612000,"Powiat opolski",2018,15.3
"2726",613000,"Powiat parczewski",2018,36
"2727",614000,"Powiat puławski",2018,39.5
"2728",615000,"Powiat radzyński",2018,27.6
"2729",616000,"Powiat rycki",2018,21.8
"2730",617000,"Powiat świdnicki",2018,22.1
"2731",618000,"Powiat tomaszowski",2018,25.4
"2732",619000,"Powiat włodawski",2018,37.2
"2733",620000,"Powiat zamojski",2018,12.4
"2734",661000,"Powiat m.Biała Podlaska",2018,77.6
"2735",662000,"Powiat m.Chełm",2018,37.8
"2736",663000,"Powiat m.Lublin",2018,56.1
"2737",664000,"Powiat m.Zamość",2018,58.6
"2738",801000,"Powiat gorzowski",2018,53.8
"2739",802000,"Powiat krośnieński",2018,40.9
"2740",803000,"Powiat międzyrzecki",2018,52.7
"2741",804000,"Powiat nowosolski",2018,55
"2742",805000,"Powiat słubicki",2018,60.2
"2743",806000,"Powiat strzelecko-drezdenecki",2018,40.5
"2744",807000,"Powiat sulęciński",2018,48.1
"2745",808000,"Powiat świebodziński",2018,73.4
"2746",809000,"Powiat zielonogórski",2018,56.3
"2747",810000,"Powiat żagański",2018,55
"2748",811000,"Powiat żarski",2018,41.3
"2749",812000,"Powiat wschowski",2018,46.8
"2750",861000,"Powiat m.Gorzów Wielkopolski",2018,92.8
"2751",862000,"Powiat m.Zielona Góra",2018,50.5
"2752",1001000,"Powiat bełchatowski",2018,38.3
"2753",1002000,"Powiat kutnowski",2018,33.6
"2754",1003000,"Powiat łaski",2018,26.8
"2755",1004000,"Powiat łęczycki",2018,16.6
"2756",1005000,"Powiat łowicki",2018,27.2
"2757",1006000,"Powiat łódzki wschodni",2018,28.7
"2758",1007000,"Powiat opoczyński",2018,55.5
"2759",1008000,"Powiat pabianicki",2018,39.2
"2760",1009000,"Powiat pajęczański",2018,38.5
"2761",1010000,"Powiat piotrkowski",2018,25.4
"2762",1011000,"Powiat poddębicki",2018,19.4
"2763",1012000,"Powiat radomszczański",2018,35.3
"2764",1013000,"Powiat rawski",2018,18.3
"2765",1014000,"Powiat sieradzki",2018,30.8
"2766",1015000,"Powiat skierniewicki",2018,12.5
"2767",1016000,"Powiat tomaszowski",2018,39.6
"2768",1017000,"Powiat wieluński",2018,35.7
"2769",1018000,"Powiat wieruszowski",2018,48.6
"2770",1019000,"Powiat zduńskowolski",2018,47.8
"2771",1020000,"Powiat zgierski",2018,32.1
"2772",1021000,"Powiat brzeziński",2018,20.5
"2773",1061000,"Powiat m.Łódź",2018,52.2
"2774",1062000,"Powiat m.Piotrków Trybunalski",2018,49.8
"2775",1063000,"Powiat m.Skierniewice",2018,62.4
"2776",1201000,"Powiat bocheński",2018,51.7
"2777",1202000,"Powiat brzeski",2018,29.7
"2778",1203000,"Powiat chrzanowski",2018,40.9
"2779",1204000,"Powiat dąbrowski",2018,34
"2780",1205000,"Powiat gorlicki",2018,50.6
"2781",1206000,"Powiat krakowski",2018,51.3
"2782",1207000,"Powiat limanowski",2018,33.5
"2783",1208000,"Powiat miechowski",2018,15.5
"2784",1209000,"Powiat myślenicki",2018,52.2
"2785",1210000,"Powiat nowosądecki",2018,41.3
"2786",1211000,"Powiat nowotarski",2018,59.5
"2787",1212000,"Powiat olkuski",2018,35.6
"2788",1213000,"Powiat oświęcimski",2018,43.2
"2789",1214000,"Powiat proszowicki",2018,29.6
"2790",1215000,"Powiat suski",2018,33.5
"2791",1216000,"Powiat tarnowski",2018,47.5
"2792",1217000,"Powiat tatrzański",2018,55
"2793",1218000,"Powiat wadowicki",2018,41.8
"2794",1219000,"Powiat wielicki",2018,45.9
"2795",1261000,"Powiat m.Kraków",2018,73
"2796",1262000,"Powiat m.Nowy Sącz",2018,88.9
"2797",1263000,"Powiat m.Tarnów",2018,85.1
"2798",1401000,"Powiat białobrzeski",2018,20.9
"2799",1402000,"Powiat ciechanowski",2018,41.2
"2800",1403000,"Powiat garwoliński",2018,36.4
"2801",1404000,"Powiat gostyniński",2018,26.2
"2802",1405000,"Powiat grodziski",2018,50.5
"2803",1406000,"Powiat grójecki",2018,26.8
"2804",1407000,"Powiat kozienicki",2018,47.6
"2805",1408000,"Powiat legionowski",2018,38.8
"2806",1409000,"Powiat lipski",2018,15.1
"2807",1410000,"Powiat łosicki",2018,37.3
"2808",1411000,"Powiat makowski",2018,20.4
"2809",1412000,"Powiat miński",2018,47
"2810",1413000,"Powiat mławski",2018,36.3
"2811",1414000,"Powiat nowodworski",2018,35.4
"2812",1415000,"Powiat ostrołęcki",2018,24.5
"2813",1416000,"Powiat ostrowski",2018,28.1
"2814",1417000,"Powiat otwocki",2018,47.8
"2815",1418000,"Powiat piaseczyński",2018,65.4
"2816",1419000,"Powiat płocki",2018,28.8
"2817",1420000,"Powiat płoński",2018,19.3
"2818",1421000,"Powiat pruszkowski",2018,74.8
"2819",1422000,"Powiat przasnyski",2018,42.7
"2820",1423000,"Powiat przysuski",2018,29.3
"2821",1424000,"Powiat pułtuski",2018,23.3
"2822",1425000,"Powiat radomski",2018,30.1
"2823",1426000,"Powiat siedlecki",2018,36.6
"2824",1427000,"Powiat sierpecki",2018,29.6
"2825",1428000,"Powiat sochaczewski",2018,33.8
"2826",1429000,"Powiat sokołowski",2018,22.6
"2827",1430000,"Powiat szydłowiecki",2018,20.6
"2828",1432000,"Powiat warszawski zachodni",2018,57.1
"2829",1433000,"Powiat węgrowski",2018,27.1
"2830",1434000,"Powiat wołomiński",2018,55.9
"2831",1435000,"Powiat wyszkowski",2018,43.3
"2832",1436000,"Powiat zwoleński",2018,26.4
"2833",1437000,"Powiat żuromiński",2018,26.4
"2834",1438000,"Powiat żyrardowski",2018,35.1
"2835",1461000,"Powiat m.Ostrołęka",2018,75.1
"2836",1462000,"Powiat m.Płock",2018,43.5
"2837",1463000,"Powiat m.Radom",2018,55.2
"2838",1464000,"Powiat m.Siedlce",2018,51
"2839",1465000,"Powiat m. st. Warszawa",2018,61.7
"2840",1601000,"Powiat brzeski",2018,76.4
"2841",1602000,"Powiat głubczycki",2018,41.8
"2842",1603000,"Powiat kędzierzyńsko-kozielski",2018,72.7
"2843",1604000,"Powiat kluczborski",2018,51.7
"2844",1605000,"Powiat krapkowicki",2018,61.8
"2845",1606000,"Powiat namysłowski",2018,45.1
"2846",1607000,"Powiat nyski",2018,53.7
"2847",1608000,"Powiat oleski",2018,37.4
"2848",1609000,"Powiat opolski",2018,72.4
"2849",1610000,"Powiat prudnicki",2018,39.8
"2850",1611000,"Powiat strzelecki",2018,71.9
"2851",1661000,"Powiat m.Opole",2018,86.3
"2852",1801000,"Powiat bieszczadzki",2018,24
"2853",1802000,"Powiat brzozowski",2018,51.6
"2854",1803000,"Powiat dębicki",2018,56.6
"2855",1804000,"Powiat jarosławski",2018,64.9
"2856",1805000,"Powiat jasielski",2018,53
"2857",1806000,"Powiat kolbuszowski",2018,55.9
"2858",1807000,"Powiat krośnieński",2018,68.4
"2859",1808000,"Powiat leżajski",2018,58
"2860",1809000,"Powiat lubaczowski",2018,69.1
"2861",1810000,"Powiat łańcucki",2018,83.6
"2862",1811000,"Powiat mielecki",2018,51.8
"2863",1812000,"Powiat niżański",2018,61
"2864",1813000,"Powiat przemyski",2018,60.4
"2865",1814000,"Powiat przeworski",2018,74.6
"2866",1815000,"Powiat ropczycko-sędziszowski",2018,45.6
"2867",1816000,"Powiat rzeszowski",2018,70.6
"2868",1817000,"Powiat sanocki",2018,68.5
"2869",1818000,"Powiat stalowowolski",2018,38.6
"2870",1819000,"Powiat strzyżowski",2018,30.3
"2871",1820000,"Powiat tarnobrzeski",2018,64.8
"2872",1821000,"Powiat leski",2018,43.5
"2873",1861000,"Powiat m.Krosno",2018,88.4
"2874",1862000,"Powiat m.Przemyśl",2018,68.6
"2875",1863000,"Powiat m.Rzeszów",2018,88
"2876",1864000,"Powiat m.Tarnobrzeg",2018,97
"2877",2001000,"Powiat augustowski",2018,44
"2878",2002000,"Powiat białostocki",2018,45.9
"2879",2003000,"Powiat bielski",2018,31.2
"2880",2004000,"Powiat grajewski",2018,38.1
"2881",2005000,"Powiat hajnowski",2018,48.2
"2882",2006000,"Powiat kolneński",2018,21.1
"2883",2007000,"Powiat łomżyński",2018,15.6
"2884",2008000,"Powiat moniecki",2018,33
"2885",2009000,"Powiat sejneński",2018,14.4
"2886",2010000,"Powiat siemiatycki",2018,23.2
"2887",2011000,"Powiat sokólski",2018,25.9
"2888",2012000,"Powiat suwalski",2018,25.5
"2889",2013000,"Powiat wysokomazowiecki",2018,24.3
"2890",2014000,"Powiat zambrowski",2018,26.7
"2891",2061000,"Powiat m.Białystok",2018,82.7
"2892",2062000,"Powiat m.Łomża",2018,68.9
"2893",2063000,"Powiat m.Suwałki",2018,67.9
"2894",2201000,"Powiat bytowski",2018,68.3
"2895",2202000,"Powiat chojnicki",2018,76.3
"2896",2203000,"Powiat człuchowski",2018,66.1
"2897",2204000,"Powiat gdański",2018,78
"2898",2205000,"Powiat kartuski",2018,48.2
"2899",2206000,"Powiat kościerski",2018,66.6
"2900",2207000,"Powiat kwidzyński",2018,66.4
"2901",2208000,"Powiat lęborski",2018,56.3
"2902",2209000,"Powiat malborski",2018,77
"2903",2210000,"Powiat nowodworski",2018,65.3
"2904",2211000,"Powiat pucki",2018,84.6
"2905",2212000,"Powiat słupski",2018,75.2
"2906",2213000,"Powiat starogardzki",2018,42.9
"2907",2214000,"Powiat tczewski",2018,70.6
"2908",2215000,"Powiat wejherowski",2018,52.6
"2909",2216000,"Powiat sztumski",2018,46.1
"2910",2261000,"Powiat m.Gdańsk",2018,92.6
"2911",2262000,"Powiat m.Gdynia",2018,46.1
"2912",2263000,"Powiat m.Słupsk",2018,87.4
"2913",2264000,"Powiat m.Sopot",2018,100
"2914",2401000,"Powiat będziński",2018,48.2
"2915",2402000,"Powiat bielski",2018,46
"2916",2403000,"Powiat cieszyński",2018,50.2
"2917",2404000,"Powiat częstochowski",2018,37.3
"2918",2405000,"Powiat gliwicki",2018,42.3
"2919",2406000,"Powiat kłobucki",2018,47.6
"2920",2407000,"Powiat lubliniecki",2018,70.8
"2921",2408000,"Powiat mikołowski",2018,65.1
"2922",2409000,"Powiat myszkowski",2018,28.1
"2923",2410000,"Powiat pszczyński",2018,61.9
"2924",2411000,"Powiat raciborski",2018,37.6
"2925",2412000,"Powiat rybnicki",2018,34.2
"2926",2413000,"Powiat tarnogórski",2018,57.5
"2927",2414000,"Powiat bieruńsko-lędziński",2018,89.1
"2928",2415000,"Powiat wodzisławski",2018,53.3
"2929",2416000,"Powiat zawierciański",2018,30.2
"2930",2417000,"Powiat żywiecki",2018,77.7
"2931",2461000,"Powiat m.Bielsko-Biała",2018,75.2
"2932",2462000,"Powiat m.Bytom",2018,100
"2933",2463000,"Powiat m.Chorzów",2018,45.2
"2934",2464000,"Powiat m.Częstochowa",2018,66.8
"2935",2465000,"Powiat m.Dąbrowa Górnicza",2018,50.5
"2936",2466000,"Powiat m.Gliwice",2018,75.8
"2937",2467000,"Powiat m.Jastrzębie-Zdrój",2018,68.8
"2938",2468000,"Powiat m.Jaworzno",2018,50.1
"2939",2469000,"Powiat m.Katowice",2018,88.7
"2940",2470000,"Powiat m.Mysłowice",2018,77
"2941",2471000,"Powiat m.Piekary Śląskie",2018,90.5
"2942",2472000,"Powiat m.Ruda Śląska",2018,81.1
"2943",2473000,"Powiat m.Rybnik",2018,85.2
"2944",2474000,"Powiat m.Siemianowice Śląskie",2018,95
"2945",2475000,"Powiat m.Sosnowiec",2018,61.8
"2946",2476000,"Powiat m.Świętochłowice",2018,100
"2947",2477000,"Powiat m.Tychy",2018,100
"2948",2478000,"Powiat m.Zabrze",2018,93.7
"2949",2479000,"Powiat m.Żory",2018,84.3
"2950",2601000,"Powiat buski",2018,44.5
"2951",2602000,"Powiat jędrzejowski",2018,24.9
"2952",2603000,"Powiat kazimierski",2018,23
"2953",2604000,"Powiat kielecki",2018,49.6
"2954",2605000,"Powiat konecki",2018,39.3
"2955",2606000,"Powiat opatowski",2018,20.8
"2956",2607000,"Powiat ostrowiecki",2018,51.6
"2957",2608000,"Powiat pińczowski",2018,32.6
"2958",2609000,"Powiat sandomierski",2018,25.8
"2959",2610000,"Powiat skarżyski",2018,55.4
"2960",2611000,"Powiat starachowicki",2018,66.4
"2961",2612000,"Powiat staszowski",2018,42.3
"2962",2613000,"Powiat włoszczowski",2018,44.7
"2963",2661000,"Powiat m.Kielce",2018,82.7
"2964",2801000,"Powiat bartoszycki",2018,49.3
"2965",2802000,"Powiat braniewski",2018,46.1
"2966",2803000,"Powiat działdowski",2018,57.8
"2967",2804000,"Powiat elbląski",2018,32.8
"2968",2805000,"Powiat ełcki",2018,37.1
"2969",2806000,"Powiat giżycki",2018,66.4
"2970",2807000,"Powiat iławski",2018,58
"2971",2808000,"Powiat kętrzyński",2018,57.5
"2972",2809000,"Powiat lidzbarski",2018,40.8
"2973",2810000,"Powiat mrągowski",2018,58.6
"2974",2811000,"Powiat nidzicki",2018,50.9
"2975",2812000,"Powiat nowomiejski",2018,46.7
"2976",2813000,"Powiat olecki",2018,44.8
"2977",2814000,"Powiat olsztyński",2018,57.5
"2978",2815000,"Powiat ostródzki",2018,60.3
"2979",2816000,"Powiat piski",2018,57.4
"2980",2817000,"Powiat szczycieński",2018,47.2
"2981",2818000,"Powiat gołdapski",2018,46.8
"2982",2819000,"Powiat węgorzewski",2018,37.8
"2983",2861000,"Powiat m.Elbląg",2018,50.2
"2984",2862000,"Powiat m.Olsztyn",2018,99
"2985",3001000,"Powiat chodzieski",2018,76.2
"2986",3002000,"Powiat czarnkowsko-trzcianecki",2018,46.3
"2987",3003000,"Powiat gnieźnieński",2018,55.2
"2988",3004000,"Powiat gostyński",2018,63.1
"2989",3005000,"Powiat grodziski",2018,52.1
"2990",3006000,"Powiat jarociński",2018,72.6
"2991",3007000,"Powiat kaliski",2018,31.1
"2992",3008000,"Powiat kępiński",2018,61
"2993",3009000,"Powiat kolski",2018,29.7
"2994",3010000,"Powiat koniński",2018,35.7
"2995",3011000,"Powiat kościański",2018,65.7
"2996",3012000,"Powiat krotoszyński",2018,43.8
"2997",3013000,"Powiat leszczyński",2018,53.4
"2998",3014000,"Powiat międzychodzki",2018,53
"2999",3015000,"Powiat nowotomyski",2018,47.8
"3000",3016000,"Powiat obornicki",2018,58.8
"3001",3017000,"Powiat ostrowski",2018,48.6
"3002",3018000,"Powiat ostrzeszowski",2018,34.5
"3003",3019000,"Powiat pilski",2018,67.6
"3004",3020000,"Powiat pleszewski",2018,48.8
"3005",3021000,"Powiat poznański",2018,74.8
"3006",3022000,"Powiat rawicki",2018,64.5
"3007",3023000,"Powiat słupecki",2018,45.4
"3008",3024000,"Powiat szamotulski",2018,57.7
"3009",3025000,"Powiat średzki",2018,62
"3010",3026000,"Powiat śremski",2018,71.4
"3011",3027000,"Powiat turecki",2018,37
"3012",3028000,"Powiat wągrowiecki",2018,62.2
"3013",3029000,"Powiat wolsztyński",2018,76.7
"3014",3030000,"Powiat wrzesiński",2018,45.4
"3015",3031000,"Powiat złotowski",2018,62.4
"3016",3061000,"Powiat m.Kalisz",2018,70
"3017",3062000,"Powiat m.Konin",2018,55.2
"3018",3063000,"Powiat m.Leszno",2018,96.1
"3019",3064000,"Powiat m.Poznań",2018,93
"3020",3201000,"Powiat białogardzki",2018,84.6
"3021",3202000,"Powiat choszczeński",2018,59.8
"3022",3203000,"Powiat drawski",2018,60.9
"3023",3204000,"Powiat goleniowski",2018,55.5
"3024",3205000,"Powiat gryficki",2018,53.3
"3025",3206000,"Powiat gryfiński",2018,46.4
"3026",3207000,"Powiat kamieński",2018,48.2
"3027",3208000,"Powiat kołobrzeski",2018,89.8
"3028",3209000,"Powiat koszaliński",2018,59.4
"3029",3210000,"Powiat myśliborski",2018,51.4
"3030",3211000,"Powiat policki",2018,62.8
"3031",3212000,"Powiat pyrzycki",2018,47.2
"3032",3213000,"Powiat sławieński",2018,48.9
"3033",3214000,"Powiat stargardzki",2018,61.4
"3034",3215000,"Powiat szczecinecki",2018,70.7
"3035",3216000,"Powiat świdwiński",2018,67.3
"3036",3217000,"Powiat wałecki",2018,58.5
"3037",3218000,"Powiat łobeski",2018,43.4
"3038",3261000,"Powiat m.Koszalin",2018,82.7
"3039",3262000,"Powiat m.Szczecin",2018,65.1
"3040",3263000,"Powiat m.Świnoujście",2018,92.1
