"","Kod","Nazwa","rok","Liczba_lokali_mieszkalnych_sprzedanych_w_ramach_transakcji_rynkowych_ogolem_do_40_m2_szt"
"1901",201000,"Powiat bolesławiecki",2015,65
"1902",202000,"Powiat dzierżoniowski",2015,116
"1903",203000,"Powiat głogowski",2015,110
"1904",204000,"Powiat górowski",2015,0
"1905",205000,"Powiat jaworski",2015,15
"1906",206000,"Powiat jeleniogórski",2015,82
"1907",207000,"Powiat kamiennogórski",2015,38
"1908",208000,"Powiat kłodzki",2015,157
"1909",209000,"Powiat legnicki",2015,20
"1910",210000,"Powiat lubański",2015,55
"1911",211000,"Powiat lubiński",2015,113
"1912",212000,"Powiat lwówecki",2015,13
"1913",213000,"Powiat milicki",2015,18
"1914",214000,"Powiat oleśnicki",2015,43
"1915",215000,"Powiat oławski",2015,61
"1916",216000,"Powiat polkowicki",2015,46
"1917",217000,"Powiat strzeliński",2015,40
"1918",218000,"Powiat średzki",2015,12
"1919",219000,"Powiat świdnicki",2015,174
"1920",220000,"Powiat trzebnicki",2015,55
"1921",221000,"Powiat wałbrzyski",2015,83
"1922",222000,"Powiat wołowski",2015,45
"1923",223000,"Powiat wrocławski",2015,123
"1924",224000,"Powiat ząbkowicki",2015,36
"1925",225000,"Powiat zgorzelecki",2015,5
"1926",226000,"Powiat złotoryjski",2015,32
"1927",261000,"Powiat m.Jelenia Góra",2015,157
"1928",262000,"Powiat m.Legnica",2015,114
"1929",264000,"Powiat m.Wrocław",2015,2028
"1930",265000,"Powiat m.Wałbrzych od 2013",2015,211
"1931",401000,"Powiat aleksandrowski",2015,35
"1932",402000,"Powiat brodnicki",2015,46
"1933",403000,"Powiat bydgoski",2015,45
"1934",404000,"Powiat chełmiński",2015,33
"1935",405000,"Powiat golubsko-dobrzyński",2015,18
"1936",406000,"Powiat grudziądzki",2015,8
"1937",407000,"Powiat inowrocławski",2015,198
"1938",408000,"Powiat lipnowski",2015,17
"1939",409000,"Powiat mogileński",2015,16
"1940",410000,"Powiat nakielski",2015,38
"1941",411000,"Powiat radziejowski",2015,10
"1942",412000,"Powiat rypiński",2015,17
"1943",413000,"Powiat sępoleński",2015,11
"1944",414000,"Powiat świecki",2015,54
"1945",415000,"Powiat toruński",2015,26
"1946",416000,"Powiat tucholski",2015,7
"1947",417000,"Powiat wąbrzeski",2015,15
"1948",418000,"Powiat włocławski",2015,21
"1949",419000,"Powiat żniński",2015,27
"1950",461000,"Powiat m.Bydgoszcz",2015,695
"1951",462000,"Powiat m.Grudziądz",2015,124
"1952",463000,"Powiat m.Toruń",2015,188
"1953",464000,"Powiat m.Włocławek",2015,144
"1954",601000,"Powiat bialski",2015,3
"1955",602000,"Powiat biłgorajski",2015,9
"1956",603000,"Powiat chełmski",2015,6
"1957",604000,"Powiat hrubieszowski",2015,26
"1958",605000,"Powiat janowski",2015,9
"1959",606000,"Powiat krasnostawski",2015,15
"1960",607000,"Powiat kraśnicki",2015,20
"1961",608000,"Powiat lubartowski",2015,18
"1962",609000,"Powiat lubelski",2015,15
"1963",610000,"Powiat łęczyński",2015,4
"1964",611000,"Powiat łukowski",2015,17
"1965",612000,"Powiat opolski",2015,27
"1966",613000,"Powiat parczewski",2015,8
"1967",614000,"Powiat puławski",2015,62
"1968",615000,"Powiat radzyński",2015,26
"1969",616000,"Powiat rycki",2015,22
"1970",617000,"Powiat świdnicki",2015,18
"1971",618000,"Powiat tomaszowski",2015,23
"1972",619000,"Powiat włodawski",2015,19
"1973",620000,"Powiat zamojski",2015,3
"1974",661000,"Powiat m.Biała Podlaska",2015,32
"1975",662000,"Powiat m.Chełm",2015,57
"1976",663000,"Powiat m.Lublin",2015,520
"1977",664000,"Powiat m.Zamość",2015,63
"1978",801000,"Powiat gorzowski",2015,43
"1979",802000,"Powiat krośnieński",2015,28
"1980",803000,"Powiat międzyrzecki",2015,42
"1981",804000,"Powiat nowosolski",2015,50
"1982",805000,"Powiat słubicki",2015,56
"1983",806000,"Powiat strzelecko-drezdenecki",2015,35
"1984",807000,"Powiat sulęciński",2015,17
"1985",808000,"Powiat świebodziński",2015,54
"1986",809000,"Powiat zielonogórski",2015,41
"1987",810000,"Powiat żagański",2015,29
"1988",811000,"Powiat żarski",2015,87
"1989",812000,"Powiat wschowski",2015,12
"1990",861000,"Powiat m.Gorzów Wielkopolski",2015,290
"1991",862000,"Powiat m.Zielona Góra",2015,225
"1992",1001000,"Powiat bełchatowski",2015,51
"1993",1002000,"Powiat kutnowski",2015,16
"1994",1003000,"Powiat łaski",2015,9
"1995",1004000,"Powiat łęczycki",2015,19
"1996",1005000,"Powiat łowicki",2015,22
"1997",1006000,"Powiat łódzki wschodni",2015,9
"1998",1007000,"Powiat opoczyński",2015,24
"1999",1008000,"Powiat pabianicki",2015,50
"2000",1009000,"Powiat pajęczański",2015,7
"2001",1010000,"Powiat piotrkowski",2015,4
"2002",1011000,"Powiat poddębicki",2015,23
"2003",1012000,"Powiat radomszczański",2015,20
"2004",1013000,"Powiat rawski",2015,13
"2005",1014000,"Powiat sieradzki",2015,40
"2006",1015000,"Powiat skierniewicki",2015,0
"2007",1016000,"Powiat tomaszowski",2015,47
"2008",1017000,"Powiat wieluński",2015,5
"2009",1018000,"Powiat wieruszowski",2015,11
"2010",1019000,"Powiat zduńskowolski",2015,30
"2011",1020000,"Powiat zgierski",2015,97
"2012",1021000,"Powiat brzeziński",2015,6
"2013",1061000,"Powiat m.Łódź",2015,1365
"2014",1062000,"Powiat m.Piotrków Trybunalski",2015,56
"2015",1063000,"Powiat m.Skierniewice",2015,44
"2016",1201000,"Powiat bocheński",2015,34
"2017",1202000,"Powiat brzeski",2015,8
"2018",1203000,"Powiat chrzanowski",2015,59
"2019",1204000,"Powiat dąbrowski",2015,4
"2020",1205000,"Powiat gorlicki",2015,22
"2021",1206000,"Powiat krakowski",2015,34
"2022",1207000,"Powiat limanowski",2015,7
"2023",1208000,"Powiat miechowski",2015,13
"2024",1209000,"Powiat myślenicki",2015,11
"2025",1210000,"Powiat nowosądecki",2015,57
"2026",1211000,"Powiat nowotarski",2015,31
"2027",1212000,"Powiat olkuski",2015,55
"2028",1213000,"Powiat oświęcimski",2015,93
"2029",1214000,"Powiat proszowicki",2015,4
"2030",1215000,"Powiat suski",2015,15
"2031",1216000,"Powiat tarnowski",2015,0
"2032",1217000,"Powiat tatrzański",2015,50
"2033",1218000,"Powiat wadowicki",2015,34
"2034",1219000,"Powiat wielicki",2015,31
"2035",1261000,"Powiat m.Kraków",2015,3501
"2036",1262000,"Powiat m.Nowy Sącz",2015,62
"2037",1263000,"Powiat m.Tarnów",2015,77
"2038",1401000,"Powiat białobrzeski",2015,0
"2039",1402000,"Powiat ciechanowski",2015,55
"2040",1403000,"Powiat garwoliński",2015,0
"2041",1404000,"Powiat gostyniński",2015,13
"2042",1405000,"Powiat grodziski",2015,36
"2043",1406000,"Powiat grójecki",2015,11
"2044",1407000,"Powiat kozienicki",2015,31
"2045",1408000,"Powiat legionowski",2015,89
"2046",1409000,"Powiat lipski",2015,0
"2047",1410000,"Powiat łosicki",2015,15
"2048",1411000,"Powiat makowski",2015,0
"2049",1412000,"Powiat miński",2015,57
"2050",1413000,"Powiat mławski",2015,47
"2051",1414000,"Powiat nowodworski",2015,103
"2052",1415000,"Powiat ostrołęcki",2015,0
"2053",1416000,"Powiat ostrowski",2015,24
"2054",1417000,"Powiat otwocki",2015,34
"2055",1418000,"Powiat piaseczyński",2015,123
"2056",1419000,"Powiat płocki",2015,11
"2057",1420000,"Powiat płoński",2015,31
"2058",1421000,"Powiat pruszkowski",2015,100
"2059",1422000,"Powiat przasnyski",2015,23
"2060",1423000,"Powiat przysuski",2015,0
"2061",1424000,"Powiat pułtuski",2015,36
"2062",1425000,"Powiat radomski",2015,12
"2063",1426000,"Powiat siedlecki",2015,3
"2064",1427000,"Powiat sierpecki",2015,9
"2065",1428000,"Powiat sochaczewski",2015,40
"2066",1429000,"Powiat sokołowski",2015,25
"2067",1430000,"Powiat szydłowiecki",2015,6
"2068",1432000,"Powiat warszawski zachodni",2015,92
"2069",1433000,"Powiat węgrowski",2015,6
"2070",1434000,"Powiat wołomiński",2015,178
"2071",1435000,"Powiat wyszkowski",2015,17
"2072",1436000,"Powiat zwoleński",2015,3
"2073",1437000,"Powiat żuromiński",2015,5
"2074",1438000,"Powiat żyrardowski",2015,70
"2075",1461000,"Powiat m.Ostrołęka",2015,35
"2076",1462000,"Powiat m.Płock",2015,167
"2077",1463000,"Powiat m.Radom",2015,83
"2078",1464000,"Powiat m.Siedlce",2015,142
"2079",1465000,"Powiat m. st. Warszawa",2015,5322
"2080",1601000,"Powiat brzeski",2015,65
"2081",1602000,"Powiat głubczycki",2015,20
"2082",1603000,"Powiat kędzierzyńsko-kozielski",2015,78
"2083",1604000,"Powiat kluczborski",2015,37
"2084",1605000,"Powiat krapkowicki",2015,28
"2085",1606000,"Powiat namysłowski",2015,28
"2086",1607000,"Powiat nyski",2015,67
"2087",1608000,"Powiat oleski",2015,12
"2088",1609000,"Powiat opolski",2015,27
"2089",1610000,"Powiat prudnicki",2015,31
"2090",1611000,"Powiat strzelecki",2015,26
"2091",1661000,"Powiat m.Opole",2015,170
"2092",1801000,"Powiat bieszczadzki",2015,16
"2093",1802000,"Powiat brzozowski",2015,5
"2094",1803000,"Powiat dębicki",2015,32
"2095",1804000,"Powiat jarosławski",2015,39
"2096",1805000,"Powiat jasielski",2015,19
"2097",1806000,"Powiat kolbuszowski",2015,0
"2098",1807000,"Powiat krośnieński",2015,0
"2099",1808000,"Powiat leżajski",2015,16
"2100",1809000,"Powiat lubaczowski",2015,10
"2101",1810000,"Powiat łańcucki",2015,10
"2102",1811000,"Powiat mielecki",2015,38
"2103",1812000,"Powiat niżański",2015,3
"2104",1813000,"Powiat przemyski",2015,7
"2105",1814000,"Powiat przeworski",2015,3
"2106",1815000,"Powiat ropczycko-sędziszowski",2015,13
"2107",1816000,"Powiat rzeszowski",2015,18
"2108",1817000,"Powiat sanocki",2015,10
"2109",1818000,"Powiat stalowowolski",2015,76
"2110",1819000,"Powiat strzyżowski",2015,4
"2111",1820000,"Powiat tarnobrzeski",2015,13
"2112",1821000,"Powiat leski",2015,8
"2113",1861000,"Powiat m.Krosno",2015,42
"2114",1862000,"Powiat m.Przemyśl",2015,55
"2115",1863000,"Powiat m.Rzeszów",2015,459
"2116",1864000,"Powiat m.Tarnobrzeg",2015,13
"2117",2001000,"Powiat augustowski",2015,22
"2118",2002000,"Powiat białostocki",2015,51
"2119",2003000,"Powiat bielski",2015,0
"2120",2004000,"Powiat grajewski",2015,19
"2121",2005000,"Powiat hajnowski",2015,10
"2122",2006000,"Powiat kolneński",2015,10
"2123",2007000,"Powiat łomżyński",2015,0
"2124",2008000,"Powiat moniecki",2015,0
"2125",2009000,"Powiat sejneński",2015,4
"2126",2010000,"Powiat siemiatycki",2015,0
"2127",2011000,"Powiat sokólski",2015,14
"2128",2012000,"Powiat suwalski",2015,5
"2129",2013000,"Powiat wysokomazowiecki",2015,0
"2130",2014000,"Powiat zambrowski",2015,29
"2131",2061000,"Powiat m.Białystok",2015,670
"2132",2062000,"Powiat m.Łomża",2015,57
"2133",2063000,"Powiat m.Suwałki",2015,52
"2134",2201000,"Powiat bytowski",2015,24
"2135",2202000,"Powiat chojnicki",2015,28
"2136",2203000,"Powiat człuchowski",2015,42
"2137",2204000,"Powiat gdański",2015,129
"2138",2205000,"Powiat kartuski",2015,18
"2139",2206000,"Powiat kościerski",2015,27
"2140",2207000,"Powiat kwidzyński",2015,41
"2141",2208000,"Powiat lęborski",2015,97
"2142",2209000,"Powiat malborski",2015,67
"2143",2210000,"Powiat nowodworski",2015,87
"2144",2211000,"Powiat pucki",2015,138
"2145",2212000,"Powiat słupski",2015,57
"2146",2213000,"Powiat starogardzki",2015,73
"2147",2214000,"Powiat tczewski",2015,160
"2148",2215000,"Powiat wejherowski",2015,347
"2149",2216000,"Powiat sztumski",2015,32
"2150",2261000,"Powiat m.Gdańsk",2015,1442
"2151",2262000,"Powiat m.Gdynia",2015,401
"2152",2263000,"Powiat m.Słupsk",2015,138
"2153",2264000,"Powiat m.Sopot",2015,72
"2154",2401000,"Powiat będziński",2015,145
"2155",2402000,"Powiat bielski",2015,43
"2156",2403000,"Powiat cieszyński",2015,60
"2157",2404000,"Powiat częstochowski",2015,19
"2158",2405000,"Powiat gliwicki",2015,51
"2159",2406000,"Powiat kłobucki",2015,11
"2160",2407000,"Powiat lubliniecki",2015,6
"2161",2408000,"Powiat mikołowski",2015,30
"2162",2409000,"Powiat myszkowski",2015,26
"2163",2410000,"Powiat pszczyński",2015,30
"2164",2411000,"Powiat raciborski",2015,52
"2165",2412000,"Powiat rybnicki",2015,4
"2166",2413000,"Powiat tarnogórski",2015,63
"2167",2414000,"Powiat bieruńsko-lędziński",2015,41
"2168",2415000,"Powiat wodzisławski",2015,52
"2169",2416000,"Powiat zawierciański",2015,7
"2170",2417000,"Powiat żywiecki",2015,11
"2171",2461000,"Powiat m.Bielsko-Biała",2015,200
"2172",2462000,"Powiat m.Bytom",2015,264
"2173",2463000,"Powiat m.Chorzów",2015,105
"2174",2464000,"Powiat m.Częstochowa",2015,195
"2175",2465000,"Powiat m.Dąbrowa Górnicza",2015,122
"2176",2466000,"Powiat m.Gliwice",2015,252
"2177",2467000,"Powiat m.Jastrzębie-Zdrój",2015,42
"2178",2468000,"Powiat m.Jaworzno",2015,137
"2179",2469000,"Powiat m.Katowice",2015,314
"2180",2470000,"Powiat m.Mysłowice",2015,78
"2181",2471000,"Powiat m.Piekary Śląskie",2015,45
"2182",2472000,"Powiat m.Ruda Śląska",2015,106
"2183",2473000,"Powiat m.Rybnik",2015,44
"2184",2474000,"Powiat m.Siemianowice Śląskie",2015,101
"2185",2475000,"Powiat m.Sosnowiec",2015,197
"2186",2476000,"Powiat m.Świętochłowice",2015,65
"2187",2477000,"Powiat m.Tychy",2015,269
"2188",2478000,"Powiat m.Zabrze",2015,185
"2189",2479000,"Powiat m.Żory",2015,13
"2190",2601000,"Powiat buski",2015,15
"2191",2602000,"Powiat jędrzejowski",2015,21
"2192",2603000,"Powiat kazimierski",2015,0
"2193",2604000,"Powiat kielecki",2015,0
"2194",2605000,"Powiat konecki",2015,16
"2195",2606000,"Powiat opatowski",2015,7
"2196",2607000,"Powiat ostrowiecki",2015,31
"2197",2608000,"Powiat pińczowski",2015,12
"2198",2609000,"Powiat sandomierski",2015,18
"2199",2610000,"Powiat skarżyski",2015,25
"2200",2611000,"Powiat starachowicki",2015,51
"2201",2612000,"Powiat staszowski",2015,13
"2202",2613000,"Powiat włoszczowski",2015,16
"2203",2661000,"Powiat m.Kielce",2015,317
"2204",2801000,"Powiat bartoszycki",2015,43
"2205",2802000,"Powiat braniewski",2015,30
"2206",2803000,"Powiat działdowski",2015,63
"2207",2804000,"Powiat elbląski",2015,16
"2208",2805000,"Powiat ełcki",2015,88
"2209",2806000,"Powiat giżycki",2015,91
"2210",2807000,"Powiat iławski",2015,88
"2211",2808000,"Powiat kętrzyński",2015,62
"2212",2809000,"Powiat lidzbarski",2015,31
"2213",2810000,"Powiat mrągowski",2015,38
"2214",2811000,"Powiat nidzicki",2015,24
"2215",2812000,"Powiat nowomiejski",2015,15
"2216",2813000,"Powiat olecki",2015,20
"2217",2814000,"Powiat olsztyński",2015,80
"2218",2815000,"Powiat ostródzki",2015,109
"2219",2816000,"Powiat piski",2015,52
"2220",2817000,"Powiat szczycieński",2015,62
"2221",2818000,"Powiat gołdapski",2015,26
"2222",2819000,"Powiat węgorzewski",2015,20
"2223",2861000,"Powiat m.Elbląg",2015,176
"2224",2862000,"Powiat m.Olsztyn",2015,417
"2225",3001000,"Powiat chodzieski",2015,7
"2226",3002000,"Powiat czarnkowsko-trzcianecki",2015,24
"2227",3003000,"Powiat gnieźnieński",2015,49
"2228",3004000,"Powiat gostyński",2015,10
"2229",3005000,"Powiat grodziski",2015,13
"2230",3006000,"Powiat jarociński",2015,8
"2231",3007000,"Powiat kaliski",2015,5
"2232",3008000,"Powiat kępiński",2015,0
"2233",3009000,"Powiat kolski",2015,11
"2234",3010000,"Powiat koniński",2015,12
"2235",3011000,"Powiat kościański",2015,15
"2236",3012000,"Powiat krotoszyński",2015,28
"2237",3013000,"Powiat leszczyński",2015,4
"2238",3014000,"Powiat międzychodzki",2015,21
"2239",3015000,"Powiat nowotomyski",2015,22
"2240",3016000,"Powiat obornicki",2015,15
"2241",3017000,"Powiat ostrowski",2015,30
"2242",3018000,"Powiat ostrzeszowski",2015,5
"2243",3019000,"Powiat pilski",2015,113
"2244",3020000,"Powiat pleszewski",2015,12
"2245",3021000,"Powiat poznański",2015,193
"2246",3022000,"Powiat rawicki",2015,26
"2247",3023000,"Powiat słupecki",2015,7
"2248",3024000,"Powiat szamotulski",2015,5
"2249",3025000,"Powiat średzki",2015,7
"2250",3026000,"Powiat śremski",2015,12
"2251",3027000,"Powiat turecki",2015,40
"2252",3028000,"Powiat wągrowiecki",2015,35
"2253",3029000,"Powiat wolsztyński",2015,5
"2254",3030000,"Powiat wrzesiński",2015,46
"2255",3031000,"Powiat złotowski",2015,47
"2256",3061000,"Powiat m.Kalisz",2015,78
"2257",3062000,"Powiat m.Konin",2015,117
"2258",3063000,"Powiat m.Leszno",2015,32
"2259",3064000,"Powiat m.Poznań",2015,1608
"2260",3201000,"Powiat białogardzki",2015,35
"2261",3202000,"Powiat choszczeński",2015,25
"2262",3203000,"Powiat drawski",2015,26
"2263",3204000,"Powiat goleniowski",2015,70
"2264",3205000,"Powiat gryficki",2015,46
"2265",3206000,"Powiat gryfiński",2015,46
"2266",3207000,"Powiat kamieński",2015,55
"2267",3208000,"Powiat kołobrzeski",2015,159
"2268",3209000,"Powiat koszaliński",2015,53
"2269",3210000,"Powiat myśliborski",2015,41
"2270",3211000,"Powiat policki",2015,42
"2271",3212000,"Powiat pyrzycki",2015,26
"2272",3213000,"Powiat sławieński",2015,66
"2273",3214000,"Powiat stargardzki",2015,107
"2274",3215000,"Powiat szczecinecki",2015,70
"2275",3216000,"Powiat świdwiński",2015,25
"2276",3217000,"Powiat wałecki",2015,30
"2277",3218000,"Powiat łobeski",2015,19
"2278",3261000,"Powiat m.Koszalin",2015,148
"2279",3262000,"Powiat m.Szczecin",2015,715
"2280",3263000,"Powiat m.Świnoujście",2015,79
"2281",201000,"Powiat bolesławiecki",2016,121
"2282",202000,"Powiat dzierżoniowski",2016,111
"2283",203000,"Powiat głogowski",2016,111
"2284",204000,"Powiat górowski",2016,0
"2285",205000,"Powiat jaworski",2016,33
"2286",206000,"Powiat jeleniogórski",2016,63
"2287",207000,"Powiat kamiennogórski",2016,40
"2288",208000,"Powiat kłodzki",2016,155
"2289",209000,"Powiat legnicki",2016,27
"2290",210000,"Powiat lubański",2016,59
"2291",211000,"Powiat lubiński",2016,140
"2292",212000,"Powiat lwówecki",2016,21
"2293",213000,"Powiat milicki",2016,20
"2294",214000,"Powiat oleśnicki",2016,72
"2295",215000,"Powiat oławski",2016,89
"2296",216000,"Powiat polkowicki",2016,52
"2297",217000,"Powiat strzeliński",2016,41
"2298",218000,"Powiat średzki",2016,17
"2299",219000,"Powiat świdnicki",2016,186
"2300",220000,"Powiat trzebnicki",2016,56
"2301",221000,"Powiat wałbrzyski",2016,89
"2302",222000,"Powiat wołowski",2016,66
"2303",223000,"Powiat wrocławski",2016,161
"2304",224000,"Powiat ząbkowicki",2016,36
"2305",225000,"Powiat zgorzelecki",2016,34
"2306",226000,"Powiat złotoryjski",2016,36
"2307",261000,"Powiat m.Jelenia Góra",2016,209
"2308",262000,"Powiat m.Legnica",2016,133
"2309",264000,"Powiat m.Wrocław",2016,2413
"2310",265000,"Powiat m.Wałbrzych od 2013",2016,201
"2311",401000,"Powiat aleksandrowski",2016,52
"2312",402000,"Powiat brodnicki",2016,43
"2313",403000,"Powiat bydgoski",2016,23
"2314",404000,"Powiat chełmiński",2016,47
"2315",405000,"Powiat golubsko-dobrzyński",2016,18
"2316",406000,"Powiat grudziądzki",2016,7
"2317",407000,"Powiat inowrocławski",2016,171
"2318",408000,"Powiat lipnowski",2016,14
"2319",409000,"Powiat mogileński",2016,9
"2320",410000,"Powiat nakielski",2016,36
"2321",411000,"Powiat radziejowski",2016,8
"2322",412000,"Powiat rypiński",2016,16
"2323",413000,"Powiat sępoleński",2016,14
"2324",414000,"Powiat świecki",2016,37
"2325",415000,"Powiat toruński",2016,31
"2326",416000,"Powiat tucholski",2016,9
"2327",417000,"Powiat wąbrzeski",2016,19
"2328",418000,"Powiat włocławski",2016,18
"2329",419000,"Powiat żniński",2016,20
"2330",461000,"Powiat m.Bydgoszcz",2016,673
"2331",462000,"Powiat m.Grudziądz",2016,112
"2332",463000,"Powiat m.Toruń",2016,228
"2333",464000,"Powiat m.Włocławek",2016,107
"2334",601000,"Powiat bialski",2016,5
"2335",602000,"Powiat biłgorajski",2016,7
"2336",603000,"Powiat chełmski",2016,4
"2337",604000,"Powiat hrubieszowski",2016,26
"2338",605000,"Powiat janowski",2016,5
"2339",606000,"Powiat krasnostawski",2016,7
"2340",607000,"Powiat kraśnicki",2016,39
"2341",608000,"Powiat lubartowski",2016,30
"2342",609000,"Powiat lubelski",2016,19
"2343",610000,"Powiat łęczyński",2016,17
"2344",611000,"Powiat łukowski",2016,13
"2345",612000,"Powiat opolski",2016,21
"2346",613000,"Powiat parczewski",2016,6
"2347",614000,"Powiat puławski",2016,70
"2348",615000,"Powiat radzyński",2016,10
"2349",616000,"Powiat rycki",2016,12
"2350",617000,"Powiat świdnicki",2016,29
"2351",618000,"Powiat tomaszowski",2016,13
"2352",619000,"Powiat włodawski",2016,16
"2353",620000,"Powiat zamojski",2016,0
"2354",661000,"Powiat m.Biała Podlaska",2016,25
"2355",662000,"Powiat m.Chełm",2016,45
"2356",663000,"Powiat m.Lublin",2016,664
"2357",664000,"Powiat m.Zamość",2016,50
"2358",801000,"Powiat gorzowski",2016,55
"2359",802000,"Powiat krośnieński",2016,39
"2360",803000,"Powiat międzyrzecki",2016,53
"2361",804000,"Powiat nowosolski",2016,71
"2362",805000,"Powiat słubicki",2016,67
"2363",806000,"Powiat strzelecko-drezdenecki",2016,31
"2364",807000,"Powiat sulęciński",2016,32
"2365",808000,"Powiat świebodziński",2016,57
"2366",809000,"Powiat zielonogórski",2016,37
"2367",810000,"Powiat żagański",2016,76
"2368",811000,"Powiat żarski",2016,100
"2369",812000,"Powiat wschowski",2016,11
"2370",861000,"Powiat m.Gorzów Wielkopolski",2016,357
"2371",862000,"Powiat m.Zielona Góra",2016,243
"2372",1001000,"Powiat bełchatowski",2016,54
"2373",1002000,"Powiat kutnowski",2016,16
"2374",1003000,"Powiat łaski",2016,17
