"","Kod","Nazwa","rok","Liczba_lokali_mieszkalnych_sprzedanych_w_ramach_transakcji_rynkowych_rynek_pierwotny_do_40_m2_szt"
"11877",1006000,"Powiat łódzki wschodni",2016,0
"11878",1007000,"Powiat opoczyński",2016,0
"11879",1008000,"Powiat pabianicki",2016,7
"11880",1009000,"Powiat pajęczański",2016,4
"11881",1010000,"Powiat piotrkowski",2016,0
"11882",1011000,"Powiat poddębicki",2016,0
"11883",1012000,"Powiat radomszczański",2016,0
"11884",1013000,"Powiat rawski",2016,0
"11885",1014000,"Powiat sieradzki",2016,13
"11886",1015000,"Powiat skierniewicki",2016,0
"11887",1016000,"Powiat tomaszowski",2016,6
"11888",1017000,"Powiat wieluński",2016,0
"11889",1018000,"Powiat wieruszowski",2016,0
"11890",1019000,"Powiat zduńskowolski",2016,0
"11891",1020000,"Powiat zgierski",2016,0
"11892",1021000,"Powiat brzeziński",2016,13
"11893",1061000,"Powiat m.Łódź",2016,290
"11894",1062000,"Powiat m.Piotrków Trybunalski",2016,0
"11895",1063000,"Powiat m.Skierniewice",2016,0
"11896",1201000,"Powiat bocheński",2016,5
"11897",1202000,"Powiat brzeski",2016,3
"11898",1203000,"Powiat chrzanowski",2016,0
"11899",1204000,"Powiat dąbrowski",2016,0
"11900",1205000,"Powiat gorlicki",2016,3
"11901",1206000,"Powiat krakowski",2016,12
"11902",1207000,"Powiat limanowski",2016,0
"11903",1208000,"Powiat miechowski",2016,0
"11904",1209000,"Powiat myślenicki",2016,0
"11905",1210000,"Powiat nowosądecki",2016,37
"11906",1211000,"Powiat nowotarski",2016,3
"11907",1212000,"Powiat olkuski",2016,0
"11908",1213000,"Powiat oświęcimski",2016,7
"11909",1214000,"Powiat proszowicki",2016,0
"11910",1215000,"Powiat suski",2016,0
"11911",1216000,"Powiat tarnowski",2016,0
"11912",1217000,"Powiat tatrzański",2016,0
"11913",1218000,"Powiat wadowicki",2016,6
"11914",1219000,"Powiat wielicki",2016,12
"11915",1261000,"Powiat m.Kraków",2016,2030
"11916",1262000,"Powiat m.Nowy Sącz",2016,3
"11917",1263000,"Powiat m.Tarnów",2016,16
"11918",1401000,"Powiat białobrzeski",2016,0
"11919",1402000,"Powiat ciechanowski",2016,29
"11920",1403000,"Powiat garwoliński",2016,0
"11921",1404000,"Powiat gostyniński",2016,0
"11922",1405000,"Powiat grodziski",2016,9
"11923",1406000,"Powiat grójecki",2016,11
"11924",1407000,"Powiat kozienicki",2016,5
"11925",1408000,"Powiat legionowski",2016,56
"11926",1409000,"Powiat lipski",2016,0
"11927",1410000,"Powiat łosicki",2016,0
"11928",1411000,"Powiat makowski",2016,0
"11929",1412000,"Powiat miński",2016,35
"11930",1413000,"Powiat mławski",2016,28
"11931",1414000,"Powiat nowodworski",2016,71
"11932",1415000,"Powiat ostrołęcki",2016,0
"11933",1416000,"Powiat ostrowski",2016,0
"11934",1417000,"Powiat otwocki",2016,10
"11935",1418000,"Powiat piaseczyński",2016,9
"11936",1419000,"Powiat płocki",2016,0
"11937",1420000,"Powiat płoński",2016,18
"11938",1421000,"Powiat pruszkowski",2016,76
"11939",1422000,"Powiat przasnyski",2016,0
"11940",1423000,"Powiat przysuski",2016,0
"11941",1424000,"Powiat pułtuski",2016,13
"11942",1425000,"Powiat radomski",2016,0
"11943",1426000,"Powiat siedlecki",2016,0
"11944",1427000,"Powiat sierpecki",2016,0
"11945",1428000,"Powiat sochaczewski",2016,3
"11946",1429000,"Powiat sokołowski",2016,5
"11947",1430000,"Powiat szydłowiecki",2016,0
"11948",1432000,"Powiat warszawski zachodni",2016,24
"11949",1433000,"Powiat węgrowski",2016,0
"11950",1434000,"Powiat wołomiński",2016,99
"11951",1435000,"Powiat wyszkowski",2016,0
"11952",1436000,"Powiat zwoleński",2016,0
"11953",1437000,"Powiat żuromiński",2016,5
"11954",1438000,"Powiat żyrardowski",2016,15
"11955",1461000,"Powiat m.Ostrołęka",2016,12
"11956",1462000,"Powiat m.Płock",2016,26
"11957",1463000,"Powiat m.Radom",2016,41
"11958",1464000,"Powiat m.Siedlce",2016,71
"11959",1465000,"Powiat m. st. Warszawa",2016,2355
"11960",1601000,"Powiat brzeski",2016,0
"11961",1602000,"Powiat głubczycki",2016,0
"11962",1603000,"Powiat kędzierzyńsko-kozielski",2016,0
"11963",1604000,"Powiat kluczborski",2016,0
"11964",1605000,"Powiat krapkowicki",2016,0
"11965",1606000,"Powiat namysłowski",2016,0
"11966",1607000,"Powiat nyski",2016,6
"11967",1608000,"Powiat oleski",2016,0
"11968",1609000,"Powiat opolski",2016,0
"11969",1610000,"Powiat prudnicki",2016,0
"11970",1611000,"Powiat strzelecki",2016,0
"11971",1661000,"Powiat m.Opole",2016,35
"11972",1801000,"Powiat bieszczadzki",2016,0
"11973",1802000,"Powiat brzozowski",2016,0
"11974",1803000,"Powiat dębicki",2016,0
"11975",1804000,"Powiat jarosławski",2016,12
"11976",1805000,"Powiat jasielski",2016,4
"11977",1806000,"Powiat kolbuszowski",2016,0
"11978",1807000,"Powiat krośnieński",2016,0
"11979",1808000,"Powiat leżajski",2016,0
"11980",1809000,"Powiat lubaczowski",2016,0
"11981",1810000,"Powiat łańcucki",2016,0
"11982",1811000,"Powiat mielecki",2016,5
"11983",1812000,"Powiat niżański",2016,0
"11984",1813000,"Powiat przemyski",2016,0
"11985",1814000,"Powiat przeworski",2016,0
"11986",1815000,"Powiat ropczycko-sędziszowski",2016,10
"11987",1816000,"Powiat rzeszowski",2016,20
"11988",1817000,"Powiat sanocki",2016,0
"11989",1818000,"Powiat stalowowolski",2016,0
"11990",1819000,"Powiat strzyżowski",2016,0
"11991",1820000,"Powiat tarnobrzeski",2016,0
"11992",1821000,"Powiat leski",2016,0
"11993",1861000,"Powiat m.Krosno",2016,4
"11994",1862000,"Powiat m.Przemyśl",2016,0
"11995",1863000,"Powiat m.Rzeszów",2016,78
"11996",1864000,"Powiat m.Tarnobrzeg",2016,0
"11997",2001000,"Powiat augustowski",2016,0
"11998",2002000,"Powiat białostocki",2016,24
"11999",2003000,"Powiat bielski",2016,0
"12000",2004000,"Powiat grajewski",2016,6
"12001",2005000,"Powiat hajnowski",2016,0
"12002",2006000,"Powiat kolneński",2016,0
"12003",2007000,"Powiat łomżyński",2016,0
"12004",2008000,"Powiat moniecki",2016,0
"12005",2009000,"Powiat sejneński",2016,0
"12006",2010000,"Powiat siemiatycki",2016,0
"12007",2011000,"Powiat sokólski",2016,0
"12008",2012000,"Powiat suwalski",2016,0
"12009",2013000,"Powiat wysokomazowiecki",2016,0
"12010",2014000,"Powiat zambrowski",2016,3
"12011",2061000,"Powiat m.Białystok",2016,346
"12012",2062000,"Powiat m.Łomża",2016,24
"12013",2063000,"Powiat m.Suwałki",2016,0
"12014",2201000,"Powiat bytowski",2016,0
"12015",2202000,"Powiat chojnicki",2016,0
"12016",2203000,"Powiat człuchowski",2016,0
"12017",2204000,"Powiat gdański",2016,90
"12018",2205000,"Powiat kartuski",2016,3
"12019",2206000,"Powiat kościerski",2016,0
"12020",2207000,"Powiat kwidzyński",2016,0
"12021",2208000,"Powiat lęborski",2016,7
"12022",2209000,"Powiat malborski",2016,17
"12023",2210000,"Powiat nowodworski",2016,58
"12024",2211000,"Powiat pucki",2016,54
"12025",2212000,"Powiat słupski",2016,24
"12026",2213000,"Powiat starogardzki",2016,8
"12027",2214000,"Powiat tczewski",2016,49
"12028",2215000,"Powiat wejherowski",2016,136
"12029",2216000,"Powiat sztumski",2016,0
"12030",2261000,"Powiat m.Gdańsk",2016,1121
"12031",2262000,"Powiat m.Gdynia",2016,31
"12032",2263000,"Powiat m.Słupsk",2016,16
"12033",2264000,"Powiat m.Sopot",2016,17
"12034",2401000,"Powiat będziński",2016,6
"12035",2402000,"Powiat bielski",2016,21
"12036",2403000,"Powiat cieszyński",2016,16
"12037",2404000,"Powiat częstochowski",2016,0
"12038",2405000,"Powiat gliwicki",2016,0
"12039",2406000,"Powiat kłobucki",2016,0
"12040",2407000,"Powiat lubliniecki",2016,0
"12041",2408000,"Powiat mikołowski",2016,0
"12042",2409000,"Powiat myszkowski",2016,0
"12043",2410000,"Powiat pszczyński",2016,9
"12044",2411000,"Powiat raciborski",2016,0
"12045",2412000,"Powiat rybnicki",2016,0
"12046",2413000,"Powiat tarnogórski",2016,0
"12047",2414000,"Powiat bieruńsko-lędziński",2016,7
"12048",2415000,"Powiat wodzisławski",2016,0
"12049",2416000,"Powiat zawierciański",2016,0
"12050",2417000,"Powiat żywiecki",2016,0
"12051",2461000,"Powiat m.Bielsko-Biała",2016,17
"12052",2462000,"Powiat m.Bytom",2016,3
"12053",2463000,"Powiat m.Chorzów",2016,14
"12054",2464000,"Powiat m.Częstochowa",2016,11
"12055",2465000,"Powiat m.Dąbrowa Górnicza",2016,11
"12056",2466000,"Powiat m.Gliwice",2016,27
"12057",2467000,"Powiat m.Jastrzębie-Zdrój",2016,0
"12058",2468000,"Powiat m.Jaworzno",2016,7
"12059",2469000,"Powiat m.Katowice",2016,26
"12060",2470000,"Powiat m.Mysłowice",2016,0
"12061",2471000,"Powiat m.Piekary Śląskie",2016,0
"12062",2472000,"Powiat m.Ruda Śląska",2016,10
"12063",2473000,"Powiat m.Rybnik",2016,4
"12064",2474000,"Powiat m.Siemianowice Śląskie",2016,29
"12065",2475000,"Powiat m.Sosnowiec",2016,3
"12066",2476000,"Powiat m.Świętochłowice",2016,5
"12067",2477000,"Powiat m.Tychy",2016,20
"12068",2478000,"Powiat m.Zabrze",2016,0
"12069",2479000,"Powiat m.Żory",2016,0
"12070",2601000,"Powiat buski",2016,0
"12071",2602000,"Powiat jędrzejowski",2016,0
"12072",2603000,"Powiat kazimierski",2016,0
"12073",2604000,"Powiat kielecki",2016,0
"12074",2605000,"Powiat konecki",2016,0
"12075",2606000,"Powiat opatowski",2016,0
"12076",2607000,"Powiat ostrowiecki",2016,0
"12077",2608000,"Powiat pińczowski",2016,0
"12078",2609000,"Powiat sandomierski",2016,0
"12079",2610000,"Powiat skarżyski",2016,0
"12080",2611000,"Powiat starachowicki",2016,0
"12081",2612000,"Powiat staszowski",2016,0
"12082",2613000,"Powiat włoszczowski",2016,0
"12083",2661000,"Powiat m.Kielce",2016,144
"12084",2801000,"Powiat bartoszycki",2016,0
"12085",2802000,"Powiat braniewski",2016,5
"12086",2803000,"Powiat działdowski",2016,16
"12087",2804000,"Powiat elbląski",2016,0
"12088",2805000,"Powiat ełcki",2016,6
"12089",2806000,"Powiat giżycki",2016,8
"12090",2807000,"Powiat iławski",2016,35
"12091",2808000,"Powiat kętrzyński",2016,0
"12092",2809000,"Powiat lidzbarski",2016,0
"12093",2810000,"Powiat mrągowski",2016,0
"12094",2811000,"Powiat nidzicki",2016,7
"12095",2812000,"Powiat nowomiejski",2016,0
"12096",2813000,"Powiat olecki",2016,4
"12097",2814000,"Powiat olsztyński",2016,72
"12098",2815000,"Powiat ostródzki",2016,14
"12099",2816000,"Powiat piski",2016,15
"12100",2817000,"Powiat szczycieński",2016,20
"12101",2818000,"Powiat gołdapski",2016,3
"12102",2819000,"Powiat węgorzewski",2016,0
"12103",2861000,"Powiat m.Elbląg",2016,3
"12104",2862000,"Powiat m.Olsztyn",2016,57
"12105",3001000,"Powiat chodzieski",2016,0
"12106",3002000,"Powiat czarnkowsko-trzcianecki",2016,0
"12107",3003000,"Powiat gnieźnieński",2016,15
"12108",3004000,"Powiat gostyński",2016,16
"12109",3005000,"Powiat grodziski",2016,8
"12110",3006000,"Powiat jarociński",2016,0
"12111",3007000,"Powiat kaliski",2016,0
"12112",3008000,"Powiat kępiński",2016,0
"12113",3009000,"Powiat kolski",2016,3
"12114",3010000,"Powiat koniński",2016,0
"12115",3011000,"Powiat kościański",2016,15
"12116",3012000,"Powiat krotoszyński",2016,5
"12117",3013000,"Powiat leszczyński",2016,0
"12118",3014000,"Powiat międzychodzki",2016,0
"12119",3015000,"Powiat nowotomyski",2016,0
"12120",3016000,"Powiat obornicki",2016,10
"12121",3017000,"Powiat ostrowski",2016,0
"12122",3018000,"Powiat ostrzeszowski",2016,0
"12123",3019000,"Powiat pilski",2016,48
"12124",3020000,"Powiat pleszewski",2016,0
"12125",3021000,"Powiat poznański",2016,41
"12126",3022000,"Powiat rawicki",2016,11
"12127",3023000,"Powiat słupecki",2016,0
"12128",3024000,"Powiat szamotulski",2016,41
"12129",3025000,"Powiat średzki",2016,47
"12130",3026000,"Powiat śremski",2016,0
"12131",3027000,"Powiat turecki",2016,0
"12132",3028000,"Powiat wągrowiecki",2016,14
"12133",3029000,"Powiat wolsztyński",2016,0
"12134",3030000,"Powiat wrzesiński",2016,46
"12135",3031000,"Powiat złotowski",2016,4
"12136",3061000,"Powiat m.Kalisz",2016,10
"12137",3062000,"Powiat m.Konin",2016,13
"12138",3063000,"Powiat m.Leszno",2016,15
"12139",3064000,"Powiat m.Poznań",2016,851
"12140",3201000,"Powiat białogardzki",2016,0
"12141",3202000,"Powiat choszczeński",2016,0
"12142",3203000,"Powiat drawski",2016,0
"12143",3204000,"Powiat goleniowski",2016,0
"12144",3205000,"Powiat gryficki",2016,0
"12145",3206000,"Powiat gryfiński",2016,5
"12146",3207000,"Powiat kamieński",2016,27
"12147",3208000,"Powiat kołobrzeski",2016,57
"12148",3209000,"Powiat koszaliński",2016,40
"12149",3210000,"Powiat myśliborski",2016,4
"12150",3211000,"Powiat policki",2016,8
"12151",3212000,"Powiat pyrzycki",2016,0
"12152",3213000,"Powiat sławieński",2016,0
"12153",3214000,"Powiat stargardzki",2016,6
"12154",3215000,"Powiat szczecinecki",2016,0
"12155",3216000,"Powiat świdwiński",2016,0
"12156",3217000,"Powiat wałecki",2016,0
"12157",3218000,"Powiat łobeski",2016,0
"12158",3261000,"Powiat m.Koszalin",2016,3
"12159",3262000,"Powiat m.Szczecin",2016,340
"12160",3263000,"Powiat m.Świnoujście",2016,0
"12161",201000,"Powiat bolesławiecki",2017,0
"12162",202000,"Powiat dzierżoniowski",2017,0
"12163",203000,"Powiat głogowski",2017,3
"12164",204000,"Powiat górowski",2017,0
"12165",205000,"Powiat jaworski",2017,0
"12166",206000,"Powiat jeleniogórski",2017,14
"12167",207000,"Powiat kamiennogórski",2017,0
"12168",208000,"Powiat kłodzki",2017,61
"12169",209000,"Powiat legnicki",2017,0
"12170",210000,"Powiat lubański",2017,10
"12171",211000,"Powiat lubiński",2017,20
"12172",212000,"Powiat lwówecki",2017,0
"12173",213000,"Powiat milicki",2017,0
"12174",214000,"Powiat oleśnicki",2017,11
"12175",215000,"Powiat oławski",2017,28
"12176",216000,"Powiat polkowicki",2017,0
"12177",217000,"Powiat strzeliński",2017,5
"12178",218000,"Powiat średzki",2017,13
"12179",219000,"Powiat świdnicki",2017,5
"12180",220000,"Powiat trzebnicki",2017,6
"12181",221000,"Powiat wałbrzyski",2017,0
"12182",222000,"Powiat wołowski",2017,10
"12183",223000,"Powiat wrocławski",2017,87
"12184",224000,"Powiat ząbkowicki",2017,0
"12185",225000,"Powiat zgorzelecki",2017,0
"12186",226000,"Powiat złotoryjski",2017,0
"12187",261000,"Powiat m.Jelenia Góra",2017,23
"12188",262000,"Powiat m.Legnica",2017,19
"12189",264000,"Powiat m.Wrocław",2017,1359
"12190",265000,"Powiat m.Wałbrzych od 2013",2017,0
"12191",401000,"Powiat aleksandrowski",2017,8
"12192",402000,"Powiat brodnicki",2017,28
"12193",403000,"Powiat bydgoski",2017,3
"12194",404000,"Powiat chełmiński",2017,0
"12195",405000,"Powiat golubsko-dobrzyński",2017,4
"12196",406000,"Powiat grudziądzki",2017,0
"12197",407000,"Powiat inowrocławski",2017,22
"12198",408000,"Powiat lipnowski",2017,0
"12199",409000,"Powiat mogileński",2017,0
"12200",410000,"Powiat nakielski",2017,0
"12201",411000,"Powiat radziejowski",2017,0
"12202",412000,"Powiat rypiński",2017,0
"12203",413000,"Powiat sępoleński",2017,0
"12204",414000,"Powiat świecki",2017,0
"12205",415000,"Powiat toruński",2017,4
"12206",416000,"Powiat tucholski",2017,0
"12207",417000,"Powiat wąbrzeski",2017,0
"12208",418000,"Powiat włocławski",2017,3
"12209",419000,"Powiat żniński",2017,3
"12210",461000,"Powiat m.Bydgoszcz",2017,284
"12211",462000,"Powiat m.Grudziądz",2017,5
"12212",463000,"Powiat m.Toruń",2017,105
"12213",464000,"Powiat m.Włocławek",2017,22
"12214",601000,"Powiat bialski",2017,0
"12215",602000,"Powiat biłgorajski",2017,4
"12216",603000,"Powiat chełmski",2017,0
"12217",604000,"Powiat hrubieszowski",2017,0
"12218",605000,"Powiat janowski",2017,0
"12219",606000,"Powiat krasnostawski",2017,0
"12220",607000,"Powiat kraśnicki",2017,0
"12221",608000,"Powiat lubartowski",2017,0
"12222",609000,"Powiat lubelski",2017,6
"12223",610000,"Powiat łęczyński",2017,5
"12224",611000,"Powiat łukowski",2017,0
"12225",612000,"Powiat opolski",2017,0
"12226",613000,"Powiat parczewski",2017,0
"12227",614000,"Powiat puławski",2017,14
"12228",615000,"Powiat radzyński",2017,0
"12229",616000,"Powiat rycki",2017,0
"12230",617000,"Powiat świdnicki",2017,0
"12231",618000,"Powiat tomaszowski",2017,0
"12232",619000,"Powiat włodawski",2017,0
"12233",620000,"Powiat zamojski",2017,0
"12234",661000,"Powiat m.Biała Podlaska",2017,16
"12235",662000,"Powiat m.Chełm",2017,0
"12236",663000,"Powiat m.Lublin",2017,424
"12237",664000,"Powiat m.Zamość",2017,28
"12238",801000,"Powiat gorzowski",2017,7
"12239",802000,"Powiat krośnieński",2017,0
"12240",803000,"Powiat międzyrzecki",2017,9
"12241",804000,"Powiat nowosolski",2017,0
"12242",805000,"Powiat słubicki",2017,39
"12243",806000,"Powiat strzelecko-drezdenecki",2017,3
"12244",807000,"Powiat sulęciński",2017,0
"12245",808000,"Powiat świebodziński",2017,30
"12246",809000,"Powiat zielonogórski",2017,0
"12247",810000,"Powiat żagański",2017,0
"12248",811000,"Powiat żarski",2017,12
"12249",812000,"Powiat wschowski",2017,0
"12250",861000,"Powiat m.Gorzów Wielkopolski",2017,135
"12251",862000,"Powiat m.Zielona Góra",2017,21
"12252",1001000,"Powiat bełchatowski",2017,4
"12253",1002000,"Powiat kutnowski",2017,0
"12254",1003000,"Powiat łaski",2017,0
"12255",1004000,"Powiat łęczycki",2017,0
"12256",1005000,"Powiat łowicki",2017,7
"12257",1006000,"Powiat łódzki wschodni",2017,0
"12258",1007000,"Powiat opoczyński",2017,0
"12259",1008000,"Powiat pabianicki",2017,4
"12260",1009000,"Powiat pajęczański",2017,0
"12261",1010000,"Powiat piotrkowski",2017,0
"12262",1011000,"Powiat poddębicki",2017,6
"12263",1012000,"Powiat radomszczański",2017,9
"12264",1013000,"Powiat rawski",2017,0
"12265",1014000,"Powiat sieradzki",2017,0
"12266",1015000,"Powiat skierniewicki",2017,0
"12267",1016000,"Powiat tomaszowski",2017,0
"12268",1017000,"Powiat wieluński",2017,0
"12269",1018000,"Powiat wieruszowski",2017,0
"12270",1019000,"Powiat zduńskowolski",2017,0
"12271",1020000,"Powiat zgierski",2017,4
"12272",1021000,"Powiat brzeziński",2017,0
"12273",1061000,"Powiat m.Łódź",2017,394
"12274",1062000,"Powiat m.Piotrków Trybunalski",2017,4
"12275",1063000,"Powiat m.Skierniewice",2017,3
"12276",1201000,"Powiat bocheński",2017,14
"12277",1202000,"Powiat brzeski",2017,0
"12278",1203000,"Powiat chrzanowski",2017,0
"12279",1204000,"Powiat dąbrowski",2017,0
"12280",1205000,"Powiat gorlicki",2017,0
"12281",1206000,"Powiat krakowski",2017,0
"12282",1207000,"Powiat limanowski",2017,0
"12283",1208000,"Powiat miechowski",2017,0
"12284",1209000,"Powiat myślenicki",2017,17
"12285",1210000,"Powiat nowosądecki",2017,36
"12286",1211000,"Powiat nowotarski",2017,0
"12287",1212000,"Powiat olkuski",2017,0
"12288",1213000,"Powiat oświęcimski",2017,11
"12289",1214000,"Powiat proszowicki",2017,0
"12290",1215000,"Powiat suski",2017,0
"12291",1216000,"Powiat tarnowski",2017,0
"12292",1217000,"Powiat tatrzański",2017,11
"12293",1218000,"Powiat wadowicki",2017,3
"12294",1219000,"Powiat wielicki",2017,56
"12295",1261000,"Powiat m.Kraków",2017,1777
"12296",1262000,"Powiat m.Nowy Sącz",2017,0
"12297",1263000,"Powiat m.Tarnów",2017,12
"12298",1401000,"Powiat białobrzeski",2017,0
"12299",1402000,"Powiat ciechanowski",2017,33
"12300",1403000,"Powiat garwoliński",2017,0
"12301",1404000,"Powiat gostyniński",2017,0
"12302",1405000,"Powiat grodziski",2017,9
"12303",1406000,"Powiat grójecki",2017,12
"12304",1407000,"Powiat kozienicki",2017,0
"12305",1408000,"Powiat legionowski",2017,51
"12306",1409000,"Powiat lipski",2017,0
"12307",1410000,"Powiat łosicki",2017,0
"12308",1411000,"Powiat makowski",2017,0
"12309",1412000,"Powiat miński",2017,54
"12310",1413000,"Powiat mławski",2017,48
"12311",1414000,"Powiat nowodworski",2017,40
"12312",1415000,"Powiat ostrołęcki",2017,0
"12313",1416000,"Powiat ostrowski",2017,0
"12314",1417000,"Powiat otwocki",2017,17
"12315",1418000,"Powiat piaseczyński",2017,0
"12316",1419000,"Powiat płocki",2017,0
"12317",1420000,"Powiat płoński",2017,5
"12318",1421000,"Powiat pruszkowski",2017,256
"12319",1422000,"Powiat przasnyski",2017,3
"12320",1423000,"Powiat przysuski",2017,0
"12321",1424000,"Powiat pułtuski",2017,15
"12322",1425000,"Powiat radomski",2017,0
"12323",1426000,"Powiat siedlecki",2017,0
"12324",1427000,"Powiat sierpecki",2017,5
"12325",1428000,"Powiat sochaczewski",2017,0
"12326",1429000,"Powiat sokołowski",2017,5
"12327",1430000,"Powiat szydłowiecki",2017,3
"12328",1432000,"Powiat warszawski zachodni",2017,14
"12329",1433000,"Powiat węgrowski",2017,0
"12330",1434000,"Powiat wołomiński",2017,92
"12331",1435000,"Powiat wyszkowski",2017,20
"12332",1436000,"Powiat zwoleński",2017,0
"12333",1437000,"Powiat żuromiński",2017,9
"12334",1438000,"Powiat żyrardowski",2017,29
"12335",1461000,"Powiat m.Ostrołęka",2017,18
"12336",1462000,"Powiat m.Płock",2017,131
"12337",1463000,"Powiat m.Radom",2017,41
"12338",1464000,"Powiat m.Siedlce",2017,59
"12339",1465000,"Powiat m. st. Warszawa",2017,1919
"12340",1601000,"Powiat brzeski",2017,17
"12341",1602000,"Powiat głubczycki",2017,0
"12342",1603000,"Powiat kędzierzyńsko-kozielski",2017,0
"12343",1604000,"Powiat kluczborski",2017,4
"12344",1605000,"Powiat krapkowicki",2017,6
"12345",1606000,"Powiat namysłowski",2017,0
"12346",1607000,"Powiat nyski",2017,3
"12347",1608000,"Powiat oleski",2017,0
"12348",1609000,"Powiat opolski",2017,0
"12349",1610000,"Powiat prudnicki",2017,0
"12350",1611000,"Powiat strzelecki",2017,0
"12351",1661000,"Powiat m.Opole",2017,18
"12352",1801000,"Powiat bieszczadzki",2017,0
