"","Kod","Nazwa","rok","Liczba_lokali_mieszkalnych_sprzedanych_w_ramach_transakcji_rynkowych_rynek_pierwotny_ogolem_szt"
"10457",1806000,"Powiat kolbuszowski",2017,4
"10458",1807000,"Powiat krośnieński",2017,18
"10459",1808000,"Powiat leżajski",2017,0
"10460",1809000,"Powiat lubaczowski",2017,0
"10461",1810000,"Powiat łańcucki",2017,43
"10462",1811000,"Powiat mielecki",2017,52
"10463",1812000,"Powiat niżański",2017,0
"10464",1813000,"Powiat przemyski",2017,0
"10465",1814000,"Powiat przeworski",2017,0
"10466",1815000,"Powiat ropczycko-sędziszowski",2017,42
"10467",1816000,"Powiat rzeszowski",2017,93
"10468",1817000,"Powiat sanocki",2017,10
"10469",1818000,"Powiat stalowowolski",2017,78
"10470",1819000,"Powiat strzyżowski",2017,0
"10471",1820000,"Powiat tarnobrzeski",2017,0
"10472",1821000,"Powiat leski",2017,0
"10473",1861000,"Powiat m.Krosno",2017,15
"10474",1862000,"Powiat m.Przemyśl",2017,42
"10475",1863000,"Powiat m.Rzeszów",2017,606
"10476",1864000,"Powiat m.Tarnobrzeg",2017,0
"10477",2001000,"Powiat augustowski",2017,7
"10478",2002000,"Powiat białostocki",2017,74
"10479",2003000,"Powiat bielski",2017,0
"10480",2004000,"Powiat grajewski",2017,10
"10481",2005000,"Powiat hajnowski",2017,0
"10482",2006000,"Powiat kolneński",2017,0
"10483",2007000,"Powiat łomżyński",2017,0
"10484",2008000,"Powiat moniecki",2017,0
"10485",2009000,"Powiat sejneński",2017,3
"10486",2010000,"Powiat siemiatycki",2017,0
"10487",2011000,"Powiat sokólski",2017,32
"10488",2012000,"Powiat suwalski",2017,0
"10489",2013000,"Powiat wysokomazowiecki",2017,0
"10490",2014000,"Powiat zambrowski",2017,11
"10491",2061000,"Powiat m.Białystok",2017,1792
"10492",2062000,"Powiat m.Łomża",2017,139
"10493",2063000,"Powiat m.Suwałki",2017,337
"10494",2201000,"Powiat bytowski",2017,18
"10495",2202000,"Powiat chojnicki",2017,59
"10496",2203000,"Powiat człuchowski",2017,0
"10497",2204000,"Powiat gdański",2017,398
"10498",2205000,"Powiat kartuski",2017,406
"10499",2206000,"Powiat kościerski",2017,66
"10500",2207000,"Powiat kwidzyński",2017,11
"10501",2208000,"Powiat lęborski",2017,21
"10502",2209000,"Powiat malborski",2017,81
"10503",2210000,"Powiat nowodworski",2017,86
"10504",2211000,"Powiat pucki",2017,373
"10505",2212000,"Powiat słupski",2017,91
"10506",2213000,"Powiat starogardzki",2017,85
"10507",2214000,"Powiat tczewski",2017,83
"10508",2215000,"Powiat wejherowski",2017,780
"10509",2216000,"Powiat sztumski",2017,0
"10510",2261000,"Powiat m.Gdańsk",2017,5459
"10511",2262000,"Powiat m.Gdynia",2017,1245
"10512",2263000,"Powiat m.Słupsk",2017,122
"10513",2264000,"Powiat m.Sopot",2017,90
"10514",2401000,"Powiat będziński",2017,57
"10515",2402000,"Powiat bielski",2017,72
"10516",2403000,"Powiat cieszyński",2017,152
"10517",2404000,"Powiat częstochowski",2017,0
"10518",2405000,"Powiat gliwicki",2017,31
"10519",2406000,"Powiat kłobucki",2017,25
"10520",2407000,"Powiat lubliniecki",2017,19
"10521",2408000,"Powiat mikołowski",2017,32
"10522",2409000,"Powiat myszkowski",2017,0
"10523",2410000,"Powiat pszczyński",2017,42
"10524",2411000,"Powiat raciborski",2017,3
"10525",2412000,"Powiat rybnicki",2017,0
"10526",2413000,"Powiat tarnogórski",2017,95
"10527",2414000,"Powiat bieruńsko-lędziński",2017,6
"10528",2415000,"Powiat wodzisławski",2017,11
"10529",2416000,"Powiat zawierciański",2017,0
"10530",2417000,"Powiat żywiecki",2017,0
"10531",2461000,"Powiat m.Bielsko-Biała",2017,293
"10532",2462000,"Powiat m.Bytom",2017,13
"10533",2463000,"Powiat m.Chorzów",2017,259
"10534",2464000,"Powiat m.Częstochowa",2017,110
"10535",2465000,"Powiat m.Dąbrowa Górnicza",2017,56
"10536",2466000,"Powiat m.Gliwice",2017,291
"10537",2467000,"Powiat m.Jastrzębie-Zdrój",2017,5
"10538",2468000,"Powiat m.Jaworzno",2017,31
"10539",2469000,"Powiat m.Katowice",2017,101
"10540",2470000,"Powiat m.Mysłowice",2017,47
"10541",2471000,"Powiat m.Piekary Śląskie",2017,3
"10542",2472000,"Powiat m.Ruda Śląska",2017,30
"10543",2473000,"Powiat m.Rybnik",2017,81
"10544",2474000,"Powiat m.Siemianowice Śląskie",2017,84
"10545",2475000,"Powiat m.Sosnowiec",2017,82
"10546",2476000,"Powiat m.Świętochłowice",2017,66
"10547",2477000,"Powiat m.Tychy",2017,233
"10548",2478000,"Powiat m.Zabrze",2017,108
"10549",2479000,"Powiat m.Żory",2017,42
"10550",2601000,"Powiat buski",2017,5
"10551",2602000,"Powiat jędrzejowski",2017,0
"10552",2603000,"Powiat kazimierski",2017,0
"10553",2604000,"Powiat kielecki",2017,0
"10554",2605000,"Powiat konecki",2017,4
"10555",2606000,"Powiat opatowski",2017,0
"10556",2607000,"Powiat ostrowiecki",2017,0
"10557",2608000,"Powiat pińczowski",2017,0
"10558",2609000,"Powiat sandomierski",2017,0
"10559",2610000,"Powiat skarżyski",2017,6
"10560",2611000,"Powiat starachowicki",2017,8
"10561",2612000,"Powiat staszowski",2017,0
"10562",2613000,"Powiat włoszczowski",2017,0
"10563",2661000,"Powiat m.Kielce",2017,479
"10564",2801000,"Powiat bartoszycki",2017,0
"10565",2802000,"Powiat braniewski",2017,40
"10566",2803000,"Powiat działdowski",2017,27
"10567",2804000,"Powiat elbląski",2017,11
"10568",2805000,"Powiat ełcki",2017,81
"10569",2806000,"Powiat giżycki",2017,143
"10570",2807000,"Powiat iławski",2017,86
"10571",2808000,"Powiat kętrzyński",2017,21
"10572",2809000,"Powiat lidzbarski",2017,3
"10573",2810000,"Powiat mrągowski",2017,23
"10574",2811000,"Powiat nidzicki",2017,12
"10575",2812000,"Powiat nowomiejski",2017,4
"10576",2813000,"Powiat olecki",2017,34
"10577",2814000,"Powiat olsztyński",2017,366
"10578",2815000,"Powiat ostródzki",2017,92
"10579",2816000,"Powiat piski",2017,71
"10580",2817000,"Powiat szczycieński",2017,102
"10581",2818000,"Powiat gołdapski",2017,29
"10582",2819000,"Powiat węgorzewski",2017,0
"10583",2861000,"Powiat m.Elbląg",2017,320
"10584",2862000,"Powiat m.Olsztyn",2017,852
"10585",3001000,"Powiat chodzieski",2017,61
"10586",3002000,"Powiat czarnkowsko-trzcianecki",2017,6
"10587",3003000,"Powiat gnieźnieński",2017,133
"10588",3004000,"Powiat gostyński",2017,96
"10589",3005000,"Powiat grodziski",2017,48
"10590",3006000,"Powiat jarociński",2017,46
"10591",3007000,"Powiat kaliski",2017,0
"10592",3008000,"Powiat kępiński",2017,28
"10593",3009000,"Powiat kolski",2017,5
"10594",3010000,"Powiat koniński",2017,4
"10595",3011000,"Powiat kościański",2017,70
"10596",3012000,"Powiat krotoszyński",2017,69
"10597",3013000,"Powiat leszczyński",2017,42
"10598",3014000,"Powiat międzychodzki",2017,13
"10599",3015000,"Powiat nowotomyski",2017,0
"10600",3016000,"Powiat obornicki",2017,34
"10601",3017000,"Powiat ostrowski",2017,3
"10602",3018000,"Powiat ostrzeszowski",2017,33
"10603",3019000,"Powiat pilski",2017,114
"10604",3020000,"Powiat pleszewski",2017,0
"10605",3021000,"Powiat poznański",2017,666
"10606",3022000,"Powiat rawicki",2017,60
"10607",3023000,"Powiat słupecki",2017,0
"10608",3024000,"Powiat szamotulski",2017,172
"10609",3025000,"Powiat średzki",2017,149
"10610",3026000,"Powiat śremski",2017,91
"10611",3027000,"Powiat turecki",2017,77
"10612",3028000,"Powiat wągrowiecki",2017,60
"10613",3029000,"Powiat wolsztyński",2017,4
"10614",3030000,"Powiat wrzesiński",2017,688
"10615",3031000,"Powiat złotowski",2017,88
"10616",3061000,"Powiat m.Kalisz",2017,119
"10617",3062000,"Powiat m.Konin",2017,63
"10618",3063000,"Powiat m.Leszno",2017,200
"10619",3064000,"Powiat m.Poznań",2017,3531
"10620",3201000,"Powiat białogardzki",2017,18
"10621",3202000,"Powiat choszczeński",2017,8
"10622",3203000,"Powiat drawski",2017,0
"10623",3204000,"Powiat goleniowski",2017,30
"10624",3205000,"Powiat gryficki",2017,17
"10625",3206000,"Powiat gryfiński",2017,8
"10626",3207000,"Powiat kamieński",2017,138
"10627",3208000,"Powiat kołobrzeski",2017,78
"10628",3209000,"Powiat koszaliński",2017,75
"10629",3210000,"Powiat myśliborski",2017,32
"10630",3211000,"Powiat policki",2017,107
"10631",3212000,"Powiat pyrzycki",2017,0
"10632",3213000,"Powiat sławieński",2017,6
"10633",3214000,"Powiat stargardzki",2017,132
"10634",3215000,"Powiat szczecinecki",2017,60
"10635",3216000,"Powiat świdwiński",2017,0
"10636",3217000,"Powiat wałecki",2017,22
"10637",3218000,"Powiat łobeski",2017,0
"10638",3261000,"Powiat m.Koszalin",2017,51
"10639",3262000,"Powiat m.Szczecin",2017,1912
"10640",3263000,"Powiat m.Świnoujście",2017,145
"10641",201000,"Powiat bolesławiecki",2018,68
"10642",202000,"Powiat dzierżoniowski",2018,11
"10643",203000,"Powiat głogowski",2018,199
"10644",204000,"Powiat górowski",2018,0
"10645",205000,"Powiat jaworski",2018,0
"10646",206000,"Powiat jeleniogórski",2018,63
"10647",207000,"Powiat kamiennogórski",2018,0
"10648",208000,"Powiat kłodzki",2018,114
"10649",209000,"Powiat legnicki",2018,10
"10650",210000,"Powiat lubański",2018,16
"10651",211000,"Powiat lubiński",2018,231
"10652",212000,"Powiat lwówecki",2018,0
"10653",213000,"Powiat milicki",2018,8
"10654",214000,"Powiat oleśnicki",2018,161
"10655",215000,"Powiat oławski",2018,91
"10656",216000,"Powiat polkowicki",2018,26
"10657",217000,"Powiat strzeliński",2018,58
"10658",218000,"Powiat średzki",2018,99
"10659",219000,"Powiat świdnicki",2018,228
"10660",220000,"Powiat trzebnicki",2018,115
"10661",221000,"Powiat wałbrzyski",2018,14
"10662",222000,"Powiat wołowski",2018,40
"10663",223000,"Powiat wrocławski",2018,842
"10664",224000,"Powiat ząbkowicki",2018,0
"10665",225000,"Powiat zgorzelecki",2018,0
"10666",226000,"Powiat złotoryjski",2018,0
"10667",261000,"Powiat m.Jelenia Góra",2018,120
"10668",262000,"Powiat m.Legnica",2018,277
"10669",264000,"Powiat m.Wrocław",2018,6604
"10670",265000,"Powiat m.Wałbrzych od 2013",2018,8
"10671",401000,"Powiat aleksandrowski",2018,44
"10672",402000,"Powiat brodnicki",2018,292
"10673",403000,"Powiat bydgoski",2018,78
"10674",404000,"Powiat chełmiński",2018,0
"10675",405000,"Powiat golubsko-dobrzyński",2018,9
"10676",406000,"Powiat grudziądzki",2018,0
"10677",407000,"Powiat inowrocławski",2018,143
"10678",408000,"Powiat lipnowski",2018,0
"10679",409000,"Powiat mogileński",2018,6
"10680",410000,"Powiat nakielski",2018,25
"10681",411000,"Powiat radziejowski",2018,25
"10682",412000,"Powiat rypiński",2018,8
"10683",413000,"Powiat sępoleński",2018,0
"10684",414000,"Powiat świecki",2018,35
"10685",415000,"Powiat toruński",2018,96
"10686",416000,"Powiat tucholski",2018,0
"10687",417000,"Powiat wąbrzeski",2018,0
"10688",418000,"Powiat włocławski",2018,6
"10689",419000,"Powiat żniński",2018,42
"10690",461000,"Powiat m.Bydgoszcz",2018,1232
"10691",462000,"Powiat m.Grudziądz",2018,130
"10692",463000,"Powiat m.Toruń",2018,420
"10693",464000,"Powiat m.Włocławek",2018,243
"10694",601000,"Powiat bialski",2018,11
"10695",602000,"Powiat biłgorajski",2018,14
"10696",603000,"Powiat chełmski",2018,0
"10697",604000,"Powiat hrubieszowski",2018,0
"10698",605000,"Powiat janowski",2018,0
"10699",606000,"Powiat krasnostawski",2018,0
"10700",607000,"Powiat kraśnicki",2018,3
"10701",608000,"Powiat lubartowski",2018,27
"10702",609000,"Powiat lubelski",2018,74
"10703",610000,"Powiat łęczyński",2018,0
"10704",611000,"Powiat łukowski",2018,0
"10705",612000,"Powiat opolski",2018,0
"10706",613000,"Powiat parczewski",2018,0
"10707",614000,"Powiat puławski",2018,45
"10708",615000,"Powiat radzyński",2018,63
"10709",616000,"Powiat rycki",2018,8
"10710",617000,"Powiat świdnicki",2018,0
"10711",618000,"Powiat tomaszowski",2018,3
"10712",619000,"Powiat włodawski",2018,42
"10713",620000,"Powiat zamojski",2018,0
"10714",661000,"Powiat m.Biała Podlaska",2018,86
"10715",662000,"Powiat m.Chełm",2018,16
"10716",663000,"Powiat m.Lublin",2018,2866
"10717",664000,"Powiat m.Zamość",2018,120
"10718",801000,"Powiat gorzowski",2018,111
"10719",802000,"Powiat krośnieński",2018,81
"10720",803000,"Powiat międzyrzecki",2018,22
"10721",804000,"Powiat nowosolski",2018,83
"10722",805000,"Powiat słubicki",2018,90
"10723",806000,"Powiat strzelecko-drezdenecki",2018,17
"10724",807000,"Powiat sulęciński",2018,0
"10725",808000,"Powiat świebodziński",2018,60
"10726",809000,"Powiat zielonogórski",2018,33
"10727",810000,"Powiat żagański",2018,4
"10728",811000,"Powiat żarski",2018,89
"10729",812000,"Powiat wschowski",2018,0
"10730",861000,"Powiat m.Gorzów Wielkopolski",2018,814
"10731",862000,"Powiat m.Zielona Góra",2018,825
"10732",1001000,"Powiat bełchatowski",2018,12
"10733",1002000,"Powiat kutnowski",2018,96
"10734",1003000,"Powiat łaski",2018,0
"10735",1004000,"Powiat łęczycki",2018,0
"10736",1005000,"Powiat łowicki",2018,33
"10737",1006000,"Powiat łódzki wschodni",2018,0
"10738",1007000,"Powiat opoczyński",2018,4
"10739",1008000,"Powiat pabianicki",2018,51
"10740",1009000,"Powiat pajęczański",2018,0
"10741",1010000,"Powiat piotrkowski",2018,0
"10742",1011000,"Powiat poddębicki",2018,9
"10743",1012000,"Powiat radomszczański",2018,57
"10744",1013000,"Powiat rawski",2018,0
"10745",1014000,"Powiat sieradzki",2018,25
"10746",1015000,"Powiat skierniewicki",2018,0
"10747",1016000,"Powiat tomaszowski",2018,15
"10748",1017000,"Powiat wieluński",2018,69
"10749",1018000,"Powiat wieruszowski",2018,63
"10750",1019000,"Powiat zduńskowolski",2018,5
"10751",1020000,"Powiat zgierski",2018,66
"10752",1021000,"Powiat brzeziński",2018,16
"10753",1061000,"Powiat m.Łódź",2018,2698
"10754",1062000,"Powiat m.Piotrków Trybunalski",2018,21
"10755",1063000,"Powiat m.Skierniewice",2018,98
"10756",1201000,"Powiat bocheński",2018,24
"10757",1202000,"Powiat brzeski",2018,16
"10758",1203000,"Powiat chrzanowski",2018,4
"10759",1204000,"Powiat dąbrowski",2018,0
"10760",1205000,"Powiat gorlicki",2018,0
"10761",1206000,"Powiat krakowski",2018,246
"10762",1207000,"Powiat limanowski",2018,0
"10763",1208000,"Powiat miechowski",2018,8
"10764",1209000,"Powiat myślenicki",2018,68
"10765",1210000,"Powiat nowosądecki",2018,67
"10766",1211000,"Powiat nowotarski",2018,118
"10767",1212000,"Powiat olkuski",2018,3
"10768",1213000,"Powiat oświęcimski",2018,138
"10769",1214000,"Powiat proszowicki",2018,0
"10770",1215000,"Powiat suski",2018,0
"10771",1216000,"Powiat tarnowski",2018,0
"10772",1217000,"Powiat tatrzański",2018,51
"10773",1218000,"Powiat wadowicki",2018,16
"10774",1219000,"Powiat wielicki",2018,414
"10775",1261000,"Powiat m.Kraków",2018,8130
"10776",1262000,"Powiat m.Nowy Sącz",2018,96
"10777",1263000,"Powiat m.Tarnów",2018,120
"10778",1401000,"Powiat białobrzeski",2018,0
"10779",1402000,"Powiat ciechanowski",2018,150
"10780",1403000,"Powiat garwoliński",2018,0
"10781",1404000,"Powiat gostyniński",2018,17
"10782",1405000,"Powiat grodziski",2018,95
"10783",1406000,"Powiat grójecki",2018,162
"10784",1407000,"Powiat kozienicki",2018,23
"10785",1408000,"Powiat legionowski",2018,369
"10786",1409000,"Powiat lipski",2018,0
"10787",1410000,"Powiat łosicki",2018,0
"10788",1411000,"Powiat makowski",2018,0
"10789",1412000,"Powiat miński",2018,566
"10790",1413000,"Powiat mławski",2018,106
"10791",1414000,"Powiat nowodworski",2018,145
"10792",1415000,"Powiat ostrołęcki",2018,0
"10793",1416000,"Powiat ostrowski",2018,0
"10794",1417000,"Powiat otwocki",2018,77
"10795",1418000,"Powiat piaseczyński",2018,49
"10796",1419000,"Powiat płocki",2018,14
"10797",1420000,"Powiat płoński",2018,14
"10798",1421000,"Powiat pruszkowski",2018,523
"10799",1422000,"Powiat przasnyski",2018,12
"10800",1423000,"Powiat przysuski",2018,0
"10801",1424000,"Powiat pułtuski",2018,52
"10802",1425000,"Powiat radomski",2018,3
"10803",1426000,"Powiat siedlecki",2018,0
"10804",1427000,"Powiat sierpecki",2018,149
"10805",1428000,"Powiat sochaczewski",2018,7
"10806",1429000,"Powiat sokołowski",2018,32
"10807",1430000,"Powiat szydłowiecki",2018,0
"10808",1432000,"Powiat warszawski zachodni",2018,576
"10809",1433000,"Powiat węgrowski",2018,0
"10810",1434000,"Powiat wołomiński",2018,669
"10811",1435000,"Powiat wyszkowski",2018,38
"10812",1436000,"Powiat zwoleński",2018,0
"10813",1437000,"Powiat żuromiński",2018,3
"10814",1438000,"Powiat żyrardowski",2018,92
"10815",1461000,"Powiat m.Ostrołęka",2018,28
"10816",1462000,"Powiat m.Płock",2018,383
"10817",1463000,"Powiat m.Radom",2018,371
"10818",1464000,"Powiat m.Siedlce",2018,570
"10819",1465000,"Powiat m. st. Warszawa",2018,7618
"10820",1601000,"Powiat brzeski",2018,84
"10821",1602000,"Powiat głubczycki",2018,0
"10822",1603000,"Powiat kędzierzyńsko-kozielski",2018,8
"10823",1604000,"Powiat kluczborski",2018,33
"10824",1605000,"Powiat krapkowicki",2018,19
"10825",1606000,"Powiat namysłowski",2018,100
"10826",1607000,"Powiat nyski",2018,6
"10827",1608000,"Powiat oleski",2018,0
"10828",1609000,"Powiat opolski",2018,6
"10829",1610000,"Powiat prudnicki",2018,0
"10830",1611000,"Powiat strzelecki",2018,0
"10831",1661000,"Powiat m.Opole",2018,534
"10832",1801000,"Powiat bieszczadzki",2018,0
"10833",1802000,"Powiat brzozowski",2018,0
"10834",1803000,"Powiat dębicki",2018,29
"10835",1804000,"Powiat jarosławski",2018,72
"10836",1805000,"Powiat jasielski",2018,4
"10837",1806000,"Powiat kolbuszowski",2018,51
"10838",1807000,"Powiat krośnieński",2018,7
"10839",1808000,"Powiat leżajski",2018,0
"10840",1809000,"Powiat lubaczowski",2018,0
"10841",1810000,"Powiat łańcucki",2018,17
"10842",1811000,"Powiat mielecki",2018,34
"10843",1812000,"Powiat niżański",2018,0
"10844",1813000,"Powiat przemyski",2018,0
"10845",1814000,"Powiat przeworski",2018,0
"10846",1815000,"Powiat ropczycko-sędziszowski",2018,37
"10847",1816000,"Powiat rzeszowski",2018,194
"10848",1817000,"Powiat sanocki",2018,3
"10849",1818000,"Powiat stalowowolski",2018,12
"10850",1819000,"Powiat strzyżowski",2018,30
"10851",1820000,"Powiat tarnobrzeski",2018,15
"10852",1821000,"Powiat leski",2018,0
"10853",1861000,"Powiat m.Krosno",2018,8
"10854",1862000,"Powiat m.Przemyśl",2018,63
"10855",1863000,"Powiat m.Rzeszów",2018,1440
"10856",1864000,"Powiat m.Tarnobrzeg",2018,53
"10857",2001000,"Powiat augustowski",2018,13
"10858",2002000,"Powiat białostocki",2018,205
"10859",2003000,"Powiat bielski",2018,46
"10860",2004000,"Powiat grajewski",2018,91
"10861",2005000,"Powiat hajnowski",2018,0
"10862",2006000,"Powiat kolneński",2018,19
"10863",2007000,"Powiat łomżyński",2018,0
"10864",2008000,"Powiat moniecki",2018,0
"10865",2009000,"Powiat sejneński",2018,0
"10866",2010000,"Powiat siemiatycki",2018,23
"10867",2011000,"Powiat sokólski",2018,4
"10868",2012000,"Powiat suwalski",2018,4
"10869",2013000,"Powiat wysokomazowiecki",2018,50
"10870",2014000,"Powiat zambrowski",2018,27
"10871",2061000,"Powiat m.Białystok",2018,1461
"10872",2062000,"Powiat m.Łomża",2018,239
"10873",2063000,"Powiat m.Suwałki",2018,316
"10874",2201000,"Powiat bytowski",2018,67
"10875",2202000,"Powiat chojnicki",2018,148
"10876",2203000,"Powiat człuchowski",2018,0
"10877",2204000,"Powiat gdański",2018,831
"10878",2205000,"Powiat kartuski",2018,500
"10879",2206000,"Powiat kościerski",2018,67
"10880",2207000,"Powiat kwidzyński",2018,20
"10881",2208000,"Powiat lęborski",2018,109
"10882",2209000,"Powiat malborski",2018,129
"10883",2210000,"Powiat nowodworski",2018,32
"10884",2211000,"Powiat pucki",2018,513
"10885",2212000,"Powiat słupski",2018,88
"10886",2213000,"Powiat starogardzki",2018,173
"10887",2214000,"Powiat tczewski",2018,287
"10888",2215000,"Powiat wejherowski",2018,823
"10889",2216000,"Powiat sztumski",2018,0
"10890",2261000,"Powiat m.Gdańsk",2018,6303
"10891",2262000,"Powiat m.Gdynia",2018,1221
"10892",2263000,"Powiat m.Słupsk",2018,410
"10893",2264000,"Powiat m.Sopot",2018,87
"10894",2401000,"Powiat będziński",2018,60
"10895",2402000,"Powiat bielski",2018,77
"10896",2403000,"Powiat cieszyński",2018,34
"10897",2404000,"Powiat częstochowski",2018,0
"10898",2405000,"Powiat gliwicki",2018,31
"10899",2406000,"Powiat kłobucki",2018,0
"10900",2407000,"Powiat lubliniecki",2018,15
"10901",2408000,"Powiat mikołowski",2018,33
"10902",2409000,"Powiat myszkowski",2018,32
"10903",2410000,"Powiat pszczyński",2018,50
"10904",2411000,"Powiat raciborski",2018,7
"10905",2412000,"Powiat rybnicki",2018,0
"10906",2413000,"Powiat tarnogórski",2018,101
"10907",2414000,"Powiat bieruńsko-lędziński",2018,10
"10908",2415000,"Powiat wodzisławski",2018,0
"10909",2416000,"Powiat zawierciański",2018,0
"10910",2417000,"Powiat żywiecki",2018,22
"10911",2461000,"Powiat m.Bielsko-Biała",2018,173
"10912",2462000,"Powiat m.Bytom",2018,44
"10913",2463000,"Powiat m.Chorzów",2018,144
"10914",2464000,"Powiat m.Częstochowa",2018,128
"10915",2465000,"Powiat m.Dąbrowa Górnicza",2018,28
"10916",2466000,"Powiat m.Gliwice",2018,440
"10917",2467000,"Powiat m.Jastrzębie-Zdrój",2018,0
"10918",2468000,"Powiat m.Jaworzno",2018,20
"10919",2469000,"Powiat m.Katowice",2018,175
"10920",2470000,"Powiat m.Mysłowice",2018,65
"10921",2471000,"Powiat m.Piekary Śląskie",2018,51
"10922",2472000,"Powiat m.Ruda Śląska",2018,37
"10923",2473000,"Powiat m.Rybnik",2018,75
"10924",2474000,"Powiat m.Siemianowice Śląskie",2018,92
"10925",2475000,"Powiat m.Sosnowiec",2018,47
"10926",2476000,"Powiat m.Świętochłowice",2018,9
"10927",2477000,"Powiat m.Tychy",2018,334
