"","Kod","Nazwa","rok","Liczba_lokali_mieszkalnych_sprzedanych_w_ramach_transakcji_rynkowych_rynek_wtorny_do_40_m2_szt"
"21375",1004000,"Powiat łęczycki",2016,15
"21376",1005000,"Powiat łowicki",2016,16
"21377",1006000,"Powiat łódzki wschodni",2016,11
"21378",1007000,"Powiat opoczyński",2016,18
"21379",1008000,"Powiat pabianicki",2016,78
"21380",1009000,"Powiat pajęczański",2016,0
"21381",1010000,"Powiat piotrkowski",2016,4
"21382",1011000,"Powiat poddębicki",2016,9
"21383",1012000,"Powiat radomszczański",2016,19
"21384",1013000,"Powiat rawski",2016,10
"21385",1014000,"Powiat sieradzki",2016,29
"21386",1015000,"Powiat skierniewicki",2016,0
"21387",1016000,"Powiat tomaszowski",2016,62
"21388",1017000,"Powiat wieluński",2016,14
"21389",1018000,"Powiat wieruszowski",2016,9
"21390",1019000,"Powiat zduńskowolski",2016,19
"21391",1020000,"Powiat zgierski",2016,112
"21392",1021000,"Powiat brzeziński",2016,15
"21393",1061000,"Powiat m.Łódź",2016,1409
"21394",1062000,"Powiat m.Piotrków Trybunalski",2016,43
"21395",1063000,"Powiat m.Skierniewice",2016,43
"21396",1201000,"Powiat bocheński",2016,28
"21397",1202000,"Powiat brzeski",2016,0
"21398",1203000,"Powiat chrzanowski",2016,89
"21399",1204000,"Powiat dąbrowski",2016,9
"21400",1205000,"Powiat gorlicki",2016,24
"21401",1206000,"Powiat krakowski",2016,39
"21402",1207000,"Powiat limanowski",2016,17
"21403",1208000,"Powiat miechowski",2016,5
"21404",1209000,"Powiat myślenicki",2016,12
"21405",1210000,"Powiat nowosądecki",2016,26
"21406",1211000,"Powiat nowotarski",2016,29
"21407",1212000,"Powiat olkuski",2016,41
"21408",1213000,"Powiat oświęcimski",2016,100
"21409",1214000,"Powiat proszowicki",2016,4
"21410",1215000,"Powiat suski",2016,9
"21411",1216000,"Powiat tarnowski",2016,0
"21412",1217000,"Powiat tatrzański",2016,40
"21413",1218000,"Powiat wadowicki",2016,41
"21414",1219000,"Powiat wielicki",2016,16
"21415",1261000,"Powiat m.Kraków",2016,1272
"21416",1262000,"Powiat m.Nowy Sącz",2016,63
"21417",1263000,"Powiat m.Tarnów",2016,76
"21418",1401000,"Powiat białobrzeski",2016,9
"21419",1402000,"Powiat ciechanowski",2016,25
"21420",1403000,"Powiat garwoliński",2016,6
"21421",1404000,"Powiat gostyniński",2016,20
"21422",1405000,"Powiat grodziski",2016,41
"21423",1406000,"Powiat grójecki",2016,33
"21424",1407000,"Powiat kozienicki",2016,15
"21425",1408000,"Powiat legionowski",2016,49
"21426",1409000,"Powiat lipski",2016,0
"21427",1410000,"Powiat łosicki",2016,11
"21428",1411000,"Powiat makowski",2016,0
"21429",1412000,"Powiat miński",2016,29
"21430",1413000,"Powiat mławski",2016,35
"21431",1414000,"Powiat nowodworski",2016,73
"21432",1415000,"Powiat ostrołęcki",2016,0
"21433",1416000,"Powiat ostrowski",2016,13
"21434",1417000,"Powiat otwocki",2016,43
"21435",1418000,"Powiat piaseczyński",2016,146
"21436",1419000,"Powiat płocki",2016,12
"21437",1420000,"Powiat płoński",2016,21
"21438",1421000,"Powiat pruszkowski",2016,79
"21439",1422000,"Powiat przasnyski",2016,16
"21440",1423000,"Powiat przysuski",2016,4
"21441",1424000,"Powiat pułtuski",2016,15
"21442",1425000,"Powiat radomski",2016,15
"21443",1426000,"Powiat siedlecki",2016,0
"21444",1427000,"Powiat sierpecki",2016,15
"21445",1428000,"Powiat sochaczewski",2016,43
"21446",1429000,"Powiat sokołowski",2016,8
"21447",1430000,"Powiat szydłowiecki",2016,8
"21448",1432000,"Powiat warszawski zachodni",2016,27
"21449",1433000,"Powiat węgrowski",2016,7
"21450",1434000,"Powiat wołomiński",2016,108
"21451",1435000,"Powiat wyszkowski",2016,30
"21452",1436000,"Powiat zwoleński",2016,0
"21453",1437000,"Powiat żuromiński",2016,11
"21454",1438000,"Powiat żyrardowski",2016,44
"21455",1461000,"Powiat m.Ostrołęka",2016,39
"21456",1462000,"Powiat m.Płock",2016,146
"21457",1463000,"Powiat m.Radom",2016,99
"21458",1464000,"Powiat m.Siedlce",2016,82
"21459",1465000,"Powiat m. st. Warszawa",2016,3371
"21460",1601000,"Powiat brzeski",2016,68
"21461",1602000,"Powiat głubczycki",2016,18
"21462",1603000,"Powiat kędzierzyńsko-kozielski",2016,95
"21463",1604000,"Powiat kluczborski",2016,34
"21464",1605000,"Powiat krapkowicki",2016,29
"21465",1606000,"Powiat namysłowski",2016,36
"21466",1607000,"Powiat nyski",2016,80
"21467",1608000,"Powiat oleski",2016,10
"21468",1609000,"Powiat opolski",2016,33
"21469",1610000,"Powiat prudnicki",2016,21
"21470",1611000,"Powiat strzelecki",2016,20
"21471",1661000,"Powiat m.Opole",2016,187
"21472",1801000,"Powiat bieszczadzki",2016,11
"21473",1802000,"Powiat brzozowski",2016,9
"21474",1803000,"Powiat dębicki",2016,20
"21475",1804000,"Powiat jarosławski",2016,31
"21476",1805000,"Powiat jasielski",2016,21
"21477",1806000,"Powiat kolbuszowski",2016,3
"21478",1807000,"Powiat krośnieński",2016,4
"21479",1808000,"Powiat leżajski",2016,13
"21480",1809000,"Powiat lubaczowski",2016,6
"21481",1810000,"Powiat łańcucki",2016,11
"21482",1811000,"Powiat mielecki",2016,35
"21483",1812000,"Powiat niżański",2016,0
"21484",1813000,"Powiat przemyski",2016,7
"21485",1814000,"Powiat przeworski",2016,11
"21486",1815000,"Powiat ropczycko-sędziszowski",2016,10
"21487",1816000,"Powiat rzeszowski",2016,10
"21488",1817000,"Powiat sanocki",2016,10
"21489",1818000,"Powiat stalowowolski",2016,106
"21490",1819000,"Powiat strzyżowski",2016,0
"21491",1820000,"Powiat tarnobrzeski",2016,9
"21492",1821000,"Powiat leski",2016,10
"21493",1861000,"Powiat m.Krosno",2016,19
"21494",1862000,"Powiat m.Przemyśl",2016,49
"21495",1863000,"Powiat m.Rzeszów",2016,178
"21496",1864000,"Powiat m.Tarnobrzeg",2016,14
"21497",2001000,"Powiat augustowski",2016,24
"21498",2002000,"Powiat białostocki",2016,36
"21499",2003000,"Powiat bielski",2016,0
"21500",2004000,"Powiat grajewski",2016,5
"21501",2005000,"Powiat hajnowski",2016,9
"21502",2006000,"Powiat kolneński",2016,15
"21503",2007000,"Powiat łomżyński",2016,0
"21504",2008000,"Powiat moniecki",2016,0
"21505",2009000,"Powiat sejneński",2016,9
"21506",2010000,"Powiat siemiatycki",2016,0
"21507",2011000,"Powiat sokólski",2016,10
"21508",2012000,"Powiat suwalski",2016,4
"21509",2013000,"Powiat wysokomazowiecki",2016,7
"21510",2014000,"Powiat zambrowski",2016,19
"21511",2061000,"Powiat m.Białystok",2016,395
"21512",2062000,"Powiat m.Łomża",2016,35
"21513",2063000,"Powiat m.Suwałki",2016,6
"21514",2201000,"Powiat bytowski",2016,38
"21515",2202000,"Powiat chojnicki",2016,37
"21516",2203000,"Powiat człuchowski",2016,44
"21517",2204000,"Powiat gdański",2016,68
"21518",2205000,"Powiat kartuski",2016,13
"21519",2206000,"Powiat kościerski",2016,30
"21520",2207000,"Powiat kwidzyński",2016,58
"21521",2208000,"Powiat lęborski",2016,83
"21522",2209000,"Powiat malborski",2016,57
"21523",2210000,"Powiat nowodworski",2016,44
"21524",2211000,"Powiat pucki",2016,67
"21525",2212000,"Powiat słupski",2016,64
"21526",2213000,"Powiat starogardzki",2016,68
"21527",2214000,"Powiat tczewski",2016,119
"21528",2215000,"Powiat wejherowski",2016,204
"21529",2216000,"Powiat sztumski",2016,29
"21530",2261000,"Powiat m.Gdańsk",2016,691
"21531",2262000,"Powiat m.Gdynia",2016,287
"21532",2263000,"Powiat m.Słupsk",2016,136
"21533",2264000,"Powiat m.Sopot",2016,96
"21534",2401000,"Powiat będziński",2016,137
"21535",2402000,"Powiat bielski",2016,33
"21536",2403000,"Powiat cieszyński",2016,48
"21537",2404000,"Powiat częstochowski",2016,27
"21538",2405000,"Powiat gliwicki",2016,78
"21539",2406000,"Powiat kłobucki",2016,11
"21540",2407000,"Powiat lubliniecki",2016,8
"21541",2408000,"Powiat mikołowski",2016,17
"21542",2409000,"Powiat myszkowski",2016,18
"21543",2410000,"Powiat pszczyński",2016,43
"21544",2411000,"Powiat raciborski",2016,55
"21545",2412000,"Powiat rybnicki",2016,18
"21546",2413000,"Powiat tarnogórski",2016,40
"21547",2414000,"Powiat bieruńsko-lędziński",2016,26
"21548",2415000,"Powiat wodzisławski",2016,58
"21549",2416000,"Powiat zawierciański",2016,28
"21550",2417000,"Powiat żywiecki",2016,14
"21551",2461000,"Powiat m.Bielsko-Biała",2016,145
"21552",2462000,"Powiat m.Bytom",2016,288
"21553",2463000,"Powiat m.Chorzów",2016,118
"21554",2464000,"Powiat m.Częstochowa",2016,190
"21555",2465000,"Powiat m.Dąbrowa Górnicza",2016,99
"21556",2466000,"Powiat m.Gliwice",2016,256
"21557",2467000,"Powiat m.Jastrzębie-Zdrój",2016,26
"21558",2468000,"Powiat m.Jaworzno",2016,98
"21559",2469000,"Powiat m.Katowice",2016,351
"21560",2470000,"Powiat m.Mysłowice",2016,101
"21561",2471000,"Powiat m.Piekary Śląskie",2016,58
"21562",2472000,"Powiat m.Ruda Śląska",2016,207
"21563",2473000,"Powiat m.Rybnik",2016,73
"21564",2474000,"Powiat m.Siemianowice Śląskie",2016,92
"21565",2475000,"Powiat m.Sosnowiec",2016,109
"21566",2476000,"Powiat m.Świętochłowice",2016,58
"21567",2477000,"Powiat m.Tychy",2016,173
"21568",2478000,"Powiat m.Zabrze",2016,242
"21569",2479000,"Powiat m.Żory",2016,18
"21570",2601000,"Powiat buski",2016,16
"21571",2602000,"Powiat jędrzejowski",2016,19
"21572",2603000,"Powiat kazimierski",2016,8
"21573",2604000,"Powiat kielecki",2016,0
"21574",2605000,"Powiat konecki",2016,22
"21575",2606000,"Powiat opatowski",2016,3
"21576",2607000,"Powiat ostrowiecki",2016,35
"21577",2608000,"Powiat pińczowski",2016,15
"21578",2609000,"Powiat sandomierski",2016,13
"21579",2610000,"Powiat skarżyski",2016,34
"21580",2611000,"Powiat starachowicki",2016,67
"21581",2612000,"Powiat staszowski",2016,8
"21582",2613000,"Powiat włoszczowski",2016,12
"21583",2661000,"Powiat m.Kielce",2016,215
"21584",2801000,"Powiat bartoszycki",2016,48
"21585",2802000,"Powiat braniewski",2016,37
"21586",2803000,"Powiat działdowski",2016,50
"21587",2804000,"Powiat elbląski",2016,30
"21588",2805000,"Powiat ełcki",2016,82
"21589",2806000,"Powiat giżycki",2016,46
"21590",2807000,"Powiat iławski",2016,83
"21591",2808000,"Powiat kętrzyński",2016,75
"21592",2809000,"Powiat lidzbarski",2016,38
"21593",2810000,"Powiat mrągowski",2016,54
"21594",2811000,"Powiat nidzicki",2016,25
"21595",2812000,"Powiat nowomiejski",2016,17
"21596",2813000,"Powiat olecki",2016,37
"21597",2814000,"Powiat olsztyński",2016,78
"21598",2815000,"Powiat ostródzki",2016,85
"21599",2816000,"Powiat piski",2016,50
"21600",2817000,"Powiat szczycieński",2016,42
"21601",2818000,"Powiat gołdapski",2016,21
"21602",2819000,"Powiat węgorzewski",2016,15
"21603",2861000,"Powiat m.Elbląg",2016,148
"21604",2862000,"Powiat m.Olsztyn",2016,330
"21605",3001000,"Powiat chodzieski",2016,15
"21606",3002000,"Powiat czarnkowsko-trzcianecki",2016,20
"21607",3003000,"Powiat gnieźnieński",2016,50
"21608",3004000,"Powiat gostyński",2016,6
"21609",3005000,"Powiat grodziski",2016,8
"21610",3006000,"Powiat jarociński",2016,15
"21611",3007000,"Powiat kaliski",2016,4
"21612",3008000,"Powiat kępiński",2016,0
"21613",3009000,"Powiat kolski",2016,14
"21614",3010000,"Powiat koniński",2016,12
"21615",3011000,"Powiat kościański",2016,19
"21616",3012000,"Powiat krotoszyński",2016,31
"21617",3013000,"Powiat leszczyński",2016,6
"21618",3014000,"Powiat międzychodzki",2016,13
"21619",3015000,"Powiat nowotomyski",2016,17
"21620",3016000,"Powiat obornicki",2016,17
"21621",3017000,"Powiat ostrowski",2016,21
"21622",3018000,"Powiat ostrzeszowski",2016,6
"21623",3019000,"Powiat pilski",2016,95
"21624",3020000,"Powiat pleszewski",2016,15
"21625",3021000,"Powiat poznański",2016,89
"21626",3022000,"Powiat rawicki",2016,10
"21627",3023000,"Powiat słupecki",2016,15
"21628",3024000,"Powiat szamotulski",2016,25
"21629",3025000,"Powiat średzki",2016,9
"21630",3026000,"Powiat śremski",2016,12
"21631",3027000,"Powiat turecki",2016,29
"21632",3028000,"Powiat wągrowiecki",2016,21
"21633",3029000,"Powiat wolsztyński",2016,3
"21634",3030000,"Powiat wrzesiński",2016,33
"21635",3031000,"Powiat złotowski",2016,31
"21636",3061000,"Powiat m.Kalisz",2016,108
"21637",3062000,"Powiat m.Konin",2016,87
"21638",3063000,"Powiat m.Leszno",2016,31
"21639",3064000,"Powiat m.Poznań",2016,763
"21640",3201000,"Powiat białogardzki",2016,46
"21641",3202000,"Powiat choszczeński",2016,37
"21642",3203000,"Powiat drawski",2016,34
"21643",3204000,"Powiat goleniowski",2016,69
"21644",3205000,"Powiat gryficki",2016,42
"21645",3206000,"Powiat gryfiński",2016,38
"21646",3207000,"Powiat kamieński",2016,69
"21647",3208000,"Powiat kołobrzeski",2016,106
"21648",3209000,"Powiat koszaliński",2016,76
"21649",3210000,"Powiat myśliborski",2016,50
"21650",3211000,"Powiat policki",2016,49
"21651",3212000,"Powiat pyrzycki",2016,26
"21652",3213000,"Powiat sławieński",2016,52
"21653",3214000,"Powiat stargardzki",2016,116
"21654",3215000,"Powiat szczecinecki",2016,64
"21655",3216000,"Powiat świdwiński",2016,38
"21656",3217000,"Powiat wałecki",2016,21
"21657",3218000,"Powiat łobeski",2016,29
"21658",3261000,"Powiat m.Koszalin",2016,178
"21659",3262000,"Powiat m.Szczecin",2016,501
"21660",3263000,"Powiat m.Świnoujście",2016,68
"21661",201000,"Powiat bolesławiecki",2017,127
"21662",202000,"Powiat dzierżoniowski",2017,111
"21663",203000,"Powiat głogowski",2017,98
"21664",204000,"Powiat górowski",2017,0
"21665",205000,"Powiat jaworski",2017,33
"21666",206000,"Powiat jeleniogórski",2017,43
"21667",207000,"Powiat kamiennogórski",2017,35
"21668",208000,"Powiat kłodzki",2017,154
"21669",209000,"Powiat legnicki",2017,22
"21670",210000,"Powiat lubański",2017,64
"21671",211000,"Powiat lubiński",2017,128
"21672",212000,"Powiat lwówecki",2017,37
"21673",213000,"Powiat milicki",2017,18
"21674",214000,"Powiat oleśnicki",2017,107
"21675",215000,"Powiat oławski",2017,49
"21676",216000,"Powiat polkowicki",2017,46
"21677",217000,"Powiat strzeliński",2017,24
"21678",218000,"Powiat średzki",2017,15
"21679",219000,"Powiat świdnicki",2017,206
"21680",220000,"Powiat trzebnicki",2017,44
"21681",221000,"Powiat wałbrzyski",2017,111
"21682",222000,"Powiat wołowski",2017,92
"21683",223000,"Powiat wrocławski",2017,86
"21684",224000,"Powiat ząbkowicki",2017,48
"21685",225000,"Powiat zgorzelecki",2017,93
"21686",226000,"Powiat złotoryjski",2017,41
"21687",261000,"Powiat m.Jelenia Góra",2017,207
"21688",262000,"Powiat m.Legnica",2017,126
"21689",264000,"Powiat m.Wrocław",2017,1322
"21690",265000,"Powiat m.Wałbrzych od 2013",2017,236
"21691",401000,"Powiat aleksandrowski",2017,60
"21692",402000,"Powiat brodnicki",2017,25
"21693",403000,"Powiat bydgoski",2017,34
"21694",404000,"Powiat chełmiński",2017,39
"21695",405000,"Powiat golubsko-dobrzyński",2017,24
"21696",406000,"Powiat grudziądzki",2017,12
"21697",407000,"Powiat inowrocławski",2017,202
"21698",408000,"Powiat lipnowski",2017,11
"21699",409000,"Powiat mogileński",2017,9
"21700",410000,"Powiat nakielski",2017,43
"21701",411000,"Powiat radziejowski",2017,15
"21702",412000,"Powiat rypiński",2017,3
"21703",413000,"Powiat sępoleński",2017,14
"21704",414000,"Powiat świecki",2017,40
"21705",415000,"Powiat toruński",2017,24
"21706",416000,"Powiat tucholski",2017,6
"21707",417000,"Powiat wąbrzeski",2017,22
"21708",418000,"Powiat włocławski",2017,20
"21709",419000,"Powiat żniński",2017,32
"21710",461000,"Powiat m.Bydgoszcz",2017,613
"21711",462000,"Powiat m.Grudziądz",2017,116
"21712",463000,"Powiat m.Toruń",2017,283
"21713",464000,"Powiat m.Włocławek",2017,187
"21714",601000,"Powiat bialski",2017,6
"21715",602000,"Powiat biłgorajski",2017,11
"21716",603000,"Powiat chełmski",2017,11
"21717",604000,"Powiat hrubieszowski",2017,33
"21718",605000,"Powiat janowski",2017,3
"21719",606000,"Powiat krasnostawski",2017,6
"21720",607000,"Powiat kraśnicki",2017,38
"21721",608000,"Powiat lubartowski",2017,18
"21722",609000,"Powiat lubelski",2017,23
"21723",610000,"Powiat łęczyński",2017,13
"21724",611000,"Powiat łukowski",2017,18
"21725",612000,"Powiat opolski",2017,24
"21726",613000,"Powiat parczewski",2017,15
"21727",614000,"Powiat puławski",2017,52
"21728",615000,"Powiat radzyński",2017,29
"21729",616000,"Powiat rycki",2017,20
"21730",617000,"Powiat świdnicki",2017,42
"21731",618000,"Powiat tomaszowski",2017,14
"21732",619000,"Powiat włodawski",2017,18
"21733",620000,"Powiat zamojski",2017,3
"21734",661000,"Powiat m.Biała Podlaska",2017,24
"21735",662000,"Powiat m.Chełm",2017,59
"21736",663000,"Powiat m.Lublin",2017,397
"21737",664000,"Powiat m.Zamość",2017,52
"21738",801000,"Powiat gorzowski",2017,48
"21739",802000,"Powiat krośnieński",2017,40
"21740",803000,"Powiat międzyrzecki",2017,44
"21741",804000,"Powiat nowosolski",2017,69
"21742",805000,"Powiat słubicki",2017,37
"21743",806000,"Powiat strzelecko-drezdenecki",2017,42
"21744",807000,"Powiat sulęciński",2017,24
"21745",808000,"Powiat świebodziński",2017,39
"21746",809000,"Powiat zielonogórski",2017,33
"21747",810000,"Powiat żagański",2017,67
"21748",811000,"Powiat żarski",2017,121
"21749",812000,"Powiat wschowski",2017,9
"21750",861000,"Powiat m.Gorzów Wielkopolski",2017,220
"21751",862000,"Powiat m.Zielona Góra",2017,239
"21752",1001000,"Powiat bełchatowski",2017,58
"21753",1002000,"Powiat kutnowski",2017,46
"21754",1003000,"Powiat łaski",2017,18
"21755",1004000,"Powiat łęczycki",2017,13
"21756",1005000,"Powiat łowicki",2017,17
"21757",1006000,"Powiat łódzki wschodni",2017,14
"21758",1007000,"Powiat opoczyński",2017,25
"21759",1008000,"Powiat pabianicki",2017,83
"21760",1009000,"Powiat pajęczański",2017,0
"21761",1010000,"Powiat piotrkowski",2017,3
"21762",1011000,"Powiat poddębicki",2017,8
"21763",1012000,"Powiat radomszczański",2017,26
"21764",1013000,"Powiat rawski",2017,16
"21765",1014000,"Powiat sieradzki",2017,22
"21766",1015000,"Powiat skierniewicki",2017,0
"21767",1016000,"Powiat tomaszowski",2017,84
"21768",1017000,"Powiat wieluński",2017,9
"21769",1018000,"Powiat wieruszowski",2017,7
"21770",1019000,"Powiat zduńskowolski",2017,53
"21771",1020000,"Powiat zgierski",2017,134
"21772",1021000,"Powiat brzeziński",2017,8
"21773",1061000,"Powiat m.Łódź",2017,1227
"21774",1062000,"Powiat m.Piotrków Trybunalski",2017,73
"21775",1063000,"Powiat m.Skierniewice",2017,31
"21776",1201000,"Powiat bocheński",2017,30
"21777",1202000,"Powiat brzeski",2017,9
"21778",1203000,"Powiat chrzanowski",2017,106
"21779",1204000,"Powiat dąbrowski",2017,5
"21780",1205000,"Powiat gorlicki",2017,16
"21781",1206000,"Powiat krakowski",2017,40
"21782",1207000,"Powiat limanowski",2017,11
"21783",1208000,"Powiat miechowski",2017,6
"21784",1209000,"Powiat myślenicki",2017,9
"21785",1210000,"Powiat nowosądecki",2017,23
"21786",1211000,"Powiat nowotarski",2017,32
"21787",1212000,"Powiat olkuski",2017,27
"21788",1213000,"Powiat oświęcimski",2017,111
"21789",1214000,"Powiat proszowicki",2017,3
"21790",1215000,"Powiat suski",2017,10
"21791",1216000,"Powiat tarnowski",2017,0
"21792",1217000,"Powiat tatrzański",2017,38
"21793",1218000,"Powiat wadowicki",2017,27
"21794",1219000,"Powiat wielicki",2017,21
"21795",1261000,"Powiat m.Kraków",2017,1361
"21796",1262000,"Powiat m.Nowy Sącz",2017,49
"21797",1263000,"Powiat m.Tarnów",2017,102
"21798",1401000,"Powiat białobrzeski",2017,6
"21799",1402000,"Powiat ciechanowski",2017,30
"21800",1403000,"Powiat garwoliński",2017,3
"21801",1404000,"Powiat gostyniński",2017,24
"21802",1405000,"Powiat grodziski",2017,35
"21803",1406000,"Powiat grójecki",2017,27
"21804",1407000,"Powiat kozienicki",2017,31
"21805",1408000,"Powiat legionowski",2017,70
"21806",1409000,"Powiat lipski",2017,3
"21807",1410000,"Powiat łosicki",2017,0
"21808",1411000,"Powiat makowski",2017,6
"21809",1412000,"Powiat miński",2017,50
"21810",1413000,"Powiat mławski",2017,38
"21811",1414000,"Powiat nowodworski",2017,80
"21812",1415000,"Powiat ostrołęcki",2017,0
"21813",1416000,"Powiat ostrowski",2017,12
"21814",1417000,"Powiat otwocki",2017,35
"21815",1418000,"Powiat piaseczyński",2017,121
"21816",1419000,"Powiat płocki",2017,11
"21817",1420000,"Powiat płoński",2017,41
"21818",1421000,"Powiat pruszkowski",2017,67
"21819",1422000,"Powiat przasnyski",2017,15
"21820",1423000,"Powiat przysuski",2017,7
"21821",1424000,"Powiat pułtuski",2017,14
"21822",1425000,"Powiat radomski",2017,23
"21823",1426000,"Powiat siedlecki",2017,3
"21824",1427000,"Powiat sierpecki",2017,9
"21825",1428000,"Powiat sochaczewski",2017,44
"21826",1429000,"Powiat sokołowski",2017,27
"21827",1430000,"Powiat szydłowiecki",2017,7
"21828",1432000,"Powiat warszawski zachodni",2017,18
"21829",1433000,"Powiat węgrowski",2017,9
"21830",1434000,"Powiat wołomiński",2017,143
"21831",1435000,"Powiat wyszkowski",2017,16
"21832",1436000,"Powiat zwoleński",2017,3
"21833",1437000,"Powiat żuromiński",2017,6
"21834",1438000,"Powiat żyrardowski",2017,64
"21835",1461000,"Powiat m.Ostrołęka",2017,32
"21836",1462000,"Powiat m.Płock",2017,148
"21837",1463000,"Powiat m.Radom",2017,183
"21838",1464000,"Powiat m.Siedlce",2017,110
"21839",1465000,"Powiat m. st. Warszawa",2017,3707
"21840",1601000,"Powiat brzeski",2017,79
"21841",1602000,"Powiat głubczycki",2017,20
"21842",1603000,"Powiat kędzierzyńsko-kozielski",2017,90
"21843",1604000,"Powiat kluczborski",2017,37
"21844",1605000,"Powiat krapkowicki",2017,22
"21845",1606000,"Powiat namysłowski",2017,13
"21846",1607000,"Powiat nyski",2017,80
"21847",1608000,"Powiat oleski",2017,11
"21848",1609000,"Powiat opolski",2017,35
"21849",1610000,"Powiat prudnicki",2017,38
