"","Kod","Nazwa","rok","Liczba_lokali_mieszkalnych_sprzedanych_w_ramach_transakcji_rynkowych_rynek_wtorny_do_40_m2_szt"
"21850",1611000,"Powiat strzelecki",2017,30
"21851",1661000,"Powiat m.Opole",2017,157
"21852",1801000,"Powiat bieszczadzki",2017,12
"21853",1802000,"Powiat brzozowski",2017,9
"21854",1803000,"Powiat dębicki",2017,33
"21855",1804000,"Powiat jarosławski",2017,45
"21856",1805000,"Powiat jasielski",2017,18
"21857",1806000,"Powiat kolbuszowski",2017,4
"21858",1807000,"Powiat krośnieński",2017,6
"21859",1808000,"Powiat leżajski",2017,18
"21860",1809000,"Powiat lubaczowski",2017,9
"21861",1810000,"Powiat łańcucki",2017,9
"21862",1811000,"Powiat mielecki",2017,45
"21863",1812000,"Powiat niżański",2017,11
"21864",1813000,"Powiat przemyski",2017,10
"21865",1814000,"Powiat przeworski",2017,7
"21866",1815000,"Powiat ropczycko-sędziszowski",2017,6
"21867",1816000,"Powiat rzeszowski",2017,8
"21868",1817000,"Powiat sanocki",2017,19
"21869",1818000,"Powiat stalowowolski",2017,91
"21870",1819000,"Powiat strzyżowski",2017,4
"21871",1820000,"Powiat tarnobrzeski",2017,15
"21872",1821000,"Powiat leski",2017,4
"21873",1861000,"Powiat m.Krosno",2017,27
"21874",1862000,"Powiat m.Przemyśl",2017,47
"21875",1863000,"Powiat m.Rzeszów",2017,115
"21876",1864000,"Powiat m.Tarnobrzeg",2017,24
"21877",2001000,"Powiat augustowski",2017,25
"21878",2002000,"Powiat białostocki",2017,42
"21879",2003000,"Powiat bielski",2017,0
"21880",2004000,"Powiat grajewski",2017,15
"21881",2005000,"Powiat hajnowski",2017,13
"21882",2006000,"Powiat kolneński",2017,17
"21883",2007000,"Powiat łomżyński",2017,0
"21884",2008000,"Powiat moniecki",2017,7
"21885",2009000,"Powiat sejneński",2017,5
"21886",2010000,"Powiat siemiatycki",2017,0
"21887",2011000,"Powiat sokólski",2017,15
"21888",2012000,"Powiat suwalski",2017,4
"21889",2013000,"Powiat wysokomazowiecki",2017,4
"21890",2014000,"Powiat zambrowski",2017,15
"21891",2061000,"Powiat m.Białystok",2017,428
"21892",2062000,"Powiat m.Łomża",2017,26
"21893",2063000,"Powiat m.Suwałki",2017,39
"21894",2201000,"Powiat bytowski",2017,45
"21895",2202000,"Powiat chojnicki",2017,52
"21896",2203000,"Powiat człuchowski",2017,46
"21897",2204000,"Powiat gdański",2017,79
"21898",2205000,"Powiat kartuski",2017,19
"21899",2206000,"Powiat kościerski",2017,21
"21900",2207000,"Powiat kwidzyński",2017,44
"21901",2208000,"Powiat lęborski",2017,88
"21902",2209000,"Powiat malborski",2017,53
"21903",2210000,"Powiat nowodworski",2017,68
"21904",2211000,"Powiat pucki",2017,71
"21905",2212000,"Powiat słupski",2017,74
"21906",2213000,"Powiat starogardzki",2017,55
"21907",2214000,"Powiat tczewski",2017,121
"21908",2215000,"Powiat wejherowski",2017,181
"21909",2216000,"Powiat sztumski",2017,17
"21910",2261000,"Powiat m.Gdańsk",2017,753
"21911",2262000,"Powiat m.Gdynia",2017,387
"21912",2263000,"Powiat m.Słupsk",2017,186
"21913",2264000,"Powiat m.Sopot",2017,80
"21914",2401000,"Powiat będziński",2017,120
"21915",2402000,"Powiat bielski",2017,26
"21916",2403000,"Powiat cieszyński",2017,41
"21917",2404000,"Powiat częstochowski",2017,31
"21918",2405000,"Powiat gliwicki",2017,80
"21919",2406000,"Powiat kłobucki",2017,7
"21920",2407000,"Powiat lubliniecki",2017,12
"21921",2408000,"Powiat mikołowski",2017,36
"21922",2409000,"Powiat myszkowski",2017,22
"21923",2410000,"Powiat pszczyński",2017,45
"21924",2411000,"Powiat raciborski",2017,60
"21925",2412000,"Powiat rybnicki",2017,17
"21926",2413000,"Powiat tarnogórski",2017,68
"21927",2414000,"Powiat bieruńsko-lędziński",2017,32
"21928",2415000,"Powiat wodzisławski",2017,60
"21929",2416000,"Powiat zawierciański",2017,74
"21930",2417000,"Powiat żywiecki",2017,18
"21931",2461000,"Powiat m.Bielsko-Biała",2017,141
"21932",2462000,"Powiat m.Bytom",2017,315
"21933",2463000,"Powiat m.Chorzów",2017,126
"21934",2464000,"Powiat m.Częstochowa",2017,148
"21935",2465000,"Powiat m.Dąbrowa Górnicza",2017,89
"21936",2466000,"Powiat m.Gliwice",2017,271
"21937",2467000,"Powiat m.Jastrzębie-Zdrój",2017,33
"21938",2468000,"Powiat m.Jaworzno",2017,116
"21939",2469000,"Powiat m.Katowice",2017,418
"21940",2470000,"Powiat m.Mysłowice",2017,104
"21941",2471000,"Powiat m.Piekary Śląskie",2017,36
"21942",2472000,"Powiat m.Ruda Śląska",2017,229
"21943",2473000,"Powiat m.Rybnik",2017,108
"21944",2474000,"Powiat m.Siemianowice Śląskie",2017,102
"21945",2475000,"Powiat m.Sosnowiec",2017,160
"21946",2476000,"Powiat m.Świętochłowice",2017,60
"21947",2477000,"Powiat m.Tychy",2017,185
"21948",2478000,"Powiat m.Zabrze",2017,311
"21949",2479000,"Powiat m.Żory",2017,14
"21950",2601000,"Powiat buski",2017,9
"21951",2602000,"Powiat jędrzejowski",2017,4
"21952",2603000,"Powiat kazimierski",2017,0
"21953",2604000,"Powiat kielecki",2017,0
"21954",2605000,"Powiat konecki",2017,11
"21955",2606000,"Powiat opatowski",2017,5
"21956",2607000,"Powiat ostrowiecki",2017,25
"21957",2608000,"Powiat pińczowski",2017,13
"21958",2609000,"Powiat sandomierski",2017,13
"21959",2610000,"Powiat skarżyski",2017,45
"21960",2611000,"Powiat starachowicki",2017,70
"21961",2612000,"Powiat staszowski",2017,13
"21962",2613000,"Powiat włoszczowski",2017,21
"21963",2661000,"Powiat m.Kielce",2017,265
"21964",2801000,"Powiat bartoszycki",2017,40
"21965",2802000,"Powiat braniewski",2017,39
"21966",2803000,"Powiat działdowski",2017,45
"21967",2804000,"Powiat elbląski",2017,29
"21968",2805000,"Powiat ełcki",2017,91
"21969",2806000,"Powiat giżycki",2017,97
"21970",2807000,"Powiat iławski",2017,89
"21971",2808000,"Powiat kętrzyński",2017,78
"21972",2809000,"Powiat lidzbarski",2017,43
"21973",2810000,"Powiat mrągowski",2017,41
"21974",2811000,"Powiat nidzicki",2017,21
"21975",2812000,"Powiat nowomiejski",2017,14
"21976",2813000,"Powiat olecki",2017,32
"21977",2814000,"Powiat olsztyński",2017,91
"21978",2815000,"Powiat ostródzki",2017,101
"21979",2816000,"Powiat piski",2017,59
"21980",2817000,"Powiat szczycieński",2017,50
"21981",2818000,"Powiat gołdapski",2017,25
"21982",2819000,"Powiat węgorzewski",2017,16
"21983",2861000,"Powiat m.Elbląg",2017,218
"21984",2862000,"Powiat m.Olsztyn",2017,341
"21985",3001000,"Powiat chodzieski",2017,18
"21986",3002000,"Powiat czarnkowsko-trzcianecki",2017,29
"21987",3003000,"Powiat gnieźnieński",2017,55
"21988",3004000,"Powiat gostyński",2017,16
"21989",3005000,"Powiat grodziski",2017,13
"21990",3006000,"Powiat jarociński",2017,16
"21991",3007000,"Powiat kaliski",2017,0
"21992",3008000,"Powiat kępiński",2017,12
"21993",3009000,"Powiat kolski",2017,16
"21994",3010000,"Powiat koniński",2017,16
"21995",3011000,"Powiat kościański",2017,16
"21996",3012000,"Powiat krotoszyński",2017,17
"21997",3013000,"Powiat leszczyński",2017,9
"21998",3014000,"Powiat międzychodzki",2017,12
"21999",3015000,"Powiat nowotomyski",2017,14
"22000",3016000,"Powiat obornicki",2017,19
"22001",3017000,"Powiat ostrowski",2017,98
"22002",3018000,"Powiat ostrzeszowski",2017,7
"22003",3019000,"Powiat pilski",2017,93
"22004",3020000,"Powiat pleszewski",2017,11
"22005",3021000,"Powiat poznański",2017,30
"22006",3022000,"Powiat rawicki",2017,20
"22007",3023000,"Powiat słupecki",2017,16
"22008",3024000,"Powiat szamotulski",2017,26
"22009",3025000,"Powiat średzki",2017,10
"22010",3026000,"Powiat śremski",2017,10
"22011",3027000,"Powiat turecki",2017,22
"22012",3028000,"Powiat wągrowiecki",2017,17
"22013",3029000,"Powiat wolsztyński",2017,5
"22014",3030000,"Powiat wrzesiński",2017,30
"22015",3031000,"Powiat złotowski",2017,31
"22016",3061000,"Powiat m.Kalisz",2017,150
"22017",3062000,"Powiat m.Konin",2017,74
"22018",3063000,"Powiat m.Leszno",2017,31
"22019",3064000,"Powiat m.Poznań",2017,815
"22020",3201000,"Powiat białogardzki",2017,38
"22021",3202000,"Powiat choszczeński",2017,22
"22022",3203000,"Powiat drawski",2017,39
"22023",3204000,"Powiat goleniowski",2017,55
"22024",3205000,"Powiat gryficki",2017,46
"22025",3206000,"Powiat gryfiński",2017,53
"22026",3207000,"Powiat kamieński",2017,82
"22027",3208000,"Powiat kołobrzeski",2017,52
"22028",3209000,"Powiat koszaliński",2017,80
"22029",3210000,"Powiat myśliborski",2017,51
"22030",3211000,"Powiat policki",2017,37
"22031",3212000,"Powiat pyrzycki",2017,31
"22032",3213000,"Powiat sławieński",2017,94
"22033",3214000,"Powiat stargardzki",2017,106
"22034",3215000,"Powiat szczecinecki",2017,68
"22035",3216000,"Powiat świdwiński",2017,41
"22036",3217000,"Powiat wałecki",2017,39
"22037",3218000,"Powiat łobeski",2017,36
"22038",3261000,"Powiat m.Koszalin",2017,183
"22039",3262000,"Powiat m.Szczecin",2017,544
"22040",3263000,"Powiat m.Świnoujście",2017,80
"22041",201000,"Powiat bolesławiecki",2018,129
"22042",202000,"Powiat dzierżoniowski",2018,159
"22043",203000,"Powiat głogowski",2018,93
"22044",204000,"Powiat górowski",2018,3
"22045",205000,"Powiat jaworski",2018,33
"22046",206000,"Powiat jeleniogórski",2018,43
"22047",207000,"Powiat kamiennogórski",2018,56
"22048",208000,"Powiat kłodzki",2018,196
"22049",209000,"Powiat legnicki",2018,14
"22050",210000,"Powiat lubański",2018,59
"22051",211000,"Powiat lubiński",2018,130
"22052",212000,"Powiat lwówecki",2018,56
"22053",213000,"Powiat milicki",2018,17
"22054",214000,"Powiat oleśnicki",2018,82
"22055",215000,"Powiat oławski",2018,54
"22056",216000,"Powiat polkowicki",2018,50
"22057",217000,"Powiat strzeliński",2018,28
"22058",218000,"Powiat średzki",2018,23
"22059",219000,"Powiat świdnicki",2018,225
"22060",220000,"Powiat trzebnicki",2018,58
"22061",221000,"Powiat wałbrzyski",2018,106
"22062",222000,"Powiat wołowski",2018,84
"22063",223000,"Powiat wrocławski",2018,97
"22064",224000,"Powiat ząbkowicki",2018,51
"22065",225000,"Powiat zgorzelecki",2018,98
"22066",226000,"Powiat złotoryjski",2018,47
"22067",261000,"Powiat m.Jelenia Góra",2018,201
"22068",262000,"Powiat m.Legnica",2018,150
"22069",264000,"Powiat m.Wrocław",2018,1275
"22070",265000,"Powiat m.Wałbrzych od 2013",2018,263
"22071",401000,"Powiat aleksandrowski",2018,37
"22072",402000,"Powiat brodnicki",2018,34
"22073",403000,"Powiat bydgoski",2018,51
"22074",404000,"Powiat chełmiński",2018,38
"22075",405000,"Powiat golubsko-dobrzyński",2018,27
"22076",406000,"Powiat grudziądzki",2018,13
"22077",407000,"Powiat inowrocławski",2018,169
"22078",408000,"Powiat lipnowski",2018,12
"22079",409000,"Powiat mogileński",2018,21
"22080",410000,"Powiat nakielski",2018,59
"22081",411000,"Powiat radziejowski",2018,20
"22082",412000,"Powiat rypiński",2018,8
"22083",413000,"Powiat sępoleński",2018,18
"22084",414000,"Powiat świecki",2018,59
"22085",415000,"Powiat toruński",2018,22
"22086",416000,"Powiat tucholski",2018,5
"22087",417000,"Powiat wąbrzeski",2018,28
"22088",418000,"Powiat włocławski",2018,23
"22089",419000,"Powiat żniński",2018,29
"22090",461000,"Powiat m.Bydgoszcz",2018,693
"22091",462000,"Powiat m.Grudziądz",2018,148
"22092",463000,"Powiat m.Toruń",2018,325
"22093",464000,"Powiat m.Włocławek",2018,172
"22094",601000,"Powiat bialski",2018,3
"22095",602000,"Powiat biłgorajski",2018,14
"22096",603000,"Powiat chełmski",2018,7
"22097",604000,"Powiat hrubieszowski",2018,21
"22098",605000,"Powiat janowski",2018,7
"22099",606000,"Powiat krasnostawski",2018,10
"22100",607000,"Powiat kraśnicki",2018,34
"22101",608000,"Powiat lubartowski",2018,16
"22102",609000,"Powiat lubelski",2018,15
"22103",610000,"Powiat łęczyński",2018,15
"22104",611000,"Powiat łukowski",2018,23
"22105",612000,"Powiat opolski",2018,25
"22106",613000,"Powiat parczewski",2018,6
"22107",614000,"Powiat puławski",2018,71
"22108",615000,"Powiat radzyński",2018,13
"22109",616000,"Powiat rycki",2018,16
"22110",617000,"Powiat świdnicki",2018,64
"22111",618000,"Powiat tomaszowski",2018,16
"22112",619000,"Powiat włodawski",2018,26
"22113",620000,"Powiat zamojski",2018,7
"22114",661000,"Powiat m.Biała Podlaska",2018,30
"22115",662000,"Powiat m.Chełm",2018,79
"22116",663000,"Powiat m.Lublin",2018,472
"22117",664000,"Powiat m.Zamość",2018,57
"22118",801000,"Powiat gorzowski",2018,54
"22119",802000,"Powiat krośnieński",2018,41
"22120",803000,"Powiat międzyrzecki",2018,60
"22121",804000,"Powiat nowosolski",2018,81
"22122",805000,"Powiat słubicki",2018,48
"22123",806000,"Powiat strzelecko-drezdenecki",2018,21
"22124",807000,"Powiat sulęciński",2018,28
"22125",808000,"Powiat świebodziński",2018,65
"22126",809000,"Powiat zielonogórski",2018,54
"22127",810000,"Powiat żagański",2018,90
"22128",811000,"Powiat żarski",2018,106
"22129",812000,"Powiat wschowski",2018,13
"22130",861000,"Powiat m.Gorzów Wielkopolski",2018,240
"22131",862000,"Powiat m.Zielona Góra",2018,272
"22132",1001000,"Powiat bełchatowski",2018,51
"22133",1002000,"Powiat kutnowski",2018,41
"22134",1003000,"Powiat łaski",2018,32
"22135",1004000,"Powiat łęczycki",2018,20
"22136",1005000,"Powiat łowicki",2018,18
"22137",1006000,"Powiat łódzki wschodni",2018,15
"22138",1007000,"Powiat opoczyński",2018,31
"22139",1008000,"Powiat pabianicki",2018,93
"22140",1009000,"Powiat pajęczański",2018,4
"22141",1010000,"Powiat piotrkowski",2018,6
"22142",1011000,"Powiat poddębicki",2018,15
"22143",1012000,"Powiat radomszczański",2018,31
"22144",1013000,"Powiat rawski",2018,12
"22145",1014000,"Powiat sieradzki",2018,31
"22146",1015000,"Powiat skierniewicki",2018,0
"22147",1016000,"Powiat tomaszowski",2018,84
"22148",1017000,"Powiat wieluński",2018,9
"22149",1018000,"Powiat wieruszowski",2018,26
"22150",1019000,"Powiat zduńskowolski",2018,41
"22151",1020000,"Powiat zgierski",2018,110
"22152",1021000,"Powiat brzeziński",2018,12
"22153",1061000,"Powiat m.Łódź",2018,1512
"22154",1062000,"Powiat m.Piotrków Trybunalski",2018,74
"22155",1063000,"Powiat m.Skierniewice",2018,62
"22156",1201000,"Powiat bocheński",2018,15
"22157",1202000,"Powiat brzeski",2018,7
"22158",1203000,"Powiat chrzanowski",2018,100
"22159",1204000,"Powiat dąbrowski",2018,6
"22160",1205000,"Powiat gorlicki",2018,12
"22161",1206000,"Powiat krakowski",2018,36
"22162",1207000,"Powiat limanowski",2018,19
"22163",1208000,"Powiat miechowski",2018,7
"22164",1209000,"Powiat myślenicki",2018,13
"22165",1210000,"Powiat nowosądecki",2018,18
"22166",1211000,"Powiat nowotarski",2018,27
"22167",1212000,"Powiat olkuski",2018,43
"22168",1213000,"Powiat oświęcimski",2018,104
"22169",1214000,"Powiat proszowicki",2018,6
"22170",1215000,"Powiat suski",2018,5
"22171",1216000,"Powiat tarnowski",2018,0
"22172",1217000,"Powiat tatrzański",2018,71
"22173",1218000,"Powiat wadowicki",2018,36
"22174",1219000,"Powiat wielicki",2018,24
"22175",1261000,"Powiat m.Kraków",2018,1106
"22176",1262000,"Powiat m.Nowy Sącz",2018,55
"22177",1263000,"Powiat m.Tarnów",2018,114
"22178",1401000,"Powiat białobrzeski",2018,0
"22179",1402000,"Powiat ciechanowski",2018,44
"22180",1403000,"Powiat garwoliński",2018,8
"22181",1404000,"Powiat gostyniński",2018,16
"22182",1405000,"Powiat grodziski",2018,50
"22183",1406000,"Powiat grójecki",2018,52
"22184",1407000,"Powiat kozienicki",2018,27
"22185",1408000,"Powiat legionowski",2018,108
"22186",1409000,"Powiat lipski",2018,5
"22187",1410000,"Powiat łosicki",2018,4
"22188",1411000,"Powiat makowski",2018,12
"22189",1412000,"Powiat miński",2018,58
"22190",1413000,"Powiat mławski",2018,33
"22191",1414000,"Powiat nowodworski",2018,46
"22192",1415000,"Powiat ostrołęcki",2018,0
"22193",1416000,"Powiat ostrowski",2018,12
"22194",1417000,"Powiat otwocki",2018,47
"22195",1418000,"Powiat piaseczyński",2018,76
"22196",1419000,"Powiat płocki",2018,4
"22197",1420000,"Powiat płoński",2018,42
"22198",1421000,"Powiat pruszkowski",2018,82
"22199",1422000,"Powiat przasnyski",2018,15
"22200",1423000,"Powiat przysuski",2018,7
"22201",1424000,"Powiat pułtuski",2018,25
"22202",1425000,"Powiat radomski",2018,35
"22203",1426000,"Powiat siedlecki",2018,4
"22204",1427000,"Powiat sierpecki",2018,15
"22205",1428000,"Powiat sochaczewski",2018,53
"22206",1429000,"Powiat sokołowski",2018,22
"22207",1430000,"Powiat szydłowiecki",2018,13
"22208",1432000,"Powiat warszawski zachodni",2018,50
"22209",1433000,"Powiat węgrowski",2018,0
"22210",1434000,"Powiat wołomiński",2018,117
"22211",1435000,"Powiat wyszkowski",2018,15
"22212",1436000,"Powiat zwoleński",2018,3
"22213",1437000,"Powiat żuromiński",2018,8
"22214",1438000,"Powiat żyrardowski",2018,45
"22215",1461000,"Powiat m.Ostrołęka",2018,56
"22216",1462000,"Powiat m.Płock",2018,194
"22217",1463000,"Powiat m.Radom",2018,190
"22218",1464000,"Powiat m.Siedlce",2018,98
"22219",1465000,"Powiat m. st. Warszawa",2018,4413
"22220",1601000,"Powiat brzeski",2018,105
"22221",1602000,"Powiat głubczycki",2018,25
"22222",1603000,"Powiat kędzierzyńsko-kozielski",2018,90
"22223",1604000,"Powiat kluczborski",2018,37
"22224",1605000,"Powiat krapkowicki",2018,22
"22225",1606000,"Powiat namysłowski",2018,20
"22226",1607000,"Powiat nyski",2018,98
"22227",1608000,"Powiat oleski",2018,18
"22228",1609000,"Powiat opolski",2018,35
"22229",1610000,"Powiat prudnicki",2018,33
"22230",1611000,"Powiat strzelecki",2018,24
"22231",1661000,"Powiat m.Opole",2018,201
"22232",1801000,"Powiat bieszczadzki",2018,16
"22233",1802000,"Powiat brzozowski",2018,8
"22234",1803000,"Powiat dębicki",2018,33
"22235",1804000,"Powiat jarosławski",2018,42
"22236",1805000,"Powiat jasielski",2018,25
"22237",1806000,"Powiat kolbuszowski",2018,4
"22238",1807000,"Powiat krośnieński",2018,5
"22239",1808000,"Powiat leżajski",2018,18
"22240",1809000,"Powiat lubaczowski",2018,9
"22241",1810000,"Powiat łańcucki",2018,6
"22242",1811000,"Powiat mielecki",2018,44
"22243",1812000,"Powiat niżański",2018,8
"22244",1813000,"Powiat przemyski",2018,12
"22245",1814000,"Powiat przeworski",2018,13
"22246",1815000,"Powiat ropczycko-sędziszowski",2018,7
"22247",1816000,"Powiat rzeszowski",2018,17
"22248",1817000,"Powiat sanocki",2018,33
"22249",1818000,"Powiat stalowowolski",2018,74
"22250",1819000,"Powiat strzyżowski",2018,7
"22251",1820000,"Powiat tarnobrzeski",2018,12
"22252",1821000,"Powiat leski",2018,0
"22253",1861000,"Powiat m.Krosno",2018,29
"22254",1862000,"Powiat m.Przemyśl",2018,82
"22255",1863000,"Powiat m.Rzeszów",2018,306
"22256",1864000,"Powiat m.Tarnobrzeg",2018,21
"22257",2001000,"Powiat augustowski",2018,18
"22258",2002000,"Powiat białostocki",2018,68
"22259",2003000,"Powiat bielski",2018,3
"22260",2004000,"Powiat grajewski",2018,16
"22261",2005000,"Powiat hajnowski",2018,16
"22262",2006000,"Powiat kolneński",2018,8
"22263",2007000,"Powiat łomżyński",2018,3
"22264",2008000,"Powiat moniecki",2018,4
"22265",2009000,"Powiat sejneński",2018,0
"22266",2010000,"Powiat siemiatycki",2018,8
"22267",2011000,"Powiat sokólski",2018,9
"22268",2012000,"Powiat suwalski",2018,0
"22269",2013000,"Powiat wysokomazowiecki",2018,4
"22270",2014000,"Powiat zambrowski",2018,18
"22271",2061000,"Powiat m.Białystok",2018,425
"22272",2062000,"Powiat m.Łomża",2018,38
"22273",2063000,"Powiat m.Suwałki",2018,52
"22274",2201000,"Powiat bytowski",2018,32
"22275",2202000,"Powiat chojnicki",2018,23
"22276",2203000,"Powiat człuchowski",2018,40
"22277",2204000,"Powiat gdański",2018,97
"22278",2205000,"Powiat kartuski",2018,11
"22279",2206000,"Powiat kościerski",2018,26
"22280",2207000,"Powiat kwidzyński",2018,49
"22281",2208000,"Powiat lęborski",2018,107
"22282",2209000,"Powiat malborski",2018,65
"22283",2210000,"Powiat nowodworski",2018,53
"22284",2211000,"Powiat pucki",2018,65
"22285",2212000,"Powiat słupski",2018,49
"22286",2213000,"Powiat starogardzki",2018,67
"22287",2214000,"Powiat tczewski",2018,119
"22288",2215000,"Powiat wejherowski",2018,250
"22289",2216000,"Powiat sztumski",2018,24
"22290",2261000,"Powiat m.Gdańsk",2018,828
"22291",2262000,"Powiat m.Gdynia",2018,375
"22292",2263000,"Powiat m.Słupsk",2018,162
"22293",2264000,"Powiat m.Sopot",2018,78
"22294",2401000,"Powiat będziński",2018,157
"22295",2402000,"Powiat bielski",2018,29
"22296",2403000,"Powiat cieszyński",2018,55
"22297",2404000,"Powiat częstochowski",2018,24
"22298",2405000,"Powiat gliwicki",2018,79
"22299",2406000,"Powiat kłobucki",2018,16
"22300",2407000,"Powiat lubliniecki",2018,15
"22301",2408000,"Powiat mikołowski",2018,36
"22302",2409000,"Powiat myszkowski",2018,22
"22303",2410000,"Powiat pszczyński",2018,45
"22304",2411000,"Powiat raciborski",2018,66
"22305",2412000,"Powiat rybnicki",2018,22
"22306",2413000,"Powiat tarnogórski",2018,54
"22307",2414000,"Powiat bieruńsko-lędziński",2018,36
"22308",2415000,"Powiat wodzisławski",2018,57
"22309",2416000,"Powiat zawierciański",2018,61
"22310",2417000,"Powiat żywiecki",2018,18
"22311",2461000,"Powiat m.Bielsko-Biała",2018,160
"22312",2462000,"Powiat m.Bytom",2018,420
"22313",2463000,"Powiat m.Chorzów",2018,179
"22314",2464000,"Powiat m.Częstochowa",2018,195
"22315",2465000,"Powiat m.Dąbrowa Górnicza",2018,72
"22316",2466000,"Powiat m.Gliwice",2018,325
"22317",2467000,"Powiat m.Jastrzębie-Zdrój",2018,65
"22318",2468000,"Powiat m.Jaworzno",2018,112
"22319",2469000,"Powiat m.Katowice",2018,427
"22320",2470000,"Powiat m.Mysłowice",2018,123
"22321",2471000,"Powiat m.Piekary Śląskie",2018,58
"22322",2472000,"Powiat m.Ruda Śląska",2018,245
"22323",2473000,"Powiat m.Rybnik",2018,89
