"","Kod","Nazwa","rok","Mediana_cen_za_1_m2_lokali_mieszkalnych_sprzedanych_w_ramach_transakcji_rynkowych_ogolem_od_60_do_80_m2_zl"
"6171",862000,"Powiat m.Zielona Góra",2016,3541
"6172",1001000,"Powiat bełchatowski",2016,2453
"6173",1002000,"Powiat kutnowski",2016,3529
"6174",1003000,"Powiat łaski",2016,2018
"6175",1004000,"Powiat łęczycki",2016,2466
"6176",1005000,"Powiat łowicki",2016,3148
"6177",1006000,"Powiat łódzki wschodni",2016,0
"6178",1007000,"Powiat opoczyński",2016,2643
"6179",1008000,"Powiat pabianicki",2016,2846
"6180",1009000,"Powiat pajęczański",2016,0
"6181",1010000,"Powiat piotrkowski",2016,1784
"6182",1011000,"Powiat poddębicki",2016,1809
"6183",1012000,"Powiat radomszczański",2016,2533
"6184",1013000,"Powiat rawski",2016,3040
"6185",1014000,"Powiat sieradzki",2016,2571
"6186",1015000,"Powiat skierniewicki",2016,0
"6187",1016000,"Powiat tomaszowski",2016,3756
"6188",1017000,"Powiat wieluński",2016,0
"6189",1018000,"Powiat wieruszowski",2016,2812
"6190",1019000,"Powiat zduńskowolski",2016,2457
"6191",1020000,"Powiat zgierski",2016,3207
"6192",1021000,"Powiat brzeziński",2016,3354
"6193",1061000,"Powiat m.Łódź",2016,4383
"6194",1062000,"Powiat m.Piotrków Trybunalski",2016,3352
"6195",1063000,"Powiat m.Skierniewice",2016,3667
"6196",1201000,"Powiat bocheński",2016,3957
"6197",1202000,"Powiat brzeski",2016,3359
"6198",1203000,"Powiat chrzanowski",2016,2710
"6199",1204000,"Powiat dąbrowski",2016,2565
"6200",1205000,"Powiat gorlicki",2016,2143
"6201",1206000,"Powiat krakowski",2016,4589
"6202",1207000,"Powiat limanowski",2016,2461
"6203",1208000,"Powiat miechowski",2016,0
"6204",1209000,"Powiat myślenicki",2016,3712
"6205",1210000,"Powiat nowosądecki",2016,2817
"6206",1211000,"Powiat nowotarski",2016,3915
"6207",1212000,"Powiat olkuski",2016,2651
"6208",1213000,"Powiat oświęcimski",2016,2791
"6209",1214000,"Powiat proszowicki",2016,0
"6210",1215000,"Powiat suski",2016,0
"6211",1216000,"Powiat tarnowski",2016,0
"6212",1217000,"Powiat tatrzański",2016,7621
"6213",1218000,"Powiat wadowicki",2016,3264
"6214",1219000,"Powiat wielicki",2016,4169
"6215",1261000,"Powiat m.Kraków",2016,6167
"6216",1262000,"Powiat m.Nowy Sącz",2016,2998
"6217",1263000,"Powiat m.Tarnów",2016,3151
"6218",1401000,"Powiat białobrzeski",2016,2619
"6219",1402000,"Powiat ciechanowski",2016,3131
"6220",1403000,"Powiat garwoliński",2016,1761
"6221",1404000,"Powiat gostyniński",2016,1959
"6222",1405000,"Powiat grodziski",2016,4642
"6223",1406000,"Powiat grójecki",2016,3609
"6224",1407000,"Powiat kozienicki",2016,2788
"6225",1408000,"Powiat legionowski",2016,4516
"6226",1409000,"Powiat lipski",2016,0
"6227",1410000,"Powiat łosicki",2016,2854
"6228",1411000,"Powiat makowski",2016,0
"6229",1412000,"Powiat miński",2016,3780
"6230",1413000,"Powiat mławski",2016,2959
"6231",1414000,"Powiat nowodworski",2016,3690
"6232",1415000,"Powiat ostrołęcki",2016,0
"6233",1416000,"Powiat ostrowski",2016,2541
"6234",1417000,"Powiat otwocki",2016,5342
"6235",1418000,"Powiat piaseczyński",2016,5223
"6236",1419000,"Powiat płocki",2016,3015
"6237",1420000,"Powiat płoński",2016,3394
"6238",1421000,"Powiat pruszkowski",2016,5267
"6239",1422000,"Powiat przasnyski",2016,2747
"6240",1423000,"Powiat przysuski",2016,1692
"6241",1424000,"Powiat pułtuski",2016,3200
"6242",1425000,"Powiat radomski",2016,1960
"6243",1426000,"Powiat siedlecki",2016,0
"6244",1427000,"Powiat sierpecki",2016,2491
"6245",1428000,"Powiat sochaczewski",2016,2952
"6246",1429000,"Powiat sokołowski",2016,2870
"6247",1430000,"Powiat szydłowiecki",2016,1970
"6248",1432000,"Powiat warszawski zachodni",2016,4899
"6249",1433000,"Powiat węgrowski",2016,3333
"6250",1434000,"Powiat wołomiński",2016,4403
"6251",1435000,"Powiat wyszkowski",2016,4095
"6252",1436000,"Powiat zwoleński",2016,0
"6253",1437000,"Powiat żuromiński",2016,3090
"6254",1438000,"Powiat żyrardowski",2016,3049
"6255",1461000,"Powiat m.Ostrołęka",2016,3763
"6256",1462000,"Powiat m.Płock",2016,3803
"6257",1463000,"Powiat m.Radom",2016,3417
"6258",1464000,"Powiat m.Siedlce",2016,4022
"6259",1465000,"Powiat m. st. Warszawa",2016,7211
"6260",1601000,"Powiat brzeski",2016,2253
"6261",1602000,"Powiat głubczycki",2016,1609
"6262",1603000,"Powiat kędzierzyńsko-kozielski",2016,2336
"6263",1604000,"Powiat kluczborski",2016,2381
"6264",1605000,"Powiat krapkowicki",2016,2547
"6265",1606000,"Powiat namysłowski",2016,2999
"6266",1607000,"Powiat nyski",2016,2155
"6267",1608000,"Powiat oleski",2016,2481
"6268",1609000,"Powiat opolski",2016,2468
"6269",1610000,"Powiat prudnicki",2016,1448
"6270",1611000,"Powiat strzelecki",2016,2178
"6271",1661000,"Powiat m.Opole",2016,4145
"6272",1801000,"Powiat bieszczadzki",2016,1107
"6273",1802000,"Powiat brzozowski",2016,0
"6274",1803000,"Powiat dębicki",2016,2570
"6275",1804000,"Powiat jarosławski",2016,2288
"6276",1805000,"Powiat jasielski",2016,2447
"6277",1806000,"Powiat kolbuszowski",2016,2310
"6278",1807000,"Powiat krośnieński",2016,1732
"6279",1808000,"Powiat leżajski",2016,2308
"6280",1809000,"Powiat lubaczowski",2016,2314
"6281",1810000,"Powiat łańcucki",2016,2520
"6282",1811000,"Powiat mielecki",2016,3048
"6283",1812000,"Powiat niżański",2016,2228
"6284",1813000,"Powiat przemyski",2016,1462
"6285",1814000,"Powiat przeworski",2016,2751
"6286",1815000,"Powiat ropczycko-sędziszowski",2016,2878
"6287",1816000,"Powiat rzeszowski",2016,3140
"6288",1817000,"Powiat sanocki",2016,2729
"6289",1818000,"Powiat stalowowolski",2016,2664
"6290",1819000,"Powiat strzyżowski",2016,2686
"6291",1820000,"Powiat tarnobrzeski",2016,1972
"6292",1821000,"Powiat leski",2016,0
"6293",1861000,"Powiat m.Krosno",2016,2413
"6294",1862000,"Powiat m.Przemyśl",2016,2494
"6295",1863000,"Powiat m.Rzeszów",2016,4322
"6296",1864000,"Powiat m.Tarnobrzeg",2016,1997
"6297",2001000,"Powiat augustowski",2016,3068
"6298",2002000,"Powiat białostocki",2016,3797
"6299",2003000,"Powiat bielski",2016,0
"6300",2004000,"Powiat grajewski",2016,3056
"6301",2005000,"Powiat hajnowski",2016,1977
"6302",2006000,"Powiat kolneński",2016,2646
"6303",2007000,"Powiat łomżyński",2016,0
"6304",2008000,"Powiat moniecki",2016,2153
"6305",2009000,"Powiat sejneński",2016,2823
"6306",2010000,"Powiat siemiatycki",2016,2628
"6307",2011000,"Powiat sokólski",2016,2679
"6308",2012000,"Powiat suwalski",2016,994
"6309",2013000,"Powiat wysokomazowiecki",2016,4627
"6310",2014000,"Powiat zambrowski",2016,3227
"6311",2061000,"Powiat m.Białystok",2016,4478
"6312",2062000,"Powiat m.Łomża",2016,3742
"6313",2063000,"Powiat m.Suwałki",2016,2767
"6314",2201000,"Powiat bytowski",2016,2416
"6315",2202000,"Powiat chojnicki",2016,2857
"6316",2203000,"Powiat człuchowski",2016,2281
"6317",2204000,"Powiat gdański",2016,4335
"6318",2205000,"Powiat kartuski",2016,3461
"6319",2206000,"Powiat kościerski",2016,3785
"6320",2207000,"Powiat kwidzyński",2016,2403
"6321",2208000,"Powiat lęborski",2016,2603
"6322",2209000,"Powiat malborski",2016,2773
"6323",2210000,"Powiat nowodworski",2016,2632
"6324",2211000,"Powiat pucki",2016,4520
"6325",2212000,"Powiat słupski",2016,2888
"6326",2213000,"Powiat starogardzki",2016,3361
"6327",2214000,"Powiat tczewski",2016,3601
"6328",2215000,"Powiat wejherowski",2016,4191
"6329",2216000,"Powiat sztumski",2016,1572
"6330",2261000,"Powiat m.Gdańsk",2016,5358
"6331",2262000,"Powiat m.Gdynia",2016,5486
"6332",2263000,"Powiat m.Słupsk",2016,3074
"6333",2264000,"Powiat m.Sopot",2016,9470
"6334",2401000,"Powiat będziński",2016,2652
"6335",2402000,"Powiat bielski",2016,2892
"6336",2403000,"Powiat cieszyński",2016,3867
"6337",2404000,"Powiat częstochowski",2016,1655
"6338",2405000,"Powiat gliwicki",2016,2836
"6339",2406000,"Powiat kłobucki",2016,0
"6340",2407000,"Powiat lubliniecki",2016,2111
"6341",2408000,"Powiat mikołowski",2016,2985
"6342",2409000,"Powiat myszkowski",2016,2194
"6343",2410000,"Powiat pszczyński",2016,2296
"6344",2411000,"Powiat raciborski",2016,1951
"6345",2412000,"Powiat rybnicki",2016,1855
"6346",2413000,"Powiat tarnogórski",2016,2649
"6347",2414000,"Powiat bieruńsko-lędziński",2016,2540
"6348",2415000,"Powiat wodzisławski",2016,1984
"6349",2416000,"Powiat zawierciański",2016,2025
"6350",2417000,"Powiat żywiecki",2016,2719
"6351",2461000,"Powiat m.Bielsko-Biała",2016,3755
"6352",2462000,"Powiat m.Bytom",2016,1950
"6353",2463000,"Powiat m.Chorzów",2016,2672
"6354",2464000,"Powiat m.Częstochowa",2016,3569
"6355",2465000,"Powiat m.Dąbrowa Górnicza",2016,2764
"6356",2466000,"Powiat m.Gliwice",2016,3560
"6357",2467000,"Powiat m.Jastrzębie-Zdrój",2016,2130
"6358",2468000,"Powiat m.Jaworzno",2016,3241
"6359",2469000,"Powiat m.Katowice",2016,3287
"6360",2470000,"Powiat m.Mysłowice",2016,3942
"6361",2471000,"Powiat m.Piekary Śląskie",2016,2295
"6362",2472000,"Powiat m.Ruda Śląska",2016,2272
"6363",2473000,"Powiat m.Rybnik",2016,2634
"6364",2474000,"Powiat m.Siemianowice Śląskie",2016,2580
"6365",2475000,"Powiat m.Sosnowiec",2016,2667
"6366",2476000,"Powiat m.Świętochłowice",2016,3551
"6367",2477000,"Powiat m.Tychy",2016,3493
"6368",2478000,"Powiat m.Zabrze",2016,2446
"6369",2479000,"Powiat m.Żory",2016,2452
"6370",2601000,"Powiat buski",2016,2920
"6371",2602000,"Powiat jędrzejowski",2016,2590
"6372",2603000,"Powiat kazimierski",2016,962
"6373",2604000,"Powiat kielecki",2016,0
"6374",2605000,"Powiat konecki",2016,2602
"6375",2606000,"Powiat opatowski",2016,2063
"6376",2607000,"Powiat ostrowiecki",2016,2181
"6377",2608000,"Powiat pińczowski",2016,1967
"6378",2609000,"Powiat sandomierski",2016,2156
"6379",2610000,"Powiat skarżyski",2016,2312
"6380",2611000,"Powiat starachowicki",2016,2516
"6381",2612000,"Powiat staszowski",2016,2106
"6382",2613000,"Powiat włoszczowski",2016,2145
"6383",2661000,"Powiat m.Kielce",2016,4587
"6384",2801000,"Powiat bartoszycki",2016,1837
"6385",2802000,"Powiat braniewski",2016,2436
"6386",2803000,"Powiat działdowski",2016,2464
"6387",2804000,"Powiat elbląski",2016,1928
"6388",2805000,"Powiat ełcki",2016,2852
"6389",2806000,"Powiat giżycki",2016,2628
"6390",2807000,"Powiat iławski",2016,3201
"6391",2808000,"Powiat kętrzyński",2016,2028
"6392",2809000,"Powiat lidzbarski",2016,2150
"6393",2810000,"Powiat mrągowski",2016,2769
"6394",2811000,"Powiat nidzicki",2016,2552
"6395",2812000,"Powiat nowomiejski",2016,1865
"6396",2813000,"Powiat olecki",2016,2901
"6397",2814000,"Powiat olsztyński",2016,3207
"6398",2815000,"Powiat ostródzki",2016,2657
"6399",2816000,"Powiat piski",2016,2339
"6400",2817000,"Powiat szczycieński",2016,2520
"6401",2818000,"Powiat gołdapski",2016,1943
"6402",2819000,"Powiat węgorzewski",2016,2693
"6403",2861000,"Powiat m.Elbląg",2016,3274
"6404",2862000,"Powiat m.Olsztyn",2016,4445
"6405",3001000,"Powiat chodzieski",2016,2320
"6406",3002000,"Powiat czarnkowsko-trzcianecki",2016,2029
"6407",3003000,"Powiat gnieźnieński",2016,3262
"6408",3004000,"Powiat gostyński",2016,2636
"6409",3005000,"Powiat grodziski",2016,2474
"6410",3006000,"Powiat jarociński",2016,3164
"6411",3007000,"Powiat kaliski",2016,1692
"6412",3008000,"Powiat kępiński",2016,0
"6413",3009000,"Powiat kolski",2016,2160
"6414",3010000,"Powiat koniński",2016,2143
"6415",3011000,"Powiat kościański",2016,2878
"6416",3012000,"Powiat krotoszyński",2016,2831
"6417",3013000,"Powiat leszczyński",2016,3123
"6418",3014000,"Powiat międzychodzki",2016,2163
"6419",3015000,"Powiat nowotomyski",2016,2862
"6420",3016000,"Powiat obornicki",2016,3452
"6421",3017000,"Powiat ostrowski",2016,2555
"6422",3018000,"Powiat ostrzeszowski",2016,3052
"6423",3019000,"Powiat pilski",2016,2988
"6424",3020000,"Powiat pleszewski",2016,2051
"6425",3021000,"Powiat poznański",2016,4141
"6426",3022000,"Powiat rawicki",2016,3041
"6427",3023000,"Powiat słupecki",2016,1993
"6428",3024000,"Powiat szamotulski",2016,3267
"6429",3025000,"Powiat średzki",2016,3193
"6430",3026000,"Powiat śremski",2016,2886
"6431",3027000,"Powiat turecki",2016,2483
"6432",3028000,"Powiat wągrowiecki",2016,3176
"6433",3029000,"Powiat wolsztyński",2016,2234
"6434",3030000,"Powiat wrzesiński",2016,3808
"6435",3031000,"Powiat złotowski",2016,2311
"6436",3061000,"Powiat m.Kalisz",2016,3399
"6437",3062000,"Powiat m.Konin",2016,3215
"6438",3063000,"Powiat m.Leszno",2016,3557
"6439",3064000,"Powiat m.Poznań",2016,5527
"6440",3201000,"Powiat białogardzki",2016,2264
"6441",3202000,"Powiat choszczeński",2016,2114
"6442",3203000,"Powiat drawski",2016,2180
"6443",3204000,"Powiat goleniowski",2016,2685
"6444",3205000,"Powiat gryficki",2016,1836
"6445",3206000,"Powiat gryfiński",2016,2544
"6446",3207000,"Powiat kamieński",2016,3722
"6447",3208000,"Powiat kołobrzeski",2016,4133
"6448",3209000,"Powiat koszaliński",2016,1793
"6449",3210000,"Powiat myśliborski",2016,2316
"6450",3211000,"Powiat policki",2016,3956
"6451",3212000,"Powiat pyrzycki",2016,2070
"6452",3213000,"Powiat sławieński",2016,2627
"6453",3214000,"Powiat stargardzki",2016,3183
"6454",3215000,"Powiat szczecinecki",2016,2496
"6455",3216000,"Powiat świdwiński",2016,1804
"6456",3217000,"Powiat wałecki",2016,2425
"6457",3218000,"Powiat łobeski",2016,1775
"6458",3261000,"Powiat m.Koszalin",2016,3345
"6459",3262000,"Powiat m.Szczecin",2016,4516
"6460",3263000,"Powiat m.Świnoujście",2016,4731
"6461",201000,"Powiat bolesławiecki",2017,2995
"6462",202000,"Powiat dzierżoniowski",2017,2066
"6463",203000,"Powiat głogowski",2017,3418
"6464",204000,"Powiat górowski",2017,3090
"6465",205000,"Powiat jaworski",2017,2246
"6466",206000,"Powiat jeleniogórski",2017,2172
"6467",207000,"Powiat kamiennogórski",2017,1351
"6468",208000,"Powiat kłodzki",2017,2177
"6469",209000,"Powiat legnicki",2017,2079
"6470",210000,"Powiat lubański",2017,2431
"6471",211000,"Powiat lubiński",2017,3280
"6472",212000,"Powiat lwówecki",2017,1620
"6473",213000,"Powiat milicki",2017,2354
"6474",214000,"Powiat oleśnicki",2017,3571
"6475",215000,"Powiat oławski",2017,3799
"6476",216000,"Powiat polkowicki",2017,3438
"6477",217000,"Powiat strzeliński",2017,2951
"6478",218000,"Powiat średzki",2017,3809
"6479",219000,"Powiat świdnicki",2017,2932
"6480",220000,"Powiat trzebnicki",2017,4015
"6481",221000,"Powiat wałbrzyski",2017,1299
"6482",222000,"Powiat wołowski",2017,2915
"6483",223000,"Powiat wrocławski",2017,4194
"6484",224000,"Powiat ząbkowicki",2017,1711
"6485",225000,"Powiat zgorzelecki",2017,2556
"6486",226000,"Powiat złotoryjski",2017,2208
"6487",261000,"Powiat m.Jelenia Góra",2017,2574
"6488",262000,"Powiat m.Legnica",2017,2608
"6489",264000,"Powiat m.Wrocław",2017,5423
"6490",265000,"Powiat m.Wałbrzych od 2013",2017,1888
"6491",401000,"Powiat aleksandrowski",2017,3525
"6492",402000,"Powiat brodnicki",2017,3173
"6493",403000,"Powiat bydgoski",2017,4103
"6494",404000,"Powiat chełmiński",2017,3092
"6495",405000,"Powiat golubsko-dobrzyński",2017,2977
"6496",406000,"Powiat grudziądzki",2017,1236
"6497",407000,"Powiat inowrocławski",2017,2974
"6498",408000,"Powiat lipnowski",2017,1606
"6499",409000,"Powiat mogileński",2017,2519
"6500",410000,"Powiat nakielski",2017,2923
"6501",411000,"Powiat radziejowski",2017,1932
"6502",412000,"Powiat rypiński",2017,2009
"6503",413000,"Powiat sępoleński",2017,1799
"6504",414000,"Powiat świecki",2017,2864
"6505",415000,"Powiat toruński",2017,2467
"6506",416000,"Powiat tucholski",2017,2367
"6507",417000,"Powiat wąbrzeski",2017,2141
"6508",418000,"Powiat włocławski",2017,1711
"6509",419000,"Powiat żniński",2017,2311
"6510",461000,"Powiat m.Bydgoszcz",2017,4128
"6511",462000,"Powiat m.Grudziądz",2017,2613
"6512",463000,"Powiat m.Toruń",2017,4683
"6513",464000,"Powiat m.Włocławek",2017,2629
"6514",601000,"Powiat bialski",2017,2322
"6515",602000,"Powiat biłgorajski",2017,2888
"6516",603000,"Powiat chełmski",2017,1952
"6517",604000,"Powiat hrubieszowski",2017,2003
"6518",605000,"Powiat janowski",2017,2536
"6519",606000,"Powiat krasnostawski",2017,2759
"6520",607000,"Powiat kraśnicki",2017,2524
"6521",608000,"Powiat lubartowski",2017,3234
"6522",609000,"Powiat lubelski",2017,4335
"6523",610000,"Powiat łęczyński",2017,3116
"6524",611000,"Powiat łukowski",2017,3498
"6525",612000,"Powiat opolski",2017,2829
"6526",613000,"Powiat parczewski",2017,2860
"6527",614000,"Powiat puławski",2017,4211
"6528",615000,"Powiat radzyński",2017,2568
"6529",616000,"Powiat rycki",2017,2907
"6530",617000,"Powiat świdnicki",2017,4130
"6531",618000,"Powiat tomaszowski",2017,2641
"6532",619000,"Powiat włodawski",2017,1191
"6533",620000,"Powiat zamojski",2017,1969
"6534",661000,"Powiat m.Biała Podlaska",2017,3199
"6535",662000,"Powiat m.Chełm",2017,2698
"6536",663000,"Powiat m.Lublin",2017,5054
"6537",664000,"Powiat m.Zamość",2017,3034
"6538",801000,"Powiat gorzowski",2017,2496
"6539",802000,"Powiat krośnieński",2017,2207
"6540",803000,"Powiat międzyrzecki",2017,2627
"6541",804000,"Powiat nowosolski",2017,2585
"6542",805000,"Powiat słubicki",2017,3226
"6543",806000,"Powiat strzelecko-drezdenecki",2017,2422
"6544",807000,"Powiat sulęciński",2017,2450
"6545",808000,"Powiat świebodziński",2017,2972
"6546",809000,"Powiat zielonogórski",2017,2125
"6547",810000,"Powiat żagański",2017,2035
"6548",811000,"Powiat żarski",2017,2389
"6549",812000,"Powiat wschowski",2017,1988
"6550",861000,"Powiat m.Gorzów Wielkopolski",2017,3400
"6551",862000,"Powiat m.Zielona Góra",2017,3851
"6552",1001000,"Powiat bełchatowski",2017,2471
"6553",1002000,"Powiat kutnowski",2017,3497
"6554",1003000,"Powiat łaski",2017,2620
"6555",1004000,"Powiat łęczycki",2017,2756
"6556",1005000,"Powiat łowicki",2017,4004
"6557",1006000,"Powiat łódzki wschodni",2017,2827
"6558",1007000,"Powiat opoczyński",2017,2783
"6559",1008000,"Powiat pabianicki",2017,2792
"6560",1009000,"Powiat pajęczański",2017,0
"6561",1010000,"Powiat piotrkowski",2017,1722
"6562",1011000,"Powiat poddębicki",2017,3515
"6563",1012000,"Powiat radomszczański",2017,2907
"6564",1013000,"Powiat rawski",2017,2629
"6565",1014000,"Powiat sieradzki",2017,3075
"6566",1015000,"Powiat skierniewicki",2017,0
"6567",1016000,"Powiat tomaszowski",2017,2983
"6568",1017000,"Powiat wieluński",2017,2615
"6569",1018000,"Powiat wieruszowski",2017,2790
"6570",1019000,"Powiat zduńskowolski",2017,2436
"6571",1020000,"Powiat zgierski",2017,3276
"6572",1021000,"Powiat brzeziński",2017,2873
"6573",1061000,"Powiat m.Łódź",2017,4599
"6574",1062000,"Powiat m.Piotrków Trybunalski",2017,3644
"6575",1063000,"Powiat m.Skierniewice",2017,4096
"6576",1201000,"Powiat bocheński",2017,4144
"6577",1202000,"Powiat brzeski",2017,3306
"6578",1203000,"Powiat chrzanowski",2017,2709
"6579",1204000,"Powiat dąbrowski",2017,0
"6580",1205000,"Powiat gorlicki",2017,2446
"6581",1206000,"Powiat krakowski",2017,4509
"6582",1207000,"Powiat limanowski",2017,3215
"6583",1208000,"Powiat miechowski",2017,3257
"6584",1209000,"Powiat myślenicki",2017,4186
"6585",1210000,"Powiat nowosądecki",2017,4410
"6586",1211000,"Powiat nowotarski",2017,3893
"6587",1212000,"Powiat olkuski",2017,2596
"6588",1213000,"Powiat oświęcimski",2017,2801
"6589",1214000,"Powiat proszowicki",2017,3828
"6590",1215000,"Powiat suski",2017,0
"6591",1216000,"Powiat tarnowski",2017,0
"6592",1217000,"Powiat tatrzański",2017,8914
"6593",1218000,"Powiat wadowicki",2017,3948
"6594",1219000,"Powiat wielicki",2017,4317
"6595",1261000,"Powiat m.Kraków",2017,6109
"6596",1262000,"Powiat m.Nowy Sącz",2017,3012
"6597",1263000,"Powiat m.Tarnów",2017,3325
"6598",1401000,"Powiat białobrzeski",2017,2878
"6599",1402000,"Powiat ciechanowski",2017,3039
"6600",1403000,"Powiat garwoliński",2017,3288
"6601",1404000,"Powiat gostyniński",2017,2746
"6602",1405000,"Powiat grodziski",2017,4656
"6603",1406000,"Powiat grójecki",2017,3338
"6604",1407000,"Powiat kozienicki",2017,2666
"6605",1408000,"Powiat legionowski",2017,4600
"6606",1409000,"Powiat lipski",2017,0
"6607",1410000,"Powiat łosicki",2017,0
"6608",1411000,"Powiat makowski",2017,2102
"6609",1412000,"Powiat miński",2017,4284
"6610",1413000,"Powiat mławski",2017,3099
"6611",1414000,"Powiat nowodworski",2017,3916
"6612",1415000,"Powiat ostrołęcki",2017,0
"6613",1416000,"Powiat ostrowski",2017,0
"6614",1417000,"Powiat otwocki",2017,5235
"6615",1418000,"Powiat piaseczyński",2017,5402
"6616",1419000,"Powiat płocki",2017,3473
"6617",1420000,"Powiat płoński",2017,3132
"6618",1421000,"Powiat pruszkowski",2017,5507
"6619",1422000,"Powiat przasnyski",2017,3360
"6620",1423000,"Powiat przysuski",2017,0
"6621",1424000,"Powiat pułtuski",2017,2679
"6622",1425000,"Powiat radomski",2017,1844
"6623",1426000,"Powiat siedlecki",2017,1241
"6624",1427000,"Powiat sierpecki",2017,3454
"6625",1428000,"Powiat sochaczewski",2017,3106
"6626",1429000,"Powiat sokołowski",2017,3421
"6627",1430000,"Powiat szydłowiecki",2017,2937
"6628",1432000,"Powiat warszawski zachodni",2017,5153
"6629",1433000,"Powiat węgrowski",2017,2907
"6630",1434000,"Powiat wołomiński",2017,4407
"6631",1435000,"Powiat wyszkowski",2017,4160
"6632",1436000,"Powiat zwoleński",2017,0
"6633",1437000,"Powiat żuromiński",2017,3046
"6634",1438000,"Powiat żyrardowski",2017,3710
"6635",1461000,"Powiat m.Ostrołęka",2017,3121
"6636",1462000,"Powiat m.Płock",2017,3984
"6637",1463000,"Powiat m.Radom",2017,3739
"6638",1464000,"Powiat m.Siedlce",2017,4231
"6639",1465000,"Powiat m. st. Warszawa",2017,7544
"6640",1601000,"Powiat brzeski",2017,2703
"6641",1602000,"Powiat głubczycki",2017,1807
