"","Kod","Nazwa","rok","Mediana_cen_za_1_m2_lokali_mieszkalnych_sprzedanych_w_ramach_transakcji_rynkowych_ogolem_ogolem_zl"
"477",1006000,"Powiat łódzki wschodni",2016,2402
"478",1007000,"Powiat opoczyński",2016,2570
"479",1008000,"Powiat pabianicki",2016,2570
"480",1009000,"Powiat pajęczański",2016,3026
"481",1010000,"Powiat piotrkowski",2016,1919
"482",1011000,"Powiat poddębicki",2016,2484
"483",1012000,"Powiat radomszczański",2016,2377
"484",1013000,"Powiat rawski",2016,3141
"485",1014000,"Powiat sieradzki",2016,2571
"486",1015000,"Powiat skierniewicki",2016,0
"487",1016000,"Powiat tomaszowski",2016,2723
"488",1017000,"Powiat wieluński",2016,2732
"489",1018000,"Powiat wieruszowski",2016,2742
"490",1019000,"Powiat zduńskowolski",2016,2455
"491",1020000,"Powiat zgierski",2016,2849
"492",1021000,"Powiat brzeziński",2016,2701
"493",1061000,"Powiat m.Łódź",2016,3576
"494",1062000,"Powiat m.Piotrków Trybunalski",2016,2959
"495",1063000,"Powiat m.Skierniewice",2016,3527
"496",1201000,"Powiat bocheński",2016,3828
"497",1202000,"Powiat brzeski",2016,3472
"498",1203000,"Powiat chrzanowski",2016,2596
"499",1204000,"Powiat dąbrowski",2016,2498
"500",1205000,"Powiat gorlicki",2016,2446
"501",1206000,"Powiat krakowski",2016,4463
"502",1207000,"Powiat limanowski",2016,3183
"503",1208000,"Powiat miechowski",2016,3266
"504",1209000,"Powiat myślenicki",2016,4338
"505",1210000,"Powiat nowosądecki",2016,4144
"506",1211000,"Powiat nowotarski",2016,4014
"507",1212000,"Powiat olkuski",2016,2674
"508",1213000,"Powiat oświęcimski",2016,2663
"509",1214000,"Powiat proszowicki",2016,2890
"510",1215000,"Powiat suski",2016,2763
"511",1216000,"Powiat tarnowski",2016,0
"512",1217000,"Powiat tatrzański",2016,8130
"513",1218000,"Powiat wadowicki",2016,3375
"514",1219000,"Powiat wielicki",2016,4331
"515",1261000,"Powiat m.Kraków",2016,6180
"516",1262000,"Powiat m.Nowy Sącz",2016,3173
"517",1263000,"Powiat m.Tarnów",2016,3082
"518",1401000,"Powiat białobrzeski",2016,2900
"519",1402000,"Powiat ciechanowski",2016,3102
"520",1403000,"Powiat garwoliński",2016,2619
"521",1404000,"Powiat gostyniński",2016,2239
"522",1405000,"Powiat grodziski",2016,3959
"523",1406000,"Powiat grójecki",2016,3382
"524",1407000,"Powiat kozienicki",2016,2998
"525",1408000,"Powiat legionowski",2016,4472
"526",1409000,"Powiat lipski",2016,0
"527",1410000,"Powiat łosicki",2016,2854
"528",1411000,"Powiat makowski",2016,0
"529",1412000,"Powiat miński",2016,3826
"530",1413000,"Powiat mławski",2016,2875
"531",1414000,"Powiat nowodworski",2016,3950
"532",1415000,"Powiat ostrołęcki",2016,0
"533",1416000,"Powiat ostrowski",2016,2832
"534",1417000,"Powiat otwocki",2016,4783
"535",1418000,"Powiat piaseczyński",2016,5236
"536",1419000,"Powiat płocki",2016,2827
"537",1420000,"Powiat płoński",2016,3370
"538",1421000,"Powiat pruszkowski",2016,5085
"539",1422000,"Powiat przasnyski",2016,2732
"540",1423000,"Powiat przysuski",2016,1860
"541",1424000,"Powiat pułtuski",2016,3224
"542",1425000,"Powiat radomski",2016,1669
"543",1426000,"Powiat siedlecki",2016,2212
"544",1427000,"Powiat sierpecki",2016,2661
"545",1428000,"Powiat sochaczewski",2016,3168
"546",1429000,"Powiat sokołowski",2016,2870
"547",1430000,"Powiat szydłowiecki",2016,1939
"548",1432000,"Powiat warszawski zachodni",2016,4305
"549",1433000,"Powiat węgrowski",2016,2990
"550",1434000,"Powiat wołomiński",2016,4438
"551",1435000,"Powiat wyszkowski",2016,3864
"552",1436000,"Powiat zwoleński",2016,2905
"553",1437000,"Powiat żuromiński",2016,3051
"554",1438000,"Powiat żyrardowski",2016,3289
"555",1461000,"Powiat m.Ostrołęka",2016,3478
"556",1462000,"Powiat m.Płock",2016,3593
"557",1463000,"Powiat m.Radom",2016,2913
"558",1464000,"Powiat m.Siedlce",2016,3803
"559",1465000,"Powiat m. st. Warszawa",2016,7346
"560",1601000,"Powiat brzeski",2016,2400
"561",1602000,"Powiat głubczycki",2016,1413
"562",1603000,"Powiat kędzierzyńsko-kozielski",2016,2119
"563",1604000,"Powiat kluczborski",2016,2294
"564",1605000,"Powiat krapkowicki",2016,2449
"565",1606000,"Powiat namysłowski",2016,2914
"566",1607000,"Powiat nyski",2016,2182
"567",1608000,"Powiat oleski",2016,2329
"568",1609000,"Powiat opolski",2016,2375
"569",1610000,"Powiat prudnicki",2016,1403
"570",1611000,"Powiat strzelecki",2016,2191
"571",1661000,"Powiat m.Opole",2016,4114
"572",1801000,"Powiat bieszczadzki",2016,1553
"573",1802000,"Powiat brzozowski",2016,2567
"574",1803000,"Powiat dębicki",2016,2721
"575",1804000,"Powiat jarosławski",2016,3042
"576",1805000,"Powiat jasielski",2016,2353
"577",1806000,"Powiat kolbuszowski",2016,2702
"578",1807000,"Powiat krośnieński",2016,2255
"579",1808000,"Powiat leżajski",2016,2026
"580",1809000,"Powiat lubaczowski",2016,2013
"581",1810000,"Powiat łańcucki",2016,2721
"582",1811000,"Powiat mielecki",2016,3257
"583",1812000,"Powiat niżański",2016,2282
"584",1813000,"Powiat przemyski",2016,2273
"585",1814000,"Powiat przeworski",2016,2810
"586",1815000,"Powiat ropczycko-sędziszowski",2016,3385
"587",1816000,"Powiat rzeszowski",2016,3673
"588",1817000,"Powiat sanocki",2016,2444
"589",1818000,"Powiat stalowowolski",2016,2721
"590",1819000,"Powiat strzyżowski",2016,2527
"591",1820000,"Powiat tarnobrzeski",2016,2052
"592",1821000,"Powiat leski",2016,2407
"593",1861000,"Powiat m.Krosno",2016,2698
"594",1862000,"Powiat m.Przemyśl",2016,2811
"595",1863000,"Powiat m.Rzeszów",2016,4427
"596",1864000,"Powiat m.Tarnobrzeg",2016,2257
"597",2001000,"Powiat augustowski",2016,3766
"598",2002000,"Powiat białostocki",2016,3495
"599",2003000,"Powiat bielski",2016,0
"600",2004000,"Powiat grajewski",2016,3001
"601",2005000,"Powiat hajnowski",2016,2047
"602",2006000,"Powiat kolneński",2016,2225
"603",2007000,"Powiat łomżyński",2016,1301
"604",2008000,"Powiat moniecki",2016,2149
"605",2009000,"Powiat sejneński",2016,2678
"606",2010000,"Powiat siemiatycki",2016,3089
"607",2011000,"Powiat sokólski",2016,2679
"608",2012000,"Powiat suwalski",2016,1365
"609",2013000,"Powiat wysokomazowiecki",2016,3710
"610",2014000,"Powiat zambrowski",2016,3021
"611",2061000,"Powiat m.Białystok",2016,4401
"612",2062000,"Powiat m.Łomża",2016,3577
"613",2063000,"Powiat m.Suwałki",2016,3237
"614",2201000,"Powiat bytowski",2016,2615
"615",2202000,"Powiat chojnicki",2016,2950
"616",2203000,"Powiat człuchowski",2016,2094
"617",2204000,"Powiat gdański",2016,4328
"618",2205000,"Powiat kartuski",2016,3427
"619",2206000,"Powiat kościerski",2016,3553
"620",2207000,"Powiat kwidzyński",2016,2504
"621",2208000,"Powiat lęborski",2016,2670
"622",2209000,"Powiat malborski",2016,2782
"623",2210000,"Powiat nowodworski",2016,5962
"624",2211000,"Powiat pucki",2016,4590
"625",2212000,"Powiat słupski",2016,3326
"626",2213000,"Powiat starogardzki",2016,2990
"627",2214000,"Powiat tczewski",2016,3596
"628",2215000,"Powiat wejherowski",2016,4105
"629",2216000,"Powiat sztumski",2016,1728
"630",2261000,"Powiat m.Gdańsk",2016,5491
"631",2262000,"Powiat m.Gdynia",2016,5394
"632",2263000,"Powiat m.Słupsk",2016,3233
"633",2264000,"Powiat m.Sopot",2016,8744
"634",2401000,"Powiat będziński",2016,2341
"635",2402000,"Powiat bielski",2016,2640
"636",2403000,"Powiat cieszyński",2016,3398
"637",2404000,"Powiat częstochowski",2016,1570
"638",2405000,"Powiat gliwicki",2016,2500
"639",2406000,"Powiat kłobucki",2016,2659
"640",2407000,"Powiat lubliniecki",2016,2397
"641",2408000,"Powiat mikołowski",2016,3048
"642",2409000,"Powiat myszkowski",2016,1987
"643",2410000,"Powiat pszczyński",2016,2411
"644",2411000,"Powiat raciborski",2016,1726
"645",2412000,"Powiat rybnicki",2016,1872
"646",2413000,"Powiat tarnogórski",2016,2490
"647",2414000,"Powiat bieruńsko-lędziński",2016,2545
"648",2415000,"Powiat wodzisławski",2016,1804
"649",2416000,"Powiat zawierciański",2016,1873
"650",2417000,"Powiat żywiecki",2016,2815
"651",2461000,"Powiat m.Bielsko-Biała",2016,3361
"652",2462000,"Powiat m.Bytom",2016,1763
"653",2463000,"Powiat m.Chorzów",2016,2587
"654",2464000,"Powiat m.Częstochowa",2016,2664
"655",2465000,"Powiat m.Dąbrowa Górnicza",2016,2611
"656",2466000,"Powiat m.Gliwice",2016,3182
"657",2467000,"Powiat m.Jastrzębie-Zdrój",2016,2192
"658",2468000,"Powiat m.Jaworzno",2016,2980
"659",2469000,"Powiat m.Katowice",2016,3301
"660",2470000,"Powiat m.Mysłowice",2016,2619
"661",2471000,"Powiat m.Piekary Śląskie",2016,2164
"662",2472000,"Powiat m.Ruda Śląska",2016,2156
"663",2473000,"Powiat m.Rybnik",2016,2349
"664",2474000,"Powiat m.Siemianowice Śląskie",2016,2470
"665",2475000,"Powiat m.Sosnowiec",2016,2496
"666",2476000,"Powiat m.Świętochłowice",2016,2439
"667",2477000,"Powiat m.Tychy",2016,3378
"668",2478000,"Powiat m.Zabrze",2016,2362
"669",2479000,"Powiat m.Żory",2016,2520
"670",2601000,"Powiat buski",2016,2953
"671",2602000,"Powiat jędrzejowski",2016,2513
"672",2603000,"Powiat kazimierski",2016,1937
"673",2604000,"Powiat kielecki",2016,2283
"674",2605000,"Powiat konecki",2016,2416
"675",2606000,"Powiat opatowski",2016,1989
"676",2607000,"Powiat ostrowiecki",2016,2054
"677",2608000,"Powiat pińczowski",2016,2058
"678",2609000,"Powiat sandomierski",2016,2724
"679",2610000,"Powiat skarżyski",2016,2196
"680",2611000,"Powiat starachowicki",2016,2245
"681",2612000,"Powiat staszowski",2016,2397
"682",2613000,"Powiat włoszczowski",2016,2752
"683",2661000,"Powiat m.Kielce",2016,4186
"684",2801000,"Powiat bartoszycki",2016,2006
"685",2802000,"Powiat braniewski",2016,2344
"686",2803000,"Powiat działdowski",2016,2632
"687",2804000,"Powiat elbląski",2016,2169
"688",2805000,"Powiat ełcki",2016,2649
"689",2806000,"Powiat giżycki",2016,2973
"690",2807000,"Powiat iławski",2016,3203
"691",2808000,"Powiat kętrzyński",2016,1972
"692",2809000,"Powiat lidzbarski",2016,2130
"693",2810000,"Powiat mrągowski",2016,2986
"694",2811000,"Powiat nidzicki",2016,2554
"695",2812000,"Powiat nowomiejski",2016,1832
"696",2813000,"Powiat olecki",2016,2836
"697",2814000,"Powiat olsztyński",2016,3825
"698",2815000,"Powiat ostródzki",2016,2683
"699",2816000,"Powiat piski",2016,2432
"700",2817000,"Powiat szczycieński",2016,2823
"701",2818000,"Powiat gołdapski",2016,1969
"702",2819000,"Powiat węgorzewski",2016,2671
"703",2861000,"Powiat m.Elbląg",2016,3049
"704",2862000,"Powiat m.Olsztyn",2016,4433
"705",3001000,"Powiat chodzieski",2016,2352
"706",3002000,"Powiat czarnkowsko-trzcianecki",2016,1882
"707",3003000,"Powiat gnieźnieński",2016,3254
"708",3004000,"Powiat gostyński",2016,3201
"709",3005000,"Powiat grodziski",2016,3108
"710",3006000,"Powiat jarociński",2016,3143
"711",3007000,"Powiat kaliski",2016,1579
"712",3008000,"Powiat kępiński",2016,3338
"713",3009000,"Powiat kolski",2016,2443
"714",3010000,"Powiat koniński",2016,2353
"715",3011000,"Powiat kościański",2016,3102
"716",3012000,"Powiat krotoszyński",2016,2692
"717",3013000,"Powiat leszczyński",2016,2933
"718",3014000,"Powiat międzychodzki",2016,2308
"719",3015000,"Powiat nowotomyski",2016,2883
"720",3016000,"Powiat obornicki",2016,3452
"721",3017000,"Powiat ostrowski",2016,2944
"722",3018000,"Powiat ostrzeszowski",2016,2951
"723",3019000,"Powiat pilski",2016,3134
"724",3020000,"Powiat pleszewski",2016,2158
"725",3021000,"Powiat poznański",2016,4142
"726",3022000,"Powiat rawicki",2016,3071
"727",3023000,"Powiat słupecki",2016,3292
"728",3024000,"Powiat szamotulski",2016,3492
"729",3025000,"Powiat średzki",2016,3628
"730",3026000,"Powiat śremski",2016,2886
"731",3027000,"Powiat turecki",2016,2375
"732",3028000,"Powiat wągrowiecki",2016,3350
"733",3029000,"Powiat wolsztyński",2016,2249
"734",3030000,"Powiat wrzesiński",2016,3794
"735",3031000,"Powiat złotowski",2016,2456
"736",3061000,"Powiat m.Kalisz",2016,2908
"737",3062000,"Powiat m.Konin",2016,3158
"738",3063000,"Powiat m.Leszno",2016,3449
"739",3064000,"Powiat m.Poznań",2016,5722
"740",3201000,"Powiat białogardzki",2016,1919
"741",3202000,"Powiat choszczeński",2016,2198
"742",3203000,"Powiat drawski",2016,2169
"743",3204000,"Powiat goleniowski",2016,2837
"744",3205000,"Powiat gryficki",2016,2358
"745",3206000,"Powiat gryfiński",2016,2439
"746",3207000,"Powiat kamieński",2016,4773
"747",3208000,"Powiat kołobrzeski",2016,4524
"748",3209000,"Powiat koszaliński",2016,2872
"749",3210000,"Powiat myśliborski",2016,2390
"750",3211000,"Powiat policki",2016,4166
"751",3212000,"Powiat pyrzycki",2016,2070
"752",3213000,"Powiat sławieński",2016,2880
"753",3214000,"Powiat stargardzki",2016,3369
"754",3215000,"Powiat szczecinecki",2016,2271
"755",3216000,"Powiat świdwiński",2016,1901
"756",3217000,"Powiat wałecki",2016,2358
"757",3218000,"Powiat łobeski",2016,1616
"758",3261000,"Powiat m.Koszalin",2016,3360
"759",3262000,"Powiat m.Szczecin",2016,4452
"760",3263000,"Powiat m.Świnoujście",2016,5055
"761",201000,"Powiat bolesławiecki",2017,2824
"762",202000,"Powiat dzierżoniowski",2017,1923
"763",203000,"Powiat głogowski",2017,3276
"764",204000,"Powiat górowski",2017,3090
"765",205000,"Powiat jaworski",2017,2270
"766",206000,"Powiat jeleniogórski",2017,2473
"767",207000,"Powiat kamiennogórski",2017,1596
"768",208000,"Powiat kłodzki",2017,2260
"769",209000,"Powiat legnicki",2017,2083
"770",210000,"Powiat lubański",2017,2353
"771",211000,"Powiat lubiński",2017,3236
"772",212000,"Powiat lwówecki",2017,1464
"773",213000,"Powiat milicki",2017,2517
"774",214000,"Powiat oleśnicki",2017,3605
"775",215000,"Powiat oławski",2017,3800
"776",216000,"Powiat polkowicki",2017,2752
"777",217000,"Powiat strzeliński",2017,2884
"778",218000,"Powiat średzki",2017,3931
"779",219000,"Powiat świdnicki",2017,2674
"780",220000,"Powiat trzebnicki",2017,3914
"781",221000,"Powiat wałbrzyski",2017,1425
"782",222000,"Powiat wołowski",2017,2695
"783",223000,"Powiat wrocławski",2017,4323
"784",224000,"Powiat ząbkowicki",2017,1695
"785",225000,"Powiat zgorzelecki",2017,2554
"786",226000,"Powiat złotoryjski",2017,2349
"787",261000,"Powiat m.Jelenia Góra",2017,2624
"788",262000,"Powiat m.Legnica",2017,2737
"789",264000,"Powiat m.Wrocław",2017,5674
"790",265000,"Powiat m.Wałbrzych od 2013",2017,2053
"791",401000,"Powiat aleksandrowski",2017,3394
"792",402000,"Powiat brodnicki",2017,3298
"793",403000,"Powiat bydgoski",2017,3610
"794",404000,"Powiat chełmiński",2017,3042
"795",405000,"Powiat golubsko-dobrzyński",2017,3093
"796",406000,"Powiat grudziądzki",2017,1598
"797",407000,"Powiat inowrocławski",2017,3126
"798",408000,"Powiat lipnowski",2017,1892
"799",409000,"Powiat mogileński",2017,2320
"800",410000,"Powiat nakielski",2017,2882
"801",411000,"Powiat radziejowski",2017,2212
"802",412000,"Powiat rypiński",2017,1798
"803",413000,"Powiat sępoleński",2017,1790
"804",414000,"Powiat świecki",2017,3004
"805",415000,"Powiat toruński",2017,2772
"806",416000,"Powiat tucholski",2017,2286
"807",417000,"Powiat wąbrzeski",2017,2158
"808",418000,"Powiat włocławski",2017,1481
"809",419000,"Powiat żniński",2017,2352
"810",461000,"Powiat m.Bydgoszcz",2017,4246
"811",462000,"Powiat m.Grudziądz",2017,2667
"812",463000,"Powiat m.Toruń",2017,4499
"813",464000,"Powiat m.Włocławek",2017,2596
"814",601000,"Powiat bialski",2017,2516
"815",602000,"Powiat biłgorajski",2017,3145
"816",603000,"Powiat chełmski",2017,1931
"817",604000,"Powiat hrubieszowski",2017,2136
"818",605000,"Powiat janowski",2017,2567
"819",606000,"Powiat krasnostawski",2017,2581
"820",607000,"Powiat kraśnicki",2017,2389
"821",608000,"Powiat lubartowski",2017,3396
"822",609000,"Powiat lubelski",2017,3898
"823",610000,"Powiat łęczyński",2017,3225
"824",611000,"Powiat łukowski",2017,2983
"825",612000,"Powiat opolski",2017,2584
"826",613000,"Powiat parczewski",2017,2859
"827",614000,"Powiat puławski",2017,4060
"828",615000,"Powiat radzyński",2017,2687
"829",616000,"Powiat rycki",2017,2851
"830",617000,"Powiat świdnicki",2017,3881
"831",618000,"Powiat tomaszowski",2017,2460
"832",619000,"Powiat włodawski",2017,2115
"833",620000,"Powiat zamojski",2017,2187
"834",661000,"Powiat m.Biała Podlaska",2017,3064
"835",662000,"Powiat m.Chełm",2017,2760
"836",663000,"Powiat m.Lublin",2017,5088
"837",664000,"Powiat m.Zamość",2017,3153
"838",801000,"Powiat gorzowski",2017,2639
"839",802000,"Powiat krośnieński",2017,2268
"840",803000,"Powiat międzyrzecki",2017,2424
"841",804000,"Powiat nowosolski",2017,2527
"842",805000,"Powiat słubicki",2017,3236
"843",806000,"Powiat strzelecko-drezdenecki",2017,2394
"844",807000,"Powiat sulęciński",2017,2133
"845",808000,"Powiat świebodziński",2017,2908
"846",809000,"Powiat zielonogórski",2017,2391
"847",810000,"Powiat żagański",2017,1882
"848",811000,"Powiat żarski",2017,2300
"849",812000,"Powiat wschowski",2017,2061
"850",861000,"Powiat m.Gorzów Wielkopolski",2017,3388
"851",862000,"Powiat m.Zielona Góra",2017,3561
"852",1001000,"Powiat bełchatowski",2017,2555
"853",1002000,"Powiat kutnowski",2017,3152
"854",1003000,"Powiat łaski",2017,2352
"855",1004000,"Powiat łęczycki",2017,2666
"856",1005000,"Powiat łowicki",2017,3434
"857",1006000,"Powiat łódzki wschodni",2017,2575
"858",1007000,"Powiat opoczyński",2017,2718
"859",1008000,"Powiat pabianicki",2017,2635
"860",1009000,"Powiat pajęczański",2017,2957
"861",1010000,"Powiat piotrkowski",2017,1663
"862",1011000,"Powiat poddębicki",2017,3544
"863",1012000,"Powiat radomszczański",2017,2868
"864",1013000,"Powiat rawski",2017,2890
"865",1014000,"Powiat sieradzki",2017,2794
"866",1015000,"Powiat skierniewicki",2017,1933
"867",1016000,"Powiat tomaszowski",2017,2632
"868",1017000,"Powiat wieluński",2017,2778
"869",1018000,"Powiat wieruszowski",2017,2706
"870",1019000,"Powiat zduńskowolski",2017,2554
"871",1020000,"Powiat zgierski",2017,2888
"872",1021000,"Powiat brzeziński",2017,2771
"873",1061000,"Powiat m.Łódź",2017,4056
"874",1062000,"Powiat m.Piotrków Trybunalski",2017,2927
"875",1063000,"Powiat m.Skierniewice",2017,3633
"876",1201000,"Powiat bocheński",2017,4255
"877",1202000,"Powiat brzeski",2017,3586
"878",1203000,"Powiat chrzanowski",2017,2715
"879",1204000,"Powiat dąbrowski",2017,2463
"880",1205000,"Powiat gorlicki",2017,2700
"881",1206000,"Powiat krakowski",2017,4302
"882",1207000,"Powiat limanowski",2017,3138
"883",1208000,"Powiat miechowski",2017,3050
"884",1209000,"Powiat myślenicki",2017,4611
"885",1210000,"Powiat nowosądecki",2017,5997
"886",1211000,"Powiat nowotarski",2017,3983
"887",1212000,"Powiat olkuski",2017,2680
"888",1213000,"Powiat oświęcimski",2017,2778
"889",1214000,"Powiat proszowicki",2017,3500
"890",1215000,"Powiat suski",2017,2888
"891",1216000,"Powiat tarnowski",2017,1794
"892",1217000,"Powiat tatrzański",2017,7895
"893",1218000,"Powiat wadowicki",2017,3636
"894",1219000,"Powiat wielicki",2017,4670
"895",1261000,"Powiat m.Kraków",2017,6246
"896",1262000,"Powiat m.Nowy Sącz",2017,3202
"897",1263000,"Powiat m.Tarnów",2017,3078
"898",1401000,"Powiat białobrzeski",2017,3054
"899",1402000,"Powiat ciechanowski",2017,3034
"900",1403000,"Powiat garwoliński",2017,2617
"901",1404000,"Powiat gostyniński",2017,2879
"902",1405000,"Powiat grodziski",2017,4333
"903",1406000,"Powiat grójecki",2017,3261
"904",1407000,"Powiat kozienicki",2017,2996
"905",1408000,"Powiat legionowski",2017,4575
"906",1409000,"Powiat lipski",2017,2222
"907",1410000,"Powiat łosicki",2017,1986
"908",1411000,"Powiat makowski",2017,1986
"909",1412000,"Powiat miński",2017,4357
"910",1413000,"Powiat mławski",2017,3093
"911",1414000,"Powiat nowodworski",2017,3999
"912",1415000,"Powiat ostrołęcki",2017,0
"913",1416000,"Powiat ostrowski",2017,2879
"914",1417000,"Powiat otwocki",2017,4909
"915",1418000,"Powiat piaseczyński",2017,5461
"916",1419000,"Powiat płocki",2017,2773
"917",1420000,"Powiat płoński",2017,2778
"918",1421000,"Powiat pruszkowski",2017,5650
"919",1422000,"Powiat przasnyski",2017,3223
"920",1423000,"Powiat przysuski",2017,2017
"921",1424000,"Powiat pułtuski",2017,3201
"922",1425000,"Powiat radomski",2017,1840
"923",1426000,"Powiat siedlecki",2017,1451
"924",1427000,"Powiat sierpecki",2017,3056
"925",1428000,"Powiat sochaczewski",2017,3173
"926",1429000,"Powiat sokołowski",2017,3334
"927",1430000,"Powiat szydłowiecki",2017,2717
"928",1432000,"Powiat warszawski zachodni",2017,4731
"929",1433000,"Powiat węgrowski",2017,2962
"930",1434000,"Powiat wołomiński",2017,4582
"931",1435000,"Powiat wyszkowski",2017,4171
"932",1436000,"Powiat zwoleński",2017,2132
"933",1437000,"Powiat żuromiński",2017,2955
"934",1438000,"Powiat żyrardowski",2017,3842
"935",1461000,"Powiat m.Ostrołęka",2017,3372
"936",1462000,"Powiat m.Płock",2017,3847
"937",1463000,"Powiat m.Radom",2017,3190
"938",1464000,"Powiat m.Siedlce",2017,4049
"939",1465000,"Powiat m. st. Warszawa",2017,7754
"940",1601000,"Powiat brzeski",2017,2520
"941",1602000,"Powiat głubczycki",2017,1525
"942",1603000,"Powiat kędzierzyńsko-kozielski",2017,2137
"943",1604000,"Powiat kluczborski",2017,2367
"944",1605000,"Powiat krapkowicki",2017,2362
"945",1606000,"Powiat namysłowski",2017,3127
"946",1607000,"Powiat nyski",2017,2292
"947",1608000,"Powiat oleski",2017,2281
"948",1609000,"Powiat opolski",2017,2335
"949",1610000,"Powiat prudnicki",2017,1613
"950",1611000,"Powiat strzelecki",2017,1914
"951",1661000,"Powiat m.Opole",2017,4357
