"","Kod","Nazwa","rok","Rodziny_ktorym_na_podstawie_decyzji_przyznano_pomoc_wg_przyczyn_przemoc_w_rodzinie"
"15674",1003000,"Powiat łaski",2015,2
"15675",1004000,"Powiat łęczycki",2015,13
"15676",1005000,"Powiat łowicki",2015,37
"15677",1006000,"Powiat łódzki wschodni",2015,14
"15678",1007000,"Powiat opoczyński",2015,34
"15679",1008000,"Powiat pabianicki",2015,24
"15680",1009000,"Powiat pajęczański",2015,20
"15681",1010000,"Powiat piotrkowski",2015,45
"15682",1011000,"Powiat poddębicki",2015,59
"15683",1012000,"Powiat radomszczański",2015,52
"15684",1013000,"Powiat rawski",2015,4
"15685",1014000,"Powiat sieradzki",2015,22
"15686",1015000,"Powiat skierniewicki",2015,17
"15687",1016000,"Powiat tomaszowski",2015,44
"15688",1017000,"Powiat wieluński",2015,8
"15689",1018000,"Powiat wieruszowski",2015,21
"15690",1019000,"Powiat zduńskowolski",2015,126
"15691",1020000,"Powiat zgierski",2015,47
"15692",1021000,"Powiat brzeziński",2015,2
"15693",1061000,"Powiat m.Łódź",2015,116
"15694",1062000,"Powiat m.Piotrków Trybunalski",2015,18
"15695",1063000,"Powiat m.Skierniewice",2015,60
"15696",1201000,"Powiat bocheński",2015,30
"15697",1202000,"Powiat brzeski",2015,60
"15698",1203000,"Powiat chrzanowski",2015,89
"15699",1204000,"Powiat dąbrowski",2015,49
"15700",1205000,"Powiat gorlicki",2015,90
"15701",1206000,"Powiat krakowski",2015,82
"15702",1207000,"Powiat limanowski",2015,100
"15703",1208000,"Powiat miechowski",2015,52
"15704",1209000,"Powiat myślenicki",2015,81
"15705",1210000,"Powiat nowosądecki",2015,66
"15706",1211000,"Powiat nowotarski",2015,80
"15707",1212000,"Powiat olkuski",2015,25
"15708",1213000,"Powiat oświęcimski",2015,89
"15709",1214000,"Powiat proszowicki",2015,7
"15710",1215000,"Powiat suski",2015,46
"15711",1216000,"Powiat tarnowski",2015,109
"15712",1217000,"Powiat tatrzański",2015,24
"15713",1218000,"Powiat wadowicki",2015,94
"15714",1219000,"Powiat wielicki",2015,33
"15715",1261000,"Powiat m.Kraków",2015,178
"15716",1262000,"Powiat m.Nowy Sącz",2015,81
"15717",1263000,"Powiat m.Tarnów",2015,53
"15718",1401000,"Powiat białobrzeski",2015,7
"15719",1402000,"Powiat ciechanowski",2015,203
"15720",1403000,"Powiat garwoliński",2015,42
"15721",1404000,"Powiat gostyniński",2015,23
"15722",1405000,"Powiat grodziski",2015,25
"15723",1406000,"Powiat grójecki",2015,25
"15724",1407000,"Powiat kozienicki",2015,27
"15725",1408000,"Powiat legionowski",2015,30
"15726",1409000,"Powiat lipski",2015,114
"15727",1410000,"Powiat łosicki",2015,29
"15728",1411000,"Powiat makowski",2015,27
"15729",1412000,"Powiat miński",2015,38
"15730",1413000,"Powiat mławski",2015,186
"15731",1414000,"Powiat nowodworski",2015,18
"15732",1415000,"Powiat ostrołęcki",2015,25
"15733",1416000,"Powiat ostrowski",2015,78
"15734",1417000,"Powiat otwocki",2015,28
"15735",1418000,"Powiat piaseczyński",2015,23
"15736",1419000,"Powiat płocki",2015,29
"15737",1420000,"Powiat płoński",2015,7
"15738",1421000,"Powiat pruszkowski",2015,22
"15739",1422000,"Powiat przasnyski",2015,88
"15740",1423000,"Powiat przysuski",2015,8
"15741",1424000,"Powiat pułtuski",2015,10
"15742",1425000,"Powiat radomski",2015,62
"15743",1426000,"Powiat siedlecki",2015,24
"15744",1427000,"Powiat sierpecki",2015,38
"15745",1428000,"Powiat sochaczewski",2015,19
"15746",1429000,"Powiat sokołowski",2015,18
"15747",1430000,"Powiat szydłowiecki",2015,10
"15748",1432000,"Powiat warszawski zachodni",2015,26
"15749",1433000,"Powiat węgrowski",2015,47
"15750",1434000,"Powiat wołomiński",2015,56
"15751",1435000,"Powiat wyszkowski",2015,36
"15752",1436000,"Powiat zwoleński",2015,6
"15753",1437000,"Powiat żuromiński",2015,17
"15754",1438000,"Powiat żyrardowski",2015,15
"15755",1461000,"Powiat m.Ostrołęka",2015,53
"15756",1462000,"Powiat m.Płock",2015,11
"15757",1463000,"Powiat m.Radom",2015,15
"15758",1464000,"Powiat m.Siedlce",2015,19
"15759",1465000,"Powiat m. st. Warszawa",2015,735
"15760",1601000,"Powiat brzeski",2015,25
"15761",1602000,"Powiat głubczycki",2015,35
"15762",1603000,"Powiat kędzierzyńsko-kozielski",2015,184
"15763",1604000,"Powiat kluczborski",2015,19
"15764",1605000,"Powiat krapkowicki",2015,28
"15765",1606000,"Powiat namysłowski",2015,10
"15766",1607000,"Powiat nyski",2015,317
"15767",1608000,"Powiat oleski",2015,14
"15768",1609000,"Powiat opolski",2015,52
"15769",1610000,"Powiat prudnicki",2015,25
"15770",1611000,"Powiat strzelecki",2015,26
"15771",1661000,"Powiat m.Opole",2015,16
"15772",1801000,"Powiat bieszczadzki",2015,7
"15773",1802000,"Powiat brzozowski",2015,21
"15774",1803000,"Powiat dębicki",2015,47
"15775",1804000,"Powiat jarosławski",2015,29
"15776",1805000,"Powiat jasielski",2015,67
"15777",1806000,"Powiat kolbuszowski",2015,69
"15778",1807000,"Powiat krośnieński",2015,54
"15779",1808000,"Powiat leżajski",2015,37
"15780",1809000,"Powiat lubaczowski",2015,25
"15781",1810000,"Powiat łańcucki",2015,18
"15782",1811000,"Powiat mielecki",2015,53
"15783",1812000,"Powiat niżański",2015,110
"15784",1813000,"Powiat przemyski",2015,71
"15785",1814000,"Powiat przeworski",2015,73
"15786",1815000,"Powiat ropczycko-sędziszowski",2015,14
"15787",1816000,"Powiat rzeszowski",2015,56
"15788",1817000,"Powiat sanocki",2015,44
"15789",1818000,"Powiat stalowowolski",2015,62
"15790",1819000,"Powiat strzyżowski",2015,41
"15791",1820000,"Powiat tarnobrzeski",2015,68
"15792",1821000,"Powiat leski",2015,16
"15793",1861000,"Powiat m.Krosno",2015,229
"15794",1862000,"Powiat m.Przemyśl",2015,133
"15795",1863000,"Powiat m.Rzeszów",2015,61
"15796",1864000,"Powiat m.Tarnobrzeg",2015,118
"15797",2001000,"Powiat augustowski",2015,26
"15798",2002000,"Powiat białostocki",2015,67
"15799",2003000,"Powiat bielski",2015,21
"15800",2004000,"Powiat grajewski",2015,35
"15801",2005000,"Powiat hajnowski",2015,5
"15802",2006000,"Powiat kolneński",2015,8
"15803",2007000,"Powiat łomżyński",2015,24
"15804",2008000,"Powiat moniecki",2015,10
"15805",2009000,"Powiat sejneński",2015,3
"15806",2010000,"Powiat siemiatycki",2015,9
"15807",2011000,"Powiat sokólski",2015,32
"15808",2012000,"Powiat suwalski",2015,22
"15809",2013000,"Powiat wysokomazowiecki",2015,18
"15810",2014000,"Powiat zambrowski",2015,15
"15811",2061000,"Powiat m.Białystok",2015,74
"15812",2062000,"Powiat m.Łomża",2015,13
"15813",2063000,"Powiat m.Suwałki",2015,42
"15814",2201000,"Powiat bytowski",2015,84
"15815",2202000,"Powiat chojnicki",2015,153
"15816",2203000,"Powiat człuchowski",2015,51
"15817",2204000,"Powiat gdański",2015,33
"15818",2205000,"Powiat kartuski",2015,88
"15819",2206000,"Powiat kościerski",2015,85
"15820",2207000,"Powiat kwidzyński",2015,126
"15821",2208000,"Powiat lęborski",2015,44
"15822",2209000,"Powiat malborski",2015,113
"15823",2210000,"Powiat nowodworski",2015,63
"15824",2211000,"Powiat pucki",2015,87
"15825",2212000,"Powiat słupski",2015,77
"15826",2213000,"Powiat starogardzki",2015,143
"15827",2214000,"Powiat tczewski",2015,117
"15828",2215000,"Powiat wejherowski",2015,124
"15829",2216000,"Powiat sztumski",2015,43
"15830",2261000,"Powiat m.Gdańsk",2015,69
"15831",2262000,"Powiat m.Gdynia",2015,32
"15832",2263000,"Powiat m.Słupsk",2015,17
"15833",2264000,"Powiat m.Sopot",2015,17
"15834",2401000,"Powiat będziński",2015,76
"15835",2402000,"Powiat bielski",2015,77
"15836",2403000,"Powiat cieszyński",2015,116
"15837",2404000,"Powiat częstochowski",2015,37
"15838",2405000,"Powiat gliwicki",2015,109
"15839",2406000,"Powiat kłobucki",2015,29
"15840",2407000,"Powiat lubliniecki",2015,9
"15841",2408000,"Powiat mikołowski",2015,29
"15842",2409000,"Powiat myszkowski",2015,60
"15843",2410000,"Powiat pszczyński",2015,53
"15844",2411000,"Powiat raciborski",2015,21
"15845",2412000,"Powiat rybnicki",2015,44
"15846",2413000,"Powiat tarnogórski",2015,60
"15847",2414000,"Powiat bieruńsko-lędziński",2015,30
"15848",2415000,"Powiat wodzisławski",2015,91
"15849",2416000,"Powiat zawierciański",2015,47
"15850",2417000,"Powiat żywiecki",2015,121
"15851",2461000,"Powiat m.Bielsko-Biała",2015,89
"15852",2462000,"Powiat m.Bytom",2015,105
"15853",2463000,"Powiat m.Chorzów",2015,34
"15854",2464000,"Powiat m.Częstochowa",2015,28
"15855",2465000,"Powiat m.Dąbrowa Górnicza",2015,25
"15856",2466000,"Powiat m.Gliwice",2015,68
"15857",2467000,"Powiat m.Jastrzębie-Zdrój",2015,4
"15858",2468000,"Powiat m.Jaworzno",2015,52
"15859",2469000,"Powiat m.Katowice",2015,49
"15860",2470000,"Powiat m.Mysłowice",2015,26
"15861",2471000,"Powiat m.Piekary Śląskie",2015,124
"15862",2472000,"Powiat m.Ruda Śląska",2015,101
"15863",2473000,"Powiat m.Rybnik",2015,33
"15864",2474000,"Powiat m.Siemianowice Śląskie",2015,11
"15865",2475000,"Powiat m.Sosnowiec",2015,32
"15866",2476000,"Powiat m.Świętochłowice",2015,22
"15867",2477000,"Powiat m.Tychy",2015,32
"15868",2478000,"Powiat m.Zabrze",2015,33
"15869",2479000,"Powiat m.Żory",2015,25
"15870",2601000,"Powiat buski",2015,7
"15871",2602000,"Powiat jędrzejowski",2015,43
"15872",2603000,"Powiat kazimierski",2015,45
"15873",2604000,"Powiat kielecki",2015,128
"15874",2605000,"Powiat konecki",2015,113
"15875",2606000,"Powiat opatowski",2015,29
"15876",2607000,"Powiat ostrowiecki",2015,48
"15877",2608000,"Powiat pińczowski",2015,6
"15878",2609000,"Powiat sandomierski",2015,29
"15879",2610000,"Powiat skarżyski",2015,36
"15880",2611000,"Powiat starachowicki",2015,39
"15881",2612000,"Powiat staszowski",2015,23
"15882",2613000,"Powiat włoszczowski",2015,16
"15883",2661000,"Powiat m.Kielce",2015,48
"15884",2801000,"Powiat bartoszycki",2015,18
"15885",2802000,"Powiat braniewski",2015,18
"15886",2803000,"Powiat działdowski",2015,55
"15887",2804000,"Powiat elbląski",2015,98
"15888",2805000,"Powiat ełcki",2015,29
"15889",2806000,"Powiat giżycki",2015,52
"15890",2807000,"Powiat iławski",2015,68
"15891",2808000,"Powiat kętrzyński",2015,39
"15892",2809000,"Powiat lidzbarski",2015,116
"15893",2810000,"Powiat mrągowski",2015,21
"15894",2811000,"Powiat nidzicki",2015,51
"15895",2812000,"Powiat nowomiejski",2015,136
"15896",2813000,"Powiat olecki",2015,12
"15897",2814000,"Powiat olsztyński",2015,111
"15898",2815000,"Powiat ostródzki",2015,45
"15899",2816000,"Powiat piski",2015,13
"15900",2817000,"Powiat szczycieński",2015,98
"15901",2818000,"Powiat gołdapski",2015,3
"15902",2819000,"Powiat węgorzewski",2015,9
"15903",2861000,"Powiat m.Elbląg",2015,26
"15904",2862000,"Powiat m.Olsztyn",2015,40
"15905",3001000,"Powiat chodzieski",2015,12
"15906",3002000,"Powiat czarnkowsko-trzcianecki",2015,34
"15907",3003000,"Powiat gnieźnieński",2015,23
"15908",3004000,"Powiat gostyński",2015,27
"15909",3005000,"Powiat grodziski",2015,15
"15910",3006000,"Powiat jarociński",2015,56
"15911",3007000,"Powiat kaliski",2015,8
"15912",3008000,"Powiat kępiński",2015,10
"15913",3009000,"Powiat kolski",2015,16
"15914",3010000,"Powiat koniński",2015,37
"15915",3011000,"Powiat kościański",2015,25
"15916",3012000,"Powiat krotoszyński",2015,47
"15917",3013000,"Powiat leszczyński",2015,14
"15918",3014000,"Powiat międzychodzki",2015,17
"15919",3015000,"Powiat nowotomyski",2015,50
"15920",3016000,"Powiat obornicki",2015,20
"15921",3017000,"Powiat ostrowski",2015,84
"15922",3018000,"Powiat ostrzeszowski",2015,51
"15923",3019000,"Powiat pilski",2015,76
"15924",3020000,"Powiat pleszewski",2015,21
"15925",3021000,"Powiat poznański",2015,147
"15926",3022000,"Powiat rawicki",2015,16
"15927",3023000,"Powiat słupecki",2015,7
"15928",3024000,"Powiat szamotulski",2015,23
"15929",3025000,"Powiat średzki",2015,56
"15930",3026000,"Powiat śremski",2015,54
"15931",3027000,"Powiat turecki",2015,20
"15932",3028000,"Powiat wągrowiecki",2015,34
"15933",3029000,"Powiat wolsztyński",2015,5
"15934",3030000,"Powiat wrzesiński",2015,43
"15935",3031000,"Powiat złotowski",2015,19
"15936",3061000,"Powiat m.Kalisz",2015,30
"15937",3062000,"Powiat m.Konin",2015,116
"15938",3063000,"Powiat m.Leszno",2015,0
"15939",3064000,"Powiat m.Poznań",2015,225
"15940",3201000,"Powiat białogardzki",2015,16
"15941",3202000,"Powiat choszczeński",2015,13
"15942",3203000,"Powiat drawski",2015,20
"15943",3204000,"Powiat goleniowski",2015,62
"15944",3205000,"Powiat gryficki",2015,98
"15945",3206000,"Powiat gryfiński",2015,44
"15946",3207000,"Powiat kamieński",2015,8
"15947",3208000,"Powiat kołobrzeski",2015,32
"15948",3209000,"Powiat koszaliński",2015,19
"15949",3210000,"Powiat myśliborski",2015,19
"15950",3211000,"Powiat policki",2015,15
"15951",3212000,"Powiat pyrzycki",2015,11
"15952",3213000,"Powiat sławieński",2015,22
"15953",3214000,"Powiat stargardzki",2015,40
"15954",3215000,"Powiat szczecinecki",2015,41
"15955",3216000,"Powiat świdwiński",2015,16
"15956",3217000,"Powiat wałecki",2015,53
"15957",3218000,"Powiat łobeski",2015,52
"15958",3261000,"Powiat m.Koszalin",2015,25
"15959",3262000,"Powiat m.Szczecin",2015,42
"15960",3263000,"Powiat m.Świnoujście",2015,30
"15961",201000,"Powiat bolesławiecki",2016,10
"15962",202000,"Powiat dzierżoniowski",2016,29
"15963",203000,"Powiat głogowski",2016,176
"15964",204000,"Powiat górowski",2016,10
"15965",205000,"Powiat jaworski",2016,8
"15966",206000,"Powiat jeleniogórski",2016,13
"15967",207000,"Powiat kamiennogórski",2016,6
"15968",208000,"Powiat kłodzki",2016,70
"15969",209000,"Powiat legnicki",2016,31
"15970",210000,"Powiat lubański",2016,4
"15971",211000,"Powiat lubiński",2016,41
"15972",212000,"Powiat lwówecki",2016,12
"15973",213000,"Powiat milicki",2016,13
"15974",214000,"Powiat oleśnicki",2016,10
"15975",215000,"Powiat oławski",2016,6
"15976",216000,"Powiat polkowicki",2016,18
"15977",217000,"Powiat strzeliński",2016,10
"15978",218000,"Powiat średzki",2016,6
"15979",219000,"Powiat świdnicki",2016,62
"15980",220000,"Powiat trzebnicki",2016,60
"15981",221000,"Powiat wałbrzyski",2016,15
"15982",222000,"Powiat wołowski",2016,13
"15983",223000,"Powiat wrocławski",2016,67
"15984",224000,"Powiat ząbkowicki",2016,43
"15985",225000,"Powiat zgorzelecki",2016,9
"15986",226000,"Powiat złotoryjski",2016,113
"15987",261000,"Powiat m.Jelenia Góra",2016,11
"15988",262000,"Powiat m.Legnica",2016,23
"15989",264000,"Powiat m.Wrocław",2016,82
"15990",265000,"Powiat m.Wałbrzych od 2013",2016,29
"15991",401000,"Powiat aleksandrowski",2016,13
"15992",402000,"Powiat brodnicki",2016,50
"15993",403000,"Powiat bydgoski",2016,46
"15994",404000,"Powiat chełmiński",2016,73
"15995",405000,"Powiat golubsko-dobrzyński",2016,19
"15996",406000,"Powiat grudziądzki",2016,35
"15997",407000,"Powiat inowrocławski",2016,110
"15998",408000,"Powiat lipnowski",2016,6
"15999",409000,"Powiat mogileński",2016,7
"16000",410000,"Powiat nakielski",2016,67
"16001",411000,"Powiat radziejowski",2016,17
"16002",412000,"Powiat rypiński",2016,31
"16003",413000,"Powiat sępoleński",2016,50
"16004",414000,"Powiat świecki",2016,51
"16005",415000,"Powiat toruński",2016,18
"16006",416000,"Powiat tucholski",2016,12
"16007",417000,"Powiat wąbrzeski",2016,9
"16008",418000,"Powiat włocławski",2016,27
"16009",419000,"Powiat żniński",2016,88
"16010",461000,"Powiat m.Bydgoszcz",2016,47
"16011",462000,"Powiat m.Grudziądz",2016,339
"16012",463000,"Powiat m.Toruń",2016,13
"16013",464000,"Powiat m.Włocławek",2016,2
"16014",601000,"Powiat bialski",2016,28
"16015",602000,"Powiat biłgorajski",2016,35
"16016",603000,"Powiat chełmski",2016,79
"16017",604000,"Powiat hrubieszowski",2016,16
"16018",605000,"Powiat janowski",2016,8
"16019",606000,"Powiat krasnostawski",2016,68
"16020",607000,"Powiat kraśnicki",2016,16
"16021",608000,"Powiat lubartowski",2016,106
"16022",609000,"Powiat lubelski",2016,37
"16023",610000,"Powiat łęczyński",2016,36
"16024",611000,"Powiat łukowski",2016,32
"16025",612000,"Powiat opolski",2016,23
"16026",613000,"Powiat parczewski",2016,9
"16027",614000,"Powiat puławski",2016,188
"16028",615000,"Powiat radzyński",2016,7
"16029",616000,"Powiat rycki",2016,15
"16030",617000,"Powiat świdnicki",2016,16
"16031",618000,"Powiat tomaszowski",2016,27
"16032",619000,"Powiat włodawski",2016,19
"16033",620000,"Powiat zamojski",2016,10
"16034",661000,"Powiat m.Biała Podlaska",2016,23
"16035",662000,"Powiat m.Chełm",2016,26
"16036",663000,"Powiat m.Lublin",2016,134
"16037",664000,"Powiat m.Zamość",2016,16
"16038",801000,"Powiat gorzowski",2016,16
"16039",802000,"Powiat krośnieński",2016,18
"16040",803000,"Powiat międzyrzecki",2016,20
"16041",804000,"Powiat nowosolski",2016,40
"16042",805000,"Powiat słubicki",2016,5
"16043",806000,"Powiat strzelecko-drezdenecki",2016,23
"16044",807000,"Powiat sulęciński",2016,9
"16045",808000,"Powiat świebodziński",2016,17
"16046",809000,"Powiat zielonogórski",2016,116
"16047",810000,"Powiat żagański",2016,17
"16048",811000,"Powiat żarski",2016,49
"16049",812000,"Powiat wschowski",2016,5
"16050",861000,"Powiat m.Gorzów Wielkopolski",2016,42
"16051",862000,"Powiat m.Zielona Góra",2016,13
"16052",1001000,"Powiat bełchatowski",2016,70
"16053",1002000,"Powiat kutnowski",2016,55
"16054",1003000,"Powiat łaski",2016,6
"16055",1004000,"Powiat łęczycki",2016,20
"16056",1005000,"Powiat łowicki",2016,12
"16057",1006000,"Powiat łódzki wschodni",2016,9
"16058",1007000,"Powiat opoczyński",2016,179
"16059",1008000,"Powiat pabianicki",2016,21
"16060",1009000,"Powiat pajęczański",2016,14
"16061",1010000,"Powiat piotrkowski",2016,32
"16062",1011000,"Powiat poddębicki",2016,54
"16063",1012000,"Powiat radomszczański",2016,44
"16064",1013000,"Powiat rawski",2016,7
"16065",1014000,"Powiat sieradzki",2016,21
"16066",1015000,"Powiat skierniewicki",2016,9
"16067",1016000,"Powiat tomaszowski",2016,85
"16068",1017000,"Powiat wieluński",2016,9
"16069",1018000,"Powiat wieruszowski",2016,20
"16070",1019000,"Powiat zduńskowolski",2016,35
"16071",1020000,"Powiat zgierski",2016,42
"16072",1021000,"Powiat brzeziński",2016,18
"16073",1061000,"Powiat m.Łódź",2016,108
"16074",1062000,"Powiat m.Piotrków Trybunalski",2016,18
"16075",1063000,"Powiat m.Skierniewice",2016,95
"16076",1201000,"Powiat bocheński",2016,27
"16077",1202000,"Powiat brzeski",2016,63
"16078",1203000,"Powiat chrzanowski",2016,102
"16079",1204000,"Powiat dąbrowski",2016,48
"16080",1205000,"Powiat gorlicki",2016,130
"16081",1206000,"Powiat krakowski",2016,130
"16082",1207000,"Powiat limanowski",2016,118
"16083",1208000,"Powiat miechowski",2016,47
"16084",1209000,"Powiat myślenicki",2016,64
"16085",1210000,"Powiat nowosądecki",2016,73
"16086",1211000,"Powiat nowotarski",2016,45
"16087",1212000,"Powiat olkuski",2016,23
"16088",1213000,"Powiat oświęcimski",2016,362
"16089",1214000,"Powiat proszowicki",2016,8
"16090",1215000,"Powiat suski",2016,42
"16091",1216000,"Powiat tarnowski",2016,87
"16092",1217000,"Powiat tatrzański",2016,22
"16093",1218000,"Powiat wadowicki",2016,96
"16094",1219000,"Powiat wielicki",2016,26
"16095",1261000,"Powiat m.Kraków",2016,132
"16096",1262000,"Powiat m.Nowy Sącz",2016,30
"16097",1263000,"Powiat m.Tarnów",2016,35
"16098",1401000,"Powiat białobrzeski",2016,7
"16099",1402000,"Powiat ciechanowski",2016,134
"16100",1403000,"Powiat garwoliński",2016,21
"16101",1404000,"Powiat gostyniński",2016,21
"16102",1405000,"Powiat grodziski",2016,35
"16103",1406000,"Powiat grójecki",2016,23
"16104",1407000,"Powiat kozienicki",2016,14
"16105",1408000,"Powiat legionowski",2016,30
"16106",1409000,"Powiat lipski",2016,69
"16107",1410000,"Powiat łosicki",2016,40
"16108",1411000,"Powiat makowski",2016,21
"16109",1412000,"Powiat miński",2016,24
"16110",1413000,"Powiat mławski",2016,170
"16111",1414000,"Powiat nowodworski",2016,16
"16112",1415000,"Powiat ostrołęcki",2016,19
"16113",1416000,"Powiat ostrowski",2016,70
"16114",1417000,"Powiat otwocki",2016,53
"16115",1418000,"Powiat piaseczyński",2016,19
"16116",1419000,"Powiat płocki",2016,27
"16117",1420000,"Powiat płoński",2016,8
"16118",1421000,"Powiat pruszkowski",2016,9
"16119",1422000,"Powiat przasnyski",2016,57
"16120",1423000,"Powiat przysuski",2016,10
"16121",1424000,"Powiat pułtuski",2016,7
"16122",1425000,"Powiat radomski",2016,30
"16123",1426000,"Powiat siedlecki",2016,20
"16124",1427000,"Powiat sierpecki",2016,35
"16125",1428000,"Powiat sochaczewski",2016,11
"16126",1429000,"Powiat sokołowski",2016,15
"16127",1430000,"Powiat szydłowiecki",2016,11
"16128",1432000,"Powiat warszawski zachodni",2016,14
"16129",1433000,"Powiat węgrowski",2016,63
"16130",1434000,"Powiat wołomiński",2016,54
"16131",1435000,"Powiat wyszkowski",2016,47
"16132",1436000,"Powiat zwoleński",2016,7
"16133",1437000,"Powiat żuromiński",2016,10
"16134",1438000,"Powiat żyrardowski",2016,10
"16135",1461000,"Powiat m.Ostrołęka",2016,44
"16136",1462000,"Powiat m.Płock",2016,19
"16137",1463000,"Powiat m.Radom",2016,22
"16138",1464000,"Powiat m.Siedlce",2016,15
"16139",1465000,"Powiat m. st. Warszawa",2016,685
"16140",1601000,"Powiat brzeski",2016,16
"16141",1602000,"Powiat głubczycki",2016,31
"16142",1603000,"Powiat kędzierzyńsko-kozielski",2016,180
"16143",1604000,"Powiat kluczborski",2016,14
"16144",1605000,"Powiat krapkowicki",2016,24
"16145",1606000,"Powiat namysłowski",2016,10
"16146",1607000,"Powiat nyski",2016,284
"16147",1608000,"Powiat oleski",2016,7
"16148",1609000,"Powiat opolski",2016,15
