"","Kod","Nazwa","rok","UCZELNIE_CTAB_absolwenci_ogolem_osoba"
"7352",1215000,"Powiat suski",2014,141
"7353",1217000,"Powiat tatrzański",2014,61
"7354",1261000,"Powiat m.Kraków",2014,46475
"7355",1262000,"Powiat m.Nowy Sącz",2014,2099
"7356",1263000,"Powiat m.Tarnów",2014,1991
"7357",1402000,"Powiat ciechanowski",2014,552
"7358",1403000,"Powiat garwoliński",2014,61
"7359",1405000,"Powiat grodziski",2014,514
"7360",1406000,"Powiat grójecki",2014,0
"7361",1412000,"Powiat miński",2014,97
"7362",1413000,"Powiat mławski",2014,54
"7363",1415000,"Powiat ostrołęcki",2014,0
"7364",1416000,"Powiat ostrowski",2014,24
"7365",1417000,"Powiat otwocki",2014,666
"7366",1420000,"Powiat płoński",2014,83
"7367",1421000,"Powiat pruszkowski",2014,190
"7368",1422000,"Powiat przasnyski",2014,9
"7369",1424000,"Powiat pułtuski",2014,708
"7370",1426000,"Powiat siedlecki",2014,5
"7371",1428000,"Powiat sochaczewski",2014,76
"7372",1433000,"Powiat węgrowski",2014,26
"7373",1434000,"Powiat wołomiński",2014,28
"7374",1435000,"Powiat wyszkowski",2014,151
"7375",1438000,"Powiat żyrardowski",2014,169
"7376",1461000,"Powiat m.Ostrołęka",2014,273
"7377",1462000,"Powiat m.Płock",2014,2179
"7378",1463000,"Powiat m.Radom",2014,4093
"7379",1464000,"Powiat m.Siedlce",2014,3248
"7380",1465000,"Powiat m. st. Warszawa",2014,63884
"7381",1601000,"Powiat brzeski",2014,55
"7382",1603000,"Powiat kędzierzyńsko-kozielski",2014,0
"7383",1607000,"Powiat nyski",2014,813
"7384",1661000,"Powiat m.Opole",2014,8829
"7385",1803000,"Powiat dębicki",2014,73
"7386",1804000,"Powiat jarosławski",2014,857
"7387",1805000,"Powiat jasielski",2014,166
"7388",1806000,"Powiat kolbuszowski",2014,120
"7389",1811000,"Powiat mielecki",2014,102
"7390",1812000,"Powiat niżański",2014,67
"7391",1814000,"Powiat przeworski",2014,95
"7392",1817000,"Powiat sanocki",2014,430
"7393",1818000,"Powiat stalowowolski",2014,638
"7394",1861000,"Powiat m.Krosno",2014,804
"7395",1862000,"Powiat m.Przemyśl",2014,358
"7396",1863000,"Powiat m.Rzeszów",2014,15077
"7397",1864000,"Powiat m.Tarnobrzeg",2014,513
"7398",2001000,"Powiat augustowski",2014,22
"7399",2005000,"Powiat hajnowski",2014,47
"7400",2010000,"Powiat siemiatycki",2014,69
"7401",2061000,"Powiat m.Białystok",2014,10150
"7402",2062000,"Powiat m.Łomża",2014,1100
"7403",2063000,"Powiat m.Suwałki",2014,655
"7404",2202000,"Powiat chojnicki",2014,170
"7405",2203000,"Powiat człuchowski",2014,21
"7406",2205000,"Powiat kartuski",2014,22
"7407",2206000,"Powiat kościerski",2014,29
"7408",2207000,"Powiat kwidzyński",2014,265
"7409",2208000,"Powiat lęborski",2014,79
"7410",2209000,"Powiat malborski",2014,41
"7411",2213000,"Powiat starogardzki",2014,123
"7412",2214000,"Powiat tczewski",2014,0
"7413",2215000,"Powiat wejherowski",2014,159
"7414",2261000,"Powiat m.Gdańsk",2014,19866
"7415",2262000,"Powiat m.Gdynia",2014,3482
"7416",2263000,"Powiat m.Słupsk",2014,1460
"7417",2264000,"Powiat m.Sopot",2014,412
"7418",2401000,"Powiat będziński",2014,16
"7419",2403000,"Powiat cieszyński",2014,942
"7420",2409000,"Powiat myszkowski",2014,0
"7421",2411000,"Powiat raciborski",2014,379
"7422",2413000,"Powiat tarnogórski",2014,64
"7423",2415000,"Powiat wodzisławski",2014,85
"7424",2416000,"Powiat zawierciański",2014,0
"7425",2417000,"Powiat żywiecki",2014,113
"7426",2461000,"Powiat m.Bielsko-Biała",2014,3129
"7427",2462000,"Powiat m.Bytom",2014,227
"7428",2463000,"Powiat m.Chorzów",2014,1443
"7429",2464000,"Powiat m.Częstochowa",2014,5549
"7430",2465000,"Powiat m.Dąbrowa Górnicza",2014,1563
"7431",2466000,"Powiat m.Gliwice",2014,7338
"7432",2467000,"Powiat m.Jastrzębie-Zdrój",2014,41
"7433",2468000,"Powiat m.Jaworzno",2014,56
"7434",2469000,"Powiat m.Katowice",2014,16529
"7435",2470000,"Powiat m.Mysłowice",2014,302
"7436",2472000,"Powiat m.Ruda Śląska",2014,180
"7437",2473000,"Powiat m.Rybnik",2014,814
"7438",2475000,"Powiat m.Sosnowiec",2014,2432
"7439",2477000,"Powiat m.Tychy",2014,214
"7440",2478000,"Powiat m.Zabrze",2014,78
"7441",2479000,"Powiat m.Żory",2014,189
"7442",2607000,"Powiat ostrowiecki",2014,549
"7443",2608000,"Powiat pińczowski",2014,85
"7444",2609000,"Powiat sandomierski",2014,244
"7445",2610000,"Powiat skarżyski",2014,38
"7446",2611000,"Powiat starachowicki",2014,17
"7447",2661000,"Powiat m.Kielce",2014,9340
"7448",2801000,"Powiat bartoszycki",2014,0
"7449",2805000,"Powiat ełcki",2014,268
"7450",2806000,"Powiat giżycki",2014,0
"7451",2807000,"Powiat iławski",2014,131
"7452",2808000,"Powiat kętrzyński",2014,163
"7453",2813000,"Powiat olecki",2014,0
"7454",2817000,"Powiat szczycieński",2014,935
"7455",2861000,"Powiat m.Elbląg",2014,1323
"7456",2862000,"Powiat m.Olsztyn",2014,8645
"7457",3002000,"Powiat czarnkowsko-trzcianecki",2014,0
"7458",3003000,"Powiat gnieźnieński",2014,671
"7459",3006000,"Powiat jarociński",2014,224
"7460",3007000,"Powiat kaliski",2014,83
"7461",3008000,"Powiat kępiński",2014,34
"7462",3009000,"Powiat kolski",2014,38
"7463",3011000,"Powiat kościański",2014,16
"7464",3015000,"Powiat nowotomyski",2014,210
"7465",3017000,"Powiat ostrowski",2014,290
"7466",3019000,"Powiat pilski",2014,847
"7467",3021000,"Powiat poznański",2014,0
"7468",3023000,"Powiat słupecki",2014,0
"7469",3025000,"Powiat średzki",2014,459
"7470",3026000,"Powiat śremski",2014,2
"7471",3027000,"Powiat turecki",2014,0
"7472",3028000,"Powiat wągrowiecki",2014,58
"7473",3030000,"Powiat wrzesiński",2014,0
"7474",3061000,"Powiat m.Kalisz",2014,1874
"7475",3062000,"Powiat m.Konin",2014,907
"7476",3063000,"Powiat m.Leszno",2014,1259
"7477",3064000,"Powiat m.Poznań",2014,32505
"7478",3204000,"Powiat goleniowski",2014,74
"7479",3205000,"Powiat gryficki",2014,72
"7480",3208000,"Powiat kołobrzeski",2014,81
"7481",3214000,"Powiat stargardzki",2014,194
"7482",3215000,"Powiat szczecinecki",2014,66
"7483",3217000,"Powiat wałecki",2014,159
"7484",3261000,"Powiat m.Koszalin",2014,2906
"7485",3262000,"Powiat m.Szczecin",2014,10918
"7486",3263000,"Powiat m.Świnoujście",2014,44
"7487",201000,"Powiat bolesławiecki",2015,0
"7488",202000,"Powiat dzierżoniowski",2015,0
"7489",203000,"Powiat głogowski",2015,177
"7490",208000,"Powiat kłodzki",2015,131
"7491",211000,"Powiat lubiński",2015,273
"7492",213000,"Powiat milicki",2015,26
"7493",216000,"Powiat polkowicki",2015,99
"7494",219000,"Powiat świdnicki",2015,82
"7495",221000,"Powiat wałbrzyski",2015,0
"7496",224000,"Powiat ząbkowicki",2015,27
"7497",225000,"Powiat zgorzelecki",2015,0
"7498",261000,"Powiat m.Jelenia Góra",2015,732
"7499",262000,"Powiat m.Legnica",2015,1439
"7500",264000,"Powiat m.Wrocław",2015,30778
"7501",265000,"Powiat m.Wałbrzych od 2013",2015,953
"7502",402000,"Powiat brodnicki",2015,41
"7503",407000,"Powiat inowrocławski",2015,115
"7504",414000,"Powiat świecki",2015,61
"7505",415000,"Powiat toruński",2015,0
"7506",416000,"Powiat tucholski",2015,97
"7507",461000,"Powiat m.Bydgoszcz",2015,9477
"7508",462000,"Powiat m.Grudziądz",2015,120
"7509",463000,"Powiat m.Toruń",2015,6816
"7510",464000,"Powiat m.Włocławek",2015,863
"7511",602000,"Powiat biłgorajski",2015,13
"7512",611000,"Powiat łukowski",2015,33
"7513",614000,"Powiat puławski",2015,19
"7514",616000,"Powiat rycki",2015,572
"7515",618000,"Powiat tomaszowski",2015,93
"7516",661000,"Powiat m.Biała Podlaska",2015,1371
"7517",662000,"Powiat m.Chełm",2015,594
"7518",663000,"Powiat m.Lublin",2015,19222
"7519",664000,"Powiat m.Zamość",2015,783
"7520",801000,"Powiat gorzowski",2015,103
"7521",802000,"Powiat krośnieński",2015,0
"7522",805000,"Powiat słubicki",2015,86
"7523",809000,"Powiat zielonogórski",2015,191
"7524",810000,"Powiat żagański",2015,0
"7525",811000,"Powiat żarski",2015,98
"7526",861000,"Powiat m.Gorzów Wielkopolski",2015,883
"7527",862000,"Powiat m.Zielona Góra",2015,3460
"7528",1001000,"Powiat bełchatowski",2015,85
"7529",1002000,"Powiat kutnowski",2015,313
"7530",1005000,"Powiat łowicki",2015,2
"7531",1008000,"Powiat pabianicki",2015,0
"7532",1012000,"Powiat radomszczański",2015,20
"7533",1014000,"Powiat sieradzki",2015,74
"7534",1016000,"Powiat tomaszowski",2015,224
"7535",1017000,"Powiat wieluński",2015,34
"7536",1019000,"Powiat zduńskowolski",2015,36
"7537",1061000,"Powiat m.Łódź",2015,19835
"7538",1062000,"Powiat m.Piotrków Trybunalski",2015,785
"7539",1063000,"Powiat m.Skierniewice",2015,497
"7540",1201000,"Powiat bocheński",2015,121
"7541",1202000,"Powiat brzeski",2015,0
"7542",1203000,"Powiat chrzanowski",2015,80
"7543",1207000,"Powiat limanowski",2015,0
"7544",1208000,"Powiat miechowski",2015,91
"7545",1209000,"Powiat myślenicki",2015,318
"7546",1211000,"Powiat nowotarski",2015,602
"7547",1212000,"Powiat olkuski",2015,49
"7548",1213000,"Powiat oświęcimski",2015,302
"7549",1215000,"Powiat suski",2015,114
"7550",1217000,"Powiat tatrzański",2015,37
"7551",1261000,"Powiat m.Kraków",2015,44914
"7552",1262000,"Powiat m.Nowy Sącz",2015,1749
"7553",1263000,"Powiat m.Tarnów",2015,1981
"7554",1402000,"Powiat ciechanowski",2015,436
"7555",1403000,"Powiat garwoliński",2015,45
"7556",1405000,"Powiat grodziski",2015,288
"7557",1406000,"Powiat grójecki",2015,0
"7558",1412000,"Powiat miński",2015,87
"7559",1413000,"Powiat mławski",2015,38
"7560",1415000,"Powiat ostrołęcki",2015,0
"7561",1416000,"Powiat ostrowski",2015,11
"7562",1417000,"Powiat otwocki",2015,627
"7563",1420000,"Powiat płoński",2015,93
"7564",1421000,"Powiat pruszkowski",2015,162
"7565",1422000,"Powiat przasnyski",2015,21
"7566",1424000,"Powiat pułtuski",2015,529
"7567",1426000,"Powiat siedlecki",2015,10
"7568",1428000,"Powiat sochaczewski",2015,56
"7569",1433000,"Powiat węgrowski",2015,0
"7570",1434000,"Powiat wołomiński",2015,11
"7571",1435000,"Powiat wyszkowski",2015,297
"7572",1438000,"Powiat żyrardowski",2015,173
"7573",1461000,"Powiat m.Ostrołęka",2015,185
"7574",1462000,"Powiat m.Płock",2015,2101
"7575",1463000,"Powiat m.Radom",2015,3267
"7576",1464000,"Powiat m.Siedlce",2015,2934
"7577",1465000,"Powiat m. st. Warszawa",2015,58952
"7578",1601000,"Powiat brzeski",2015,48
"7579",1603000,"Powiat kędzierzyńsko-kozielski",2015,0
"7580",1607000,"Powiat nyski",2015,768
"7581",1661000,"Powiat m.Opole",2015,7608
"7582",1803000,"Powiat dębicki",2015,67
"7583",1804000,"Powiat jarosławski",2015,993
"7584",1805000,"Powiat jasielski",2015,242
"7585",1806000,"Powiat kolbuszowski",2015,86
"7586",1811000,"Powiat mielecki",2015,85
"7587",1812000,"Powiat niżański",2015,56
"7588",1814000,"Powiat przeworski",2015,61
"7589",1817000,"Powiat sanocki",2015,359
"7590",1818000,"Powiat stalowowolski",2015,545
"7591",1861000,"Powiat m.Krosno",2015,779
"7592",1862000,"Powiat m.Przemyśl",2015,356
"7593",1863000,"Powiat m.Rzeszów",2015,14886
"7594",1864000,"Powiat m.Tarnobrzeg",2015,455
"7595",2001000,"Powiat augustowski",2015,0
"7596",2005000,"Powiat hajnowski",2015,49
"7597",2010000,"Powiat siemiatycki",2015,53
"7598",2061000,"Powiat m.Białystok",2015,9190
"7599",2062000,"Powiat m.Łomża",2015,1041
"7600",2063000,"Powiat m.Suwałki",2015,522
"7601",2202000,"Powiat chojnicki",2015,169
"7602",2203000,"Powiat człuchowski",2015,9
"7603",2205000,"Powiat kartuski",2015,16
"7604",2206000,"Powiat kościerski",2015,26
"7605",2207000,"Powiat kwidzyński",2015,351
"7606",2208000,"Powiat lęborski",2015,49
"7607",2209000,"Powiat malborski",2015,82
"7608",2213000,"Powiat starogardzki",2015,86
"7609",2214000,"Powiat tczewski",2015,0
"7610",2215000,"Powiat wejherowski",2015,72
"7611",2261000,"Powiat m.Gdańsk",2015,18772
"7612",2262000,"Powiat m.Gdynia",2015,3387
"7613",2263000,"Powiat m.Słupsk",2015,1041
"7614",2264000,"Powiat m.Sopot",2015,367
"7615",2401000,"Powiat będziński",2015,0
"7616",2403000,"Powiat cieszyński",2015,951
"7617",2409000,"Powiat myszkowski",2015,0
"7618",2411000,"Powiat raciborski",2015,351
"7619",2413000,"Powiat tarnogórski",2015,66
"7620",2415000,"Powiat wodzisławski",2015,66
"7621",2416000,"Powiat zawierciański",2015,0
"7622",2417000,"Powiat żywiecki",2015,26
"7623",2461000,"Powiat m.Bielsko-Biała",2015,2683
"7624",2462000,"Powiat m.Bytom",2015,21
"7625",2463000,"Powiat m.Chorzów",2015,1516
"7626",2464000,"Powiat m.Częstochowa",2015,5328
"7627",2465000,"Powiat m.Dąbrowa Górnicza",2015,1955
"7628",2466000,"Powiat m.Gliwice",2015,6967
"7629",2467000,"Powiat m.Jastrzębie-Zdrój",2015,63
"7630",2468000,"Powiat m.Jaworzno",2015,20
"7631",2469000,"Powiat m.Katowice",2015,14495
"7632",2470000,"Powiat m.Mysłowice",2015,176
"7633",2472000,"Powiat m.Ruda Śląska",2015,266
"7634",2473000,"Powiat m.Rybnik",2015,784
"7635",2475000,"Powiat m.Sosnowiec",2015,2528
"7636",2477000,"Powiat m.Tychy",2015,222
"7637",2478000,"Powiat m.Zabrze",2015,39
"7638",2479000,"Powiat m.Żory",2015,160
"7639",2607000,"Powiat ostrowiecki",2015,789
"7640",2608000,"Powiat pińczowski",2015,112
"7641",2609000,"Powiat sandomierski",2015,152
"7642",2610000,"Powiat skarżyski",2015,23
"7643",2611000,"Powiat starachowicki",2015,15
"7644",2661000,"Powiat m.Kielce",2015,8688
"7645",2801000,"Powiat bartoszycki",2015,0
"7646",2805000,"Powiat ełcki",2015,154
"7647",2806000,"Powiat giżycki",2015,0
"7648",2807000,"Powiat iławski",2015,113
"7649",2808000,"Powiat kętrzyński",2015,112
"7650",2813000,"Powiat olecki",2015,0
"7651",2817000,"Powiat szczycieński",2015,759
"7652",2861000,"Powiat m.Elbląg",2015,1067
"7653",2862000,"Powiat m.Olsztyn",2015,8009
"7654",3002000,"Powiat czarnkowsko-trzcianecki",2015,11
"7655",3003000,"Powiat gnieźnieński",2015,453
"7656",3006000,"Powiat jarociński",2015,236
"7657",3007000,"Powiat kaliski",2015,28
"7658",3008000,"Powiat kępiński",2015,0
"7659",3009000,"Powiat kolski",2015,0
"7660",3011000,"Powiat kościański",2015,0
"7661",3015000,"Powiat nowotomyski",2015,132
"7662",3017000,"Powiat ostrowski",2015,197
"7663",3019000,"Powiat pilski",2015,688
"7664",3021000,"Powiat poznański",2015,0
"7665",3023000,"Powiat słupecki",2015,0
"7666",3025000,"Powiat średzki",2015,432
"7667",3026000,"Powiat śremski",2015,0
"7668",3027000,"Powiat turecki",2015,0
"7669",3028000,"Powiat wągrowiecki",2015,65
"7670",3030000,"Powiat wrzesiński",2015,0
"7671",3061000,"Powiat m.Kalisz",2015,1841
"7672",3062000,"Powiat m.Konin",2015,868
"7673",3063000,"Powiat m.Leszno",2015,1080
"7674",3064000,"Powiat m.Poznań",2015,32031
"7675",3204000,"Powiat goleniowski",2015,0
"7676",3205000,"Powiat gryficki",2015,72
"7677",3208000,"Powiat kołobrzeski",2015,63
"7678",3214000,"Powiat stargardzki",2015,100
"7679",3215000,"Powiat szczecinecki",2015,73
"7680",3217000,"Powiat wałecki",2015,166
"7681",3261000,"Powiat m.Koszalin",2015,2547
"7682",3262000,"Powiat m.Szczecin",2015,10105
"7683",3263000,"Powiat m.Świnoujście",2015,33
"7684",201000,"Powiat bolesławiecki",2016,0
"7685",202000,"Powiat dzierżoniowski",2016,0
"7686",203000,"Powiat głogowski",2016,161
"7687",208000,"Powiat kłodzki",2016,124
"7688",211000,"Powiat lubiński",2016,148
"7689",213000,"Powiat milicki",2016,0
"7690",216000,"Powiat polkowicki",2016,169
"7691",219000,"Powiat świdnicki",2016,28
"7692",221000,"Powiat wałbrzyski",2016,0
"7693",224000,"Powiat ząbkowicki",2016,0
"7694",225000,"Powiat zgorzelecki",2016,0
"7695",261000,"Powiat m.Jelenia Góra",2016,665
"7696",262000,"Powiat m.Legnica",2016,1036
"7697",264000,"Powiat m.Wrocław",2016,30350
"7698",265000,"Powiat m.Wałbrzych od 2013",2016,777
"7699",402000,"Powiat brodnicki",2016,34
"7700",407000,"Powiat inowrocławski",2016,104
"7701",414000,"Powiat świecki",2016,35
"7702",415000,"Powiat toruński",2016,0
"7703",416000,"Powiat tucholski",2016,117
"7704",461000,"Powiat m.Bydgoszcz",2016,8777
"7705",462000,"Powiat m.Grudziądz",2016,68
"7706",463000,"Powiat m.Toruń",2016,6358
"7707",464000,"Powiat m.Włocławek",2016,718
"7708",602000,"Powiat biłgorajski",2016,0
"7709",611000,"Powiat łukowski",2016,29
"7710",614000,"Powiat puławski",2016,12
"7711",616000,"Powiat rycki",2016,521
"7712",618000,"Powiat tomaszowski",2016,66
"7713",661000,"Powiat m.Biała Podlaska",2016,1443
"7714",662000,"Powiat m.Chełm",2016,505
"7715",663000,"Powiat m.Lublin",2016,17579
"7716",664000,"Powiat m.Zamość",2016,502
"7717",801000,"Powiat gorzowski",2016,27
"7718",802000,"Powiat krośnieński",2016,0
"7719",805000,"Powiat słubicki",2016,110
"7720",809000,"Powiat zielonogórski",2016,149
"7721",810000,"Powiat żagański",2016,0
"7722",811000,"Powiat żarski",2016,72
"7723",861000,"Powiat m.Gorzów Wielkopolski",2016,711
"7724",862000,"Powiat m.Zielona Góra",2016,3183
"7725",1001000,"Powiat bełchatowski",2016,64
"7726",1002000,"Powiat kutnowski",2016,228
"7727",1005000,"Powiat łowicki",2016,3
"7728",1008000,"Powiat pabianicki",2016,0
"7729",1012000,"Powiat radomszczański",2016,0
"7730",1014000,"Powiat sieradzki",2016,54
"7731",1016000,"Powiat tomaszowski",2016,171
"7732",1017000,"Powiat wieluński",2016,0
"7733",1019000,"Powiat zduńskowolski",2016,57
"7734",1061000,"Powiat m.Łódź",2016,17662
"7735",1062000,"Powiat m.Piotrków Trybunalski",2016,575
"7736",1063000,"Powiat m.Skierniewice",2016,401
"7737",1201000,"Powiat bocheński",2016,102
"7738",1202000,"Powiat brzeski",2016,0
"7739",1203000,"Powiat chrzanowski",2016,0
"7740",1207000,"Powiat limanowski",2016,0
"7741",1208000,"Powiat miechowski",2016,81
"7742",1209000,"Powiat myślenicki",2016,277
"7743",1211000,"Powiat nowotarski",2016,586
"7744",1212000,"Powiat olkuski",2016,71
"7745",1213000,"Powiat oświęcimski",2016,333
"7746",1215000,"Powiat suski",2016,119
"7747",1217000,"Powiat tatrzański",2016,7
"7748",1261000,"Powiat m.Kraków",2016,43719
"7749",1262000,"Powiat m.Nowy Sącz",2016,1604
"7750",1263000,"Powiat m.Tarnów",2016,1693
"7751",1402000,"Powiat ciechanowski",2016,520
"7752",1403000,"Powiat garwoliński",2016,0
"7753",1405000,"Powiat grodziski",2016,292
"7754",1406000,"Powiat grójecki",2016,0
"7755",1412000,"Powiat miński",2016,17
"7756",1413000,"Powiat mławski",2016,27
"7757",1415000,"Powiat ostrołęcki",2016,0
"7758",1416000,"Powiat ostrowski",2016,12
"7759",1417000,"Powiat otwocki",2016,583
"7760",1420000,"Powiat płoński",2016,57
"7761",1421000,"Powiat pruszkowski",2016,120
"7762",1422000,"Powiat przasnyski",2016,14
"7763",1424000,"Powiat pułtuski",2016,451
"7764",1426000,"Powiat siedlecki",2016,7
"7765",1428000,"Powiat sochaczewski",2016,55
"7766",1433000,"Powiat węgrowski",2016,0
"7767",1434000,"Powiat wołomiński",2016,0
"7768",1435000,"Powiat wyszkowski",2016,61
"7769",1438000,"Powiat żyrardowski",2016,95
"7770",1461000,"Powiat m.Ostrołęka",2016,156
"7771",1462000,"Powiat m.Płock",2016,1953
"7772",1463000,"Powiat m.Radom",2016,3055
"7773",1464000,"Powiat m.Siedlce",2016,2624
"7774",1465000,"Powiat m. st. Warszawa",2016,56526
"7775",1601000,"Powiat brzeski",2016,78
"7776",1603000,"Powiat kędzierzyńsko-kozielski",2016,0
"7777",1607000,"Powiat nyski",2016,475
"7778",1661000,"Powiat m.Opole",2016,6836
"7779",1803000,"Powiat dębicki",2016,36
"7780",1804000,"Powiat jarosławski",2016,1196
"7781",1805000,"Powiat jasielski",2016,200
"7782",1806000,"Powiat kolbuszowski",2016,48
"7783",1811000,"Powiat mielecki",2016,108
"7784",1812000,"Powiat niżański",2016,43
"7785",1814000,"Powiat przeworski",2016,82
"7786",1817000,"Powiat sanocki",2016,200
"7787",1818000,"Powiat stalowowolski",2016,488
"7788",1861000,"Powiat m.Krosno",2016,648
"7789",1862000,"Powiat m.Przemyśl",2016,248
"7790",1863000,"Powiat m.Rzeszów",2016,14372
"7791",1864000,"Powiat m.Tarnobrzeg",2016,349
"7792",2001000,"Powiat augustowski",2016,0
"7793",2005000,"Powiat hajnowski",2016,49
"7794",2010000,"Powiat siemiatycki",2016,30
"7795",2061000,"Powiat m.Białystok",2016,8078
"7796",2062000,"Powiat m.Łomża",2016,791
"7797",2063000,"Powiat m.Suwałki",2016,478
"7798",2202000,"Powiat chojnicki",2016,233
"7799",2203000,"Powiat człuchowski",2016,0
"7800",2205000,"Powiat kartuski",2016,0
"7801",2206000,"Powiat kościerski",2016,32
"7802",2207000,"Powiat kwidzyński",2016,170
"7803",2208000,"Powiat lęborski",2016,37
"7804",2209000,"Powiat malborski",2016,38
"7805",2213000,"Powiat starogardzki",2016,107
"7806",2214000,"Powiat tczewski",2016,0
"7807",2215000,"Powiat wejherowski",2016,50
"7808",2261000,"Powiat m.Gdańsk",2016,18542
"7809",2262000,"Powiat m.Gdynia",2016,2900
"7810",2263000,"Powiat m.Słupsk",2016,903
"7811",2264000,"Powiat m.Sopot",2016,346
